frame_no,insta_track_absolute_rotation,insta_atom_no_0_absolute_rotation,insta_atom_no_1_absolute_rotation,insta_atom_no_2_absolute_rotation,insta_atom_no_3_absolute_rotation,insta_atom_no_4_absolute_rotation,insta_atom_no_5_absolute_rotation,insta_atom_no_6_absolute_rotation,insta_atom_no_7_absolute_rotation,insta_atom_no_8_absolute_rotation,insta_atom_no_9_absolute_rotation,insta_atom_no_10_absolute_rotation,insta_atom_no_11_absolute_rotation,insta_atom_no_12_absolute_rotation,insta_atom_no_13_absolute_rotation,insta_atom_no_14_absolute_rotation,insta_atom_no_15_absolute_rotation,insta_atom_no_16_absolute_rotation,insta_atom_no_17_absolute_rotation,insta_atom_no_18_absolute_rotation,insta_atom_no_19_absolute_rotation,insta_atom_no_20_absolute_rotation,insta_atom_no_21_absolute_rotation,insta_atom_no_22_absolute_rotation,insta_atom_no_23_absolute_rotation,insta_atom_no_24_absolute_rotation,insta_atom_no_25_absolute_rotation,insta_atom_no_26_absolute_rotation,insta_atom_no_27_absolute_rotation,insta_atom_no_28_absolute_rotation,insta_atom_no_29_absolute_rotation,insta_atom_no_30_absolute_rotation,insta_atom_no_31_absolute_rotation,insta_atom_no_32_absolute_rotation,insta_atom_no_33_absolute_rotation,insta_atom_no_34_absolute_rotation,insta_atom_no_35_absolute_rotation,insta_atom_no_36_absolute_rotation,insta_atom_no_37_absolute_rotation,insta_atom_no_38_absolute_rotation,insta_atom_no_39_absolute_rotation,insta_atom_no_40_absolute_rotation,insta_atom_no_41_absolute_rotation,insta_atom_no_42_absolute_rotation,insta_atom_no_43_absolute_rotation,insta_atom_no_44_absolute_rotation,insta_atom_no_45_absolute_rotation,insta_atom_no_46_absolute_rotation,insta_atom_no_47_absolute_rotation,insta_atom_no_48_absolute_rotation,insta_atom_no_49_absolute_rotation,insta_atom_no_50_absolute_rotation,insta_atom_no_51_absolute_rotation,insta_atom_no_52_absolute_rotation,insta_atom_no_53_absolute_rotation,insta_atom_no_54_absolute_rotation,insta_atom_no_55_absolute_rotation,insta_atom_no_56_absolute_rotation,insta_atom_no_57_absolute_rotation,insta_atom_no_58_absolute_rotation,insta_atom_no_59_absolute_rotation,insta_atom_no_60_absolute_rotation,insta_atom_no_61_absolute_rotation,insta_atom_no_62_absolute_rotation,insta_atom_no_63_absolute_rotation,insta_atom_no_64_absolute_rotation,insta_atom_no_65_absolute_rotation,insta_atom_no_66_absolute_rotation,insta_atom_no_67_absolute_rotation,insta_atom_no_68_absolute_rotation,insta_atom_no_69_absolute_rotation,insta_atom_no_70_absolute_rotation,insta_atom_no_71_absolute_rotation,insta_ring_relative_rotation,net_ring_relative_rotation
26,-0.41558105008238655,0.27115812382783216,0.2634511631030954,0.318786322907536,-1.0459566386752859,-2.429745215111256,-0.4591619975558845,0.7748561357923762,-0.3679540342830649,1.6240255238337384,2.359425600272839,-1.5860041703893373,-1.1010697366810793,-0.5990689849667525,-1.0823642185785136,0.6214620363548485,-0.782363567317939,-0.47123791445812246,3.7706998451140286,0.5333653366411174,-1.9246149787847298,-0.2509911616811144,-1.746289810377452,-1.923485786345945,-1.2422051814115382,0.1258368252547803,-0.0017415063380363332,0.555545619203274,0.04894814580027964,1.5457323075569818,0.12735355309051416,-2.24117165262589,0.30168679736097764,0.12147489963269455,1.3293835227878397,2.418198697066789,-0.20717378697354089,1.6290640156864464,0.4872832964423022,-1.6867944465240472,-0.4839047328006528,-1.5839421946165688,-0.6627481147306571,-0.5196601239136063,2.03578533832733,1.443872995534178,1.8212657906792367,-1.887877945888378,-3.2420193056183715,-3.0970064208464,-5.296924397973217,-2.32031160826131,-1.6612617632980755,-1.536424127497606,-0.5831425937804665,-1.4423713953801132,-2.938514409686762,-0.357605221364923,-0.5605919881846264,-2.1560440192871186,1.126477256469202,-0.19099695413116047,2.0742885784202336,-0.35202306957425544,2.1500662783654514,0.7505247611718491,-1.0975710907607068,-1.8577887257632897,2.0265475815781704,-1.1657119188496903,0.12840660908304816,-0.03924024051675057,-0.7365976838637159,0.08037685732809535,0.08037685732809535
27,0.09456030860333382,-0.004394956478109331,-0.12808551656321082,0.06916020317167001,-0.01739375981049899,0.35474607151083143,-0.10909784483611608,-0.04671307364226172,0.24868702380876023,-0.01065438207941825,0.17015082915712892,0.022246919555682056,-0.061290007703625825,0.09467785576759889,0.04633473721504298,0.18195066556276177,0.04126924422682357,0.0013030580252370017,-0.07098477371174367,-0.06509545201456024,0.16397321730876283,-0.038195242662614884,0.2800469026492294,0.2491336523180651,0.04477509557514296,0.027913082530344826,-0.3078436006781034,-0.06302861988580202,0.01866249364134941,0.013090126511553566,-0.025811848092736716,0.14465900258035017,-0.0038954550752161657,-0.05100071431213293,-0.00441723318085382,-0.008257873535943412,0.2269548827620899,0.025698292272157714,-0.013527987822129451,-0.26624528658036084,0.045920397611044037,0.07798163233829618,0.16126156301529418,-0.040854141056231336,-0.08410259582101155,0.0021747661117181172,0.4217719521238603,0.07972131648008811,0.7903677084713432,0.005962325434121314,-0.06914701384954886,-0.03058732781734505,-0.03546720213682659,0.029365578171333586,-0.22877042212910642,-0.05998941746741856,0.1914157782682256,0.002077186890354575,-0.03212199978538783,-0.0026498764269115445,-0.018411973038226725,0.05240600435186835,-0.03525806137457183,-0.0583065334648661,0.07118928997860927,-0.060526647984990606,0.012010213251381109,-0.08515161324291864,0.031130729016101272,0.008118487683405859,-0.006406636606589583,-0.15463884719353077,0.19992118716093227,-0.06247828729156105,0.017898570036534306
28,0.034426989534556196,-0.002162723580579207,-0.14111962321005128,0.09051339448107183,-0.012350210373827539,0.3123969382543238,-0.09966366433458368,-0.060322435908988496,0.4242626955901905,-0.017208801629744277,0.10837667511752735,0.025631840518982565,-0.06146853552438775,0.1925702599595066,0.014050633836726613,0.24029330215246741,0.05366622945922524,0.0006941815057005704,-0.04477431643350951,-0.07068340373710442,0.2217061228405024,-0.031191265022937113,0.2724122816860347,0.2237962956040438,0.050533916543697315,0.03361937935005311,-0.47740544515659594,-0.08047454702209063,0.08446276609990547,0.01574773877252825,-0.02447640796463824,0.1323653374333056,0.001227091352311127,-0.08363524056613499,0.003314345006545957,-0.010987230518755737,0.18400208485918257,0.021870700486820577,-0.001224950679017677,-0.3153206755154429,0.04976014672662132,0.11821574567394294,0.1319067091644623,-0.0794014487190252,0.08089340922481915,0.043847201172366464,0.4157093295878591,0.086552122882655,0.7654731632262909,-0.030596372822718484,-0.2086977738517824,-0.04885090530754067,-0.03402896861078439,0.0077485573872608,-0.18100979039444065,-0.08546077490001486,0.1923370853008557,-0.003507909995125889,-0.016723665371554633,-0.04108785190261372,-0.00943386771718727,0.05921244178726987,0.002783427793218309,-0.07774340147934329,0.11743457909752858,-0.0646593115514762,-0.0019349941063268104,-0.07442110012518989,0.05036397313207669,-0.019057606578772885,-0.01298020105444554,-0.13022960411275114,0.1735909583609803,-0.0018013223727592967,0.01609724766377501
67,-0.6707040540459194,-0.30975900181902716,-0.5708576888537552,0.1853366453848365,-0.03695307551707468,1.429389454851934,-0.6154560300586851,-0.8565822691496906,-1.9492052015793373,-1.9013646200102112,-0.4413110295919964,0.7164990196521875,0.1592481973547415,-2.0978709864458844,0.7569319770571893,-2.7363684637861883,0.9313786913461671,0.025595909149430125,-3.75165053989212,0.5085408886599933,2.32980430514068,-0.7554888699603846,0.9368854191137621,2.926204375913361,1.924868369941079,-0.06690662036491284,-1.6207620270269225,0.30657328890978774,1.434379362265735,-0.05965440089364283,3.905426820596042,7.030360934810202,1.7734457133766417,-2.205126072511534,0.16838467925335143,-1.1393200288039729,1.6383217877994076,0.6813477430890239,2.468042317823287,0.9418172690615476,0.9847982909746102,2.479776706738717,-0.33360849889176636,0.6639014759159129,-5.770291012109805,0.7207837202236285,1.5856808894369103,-1.3765486869588315,0.8347677109957464,-1.292346337464284,-2.7175847033860103,-1.2320590116340602,-2.0831128628966655,-0.8424086724823415,-5.863297627547725,-1.22224525647863,-1.226927707448108,-2.0378790516779857,-0.688637582793181,-1.3507616172808548,-1.5569997983641608,0.8465269418091801,0.7992692407551093,0.4902933059327053,-1.1727784225592244,0.361315042064184,0.7091680919992083,-0.09134544069207148,0.6454816538474096,8.099077880773224,0.6616646303280247,-2.685335050386336,1.6437691838732273,0.6713464661139862,0.6874437137777611
69,-0.005495707878934165,0.17277841997684074,0.027093297764426122,0.2932486182823933,-0.04083063581096189,-0.20483487422420443,0.13630592057497753,0.17906967886484046,-1.2878087681996007,-0.0754164499548024,-0.4852117252129063,-0.08374586103848786,-0.012078668350840266,-0.17201177040667115,0.18194546237868317,-0.08206537150830305,0.04021169042356011,0.018526699940424315,0.16031856215041304,-0.16587509583163004,0.2747398531077969,0.1837065205612537,-0.33808696992252824,-0.28997143899419037,0.047033599935939474,-0.015671431950636326,0.5709570560103111,0.11400278831213553,0.11574286063530677,-0.07687179079748689,-0.10213742702204444,-0.6084043762333287,0.0771102107903021,-0.22256798907456657,-0.03744804190239279,0.04725971159885285,-0.5794229455167689,0.0806232703062091,-0.0702865011655922,0.6661525751695534,0.13524994661349193,0.06701814472182346,0.009719635300638416,-0.1459039494954249,-0.03990256923402689,0.019864516294592398,-0.5803299922812056,0.09228583379659734,-0.9145390202032234,0.1495240126540549,-0.24092555692312123,-0.042185910650518965,0.401194135363575,-0.17996257355438453,0.17141045914378947,0.00893645647255881,-0.5295399462646401,-0.0174455546982666,-0.18010408817747878,-0.04649853641263099,0.20344354719904706,-0.038413913434080196,-0.08805003331881543,0.06877233857918377,-0.2973673101399463,0.07733110948715517,-0.008840313218260825,0.14962122531904473,0.021075128924477264,-0.06260029143467163,-0.015718620219583274,0.44471937579009085,-0.3546879728231229,-0.04070945355380203,0.6467342602239591
70,0.000251317718767557,0.09112190240761854,0.009452852621556127,0.1255943103976864,-0.010315803466761534,-0.14003679446419603,0.06074595044333003,0.09269274512450826,-0.46143231419048747,-0.04181556199859379,-0.18792400659479522,-0.0524130173704062,-0.019293625346470875,0.07597398036111737,0.0818198041776137,-0.05052729953575186,0.0005574573134421992,0.025856967420280118,0.08556203674549771,-0.07749128436922642,0.19166814956113104,0.10953921311418026,-0.13498007271059043,-0.12413842196270948,0.0069453167447485805,-0.012116978225765842,0.42966313554789776,0.040367729318468944,0.03671352153933556,-0.049907925402291574,-0.05749101677133892,-0.321465308158961,0.03806315698725612,-0.06280533132473248,-0.023361639283278314,0.04630185530430901,-0.2790607812553188,0.03988611049370533,-0.02117807747153733,0.3310682630266534,0.07885052076989793,-0.020789780273426664,-0.020850819883211986,-0.04304526501663108,-0.02338077938156763,-0.017635039194480947,-0.2072201964765775,0.01579378879788163,-0.47322262645458174,0.060249769107930236,-0.08103792576351627,-0.033967727186547586,0.2093712568076031,-0.10258249803239286,0.11712259589230513,0.008186177403606536,-0.10407822677572877,0.005009940920617218,-0.04356875593347585,-0.03299916332318601,0.06739805659010903,-0.038797091331869246,-0.04492768619069722,0.01462671895600868,-0.14503157952584045,0.03890441605931279,0.006537934801062873,0.05794726077502674,0.0023290873088853666,-0.017197077680223594,-0.00011093145085939997,0.22672040462392096,-0.2206690033581093,-0.013726665575318018,0.6330075946486411
71,0.030089751832979593,0.09151392391746468,0.0035638274117708547,0.1546631754080573,-0.008897526395737479,-0.1386170077470802,0.06098064243716345,0.1031686408726056,-0.3659673019718305,-0.046291270154869966,-0.23123489520254806,-0.06585234336380698,-0.024781178008863626,0.15972804920055303,0.07216532420766143,-0.007245529216162227,-0.003580940517128595,0.03303638932480019,0.09220140100741826,-0.0875575420467815,0.18555804347876806,0.11344145460400548,-0.11693111583092597,-0.10807817816439885,-0.0023829631566756526,-0.022451895095123308,0.4524883627757666,0.04218739796433781,0.05829029928736591,-0.04450669664099818,-0.06298224194384487,-0.3117641819400302,0.032932305406227165,-0.054734166660498906,-0.02518381528277792,0.08153117708342043,-0.2892040946129911,0.04968998698349133,-0.01695800689158846,0.2622586359555774,0.07451989733658647,-0.027564628887089025,-0.043406110486706916,-0.035791801654858686,-0.04182432108711548,-0.031332878368489005,-0.1688936341493481,0.0038142126239854796,-0.43921509489708677,0.0587606818944157,-0.029413039416646254,-0.040027030287778,0.2097585290050792,-0.11252523871048167,0.11154153670391641,0.0010873346217972499,-0.06778223274167726,0.004811640961961885,-0.009018491982357373,-0.051141005151537244,0.05712142897962142,-0.046764972208665455,-0.07460709838592788,0.015053994672764524,-0.10246963382284445,0.035558329114962144,0.02148277311868739,0.053993906803063554,-0.002517625905058452,-0.030751008379374008,-0.009803300196534618,0.24337909440964622,-0.21543332389647774,-0.03946757077586535,0.5935400238727757
72,-0.14768417629515995,0.09496057444618493,0.00016269037113723718,0.16122114912373425,-0.007763765249554138,-0.16911490318706623,0.06815022318479239,0.10620738799103693,-0.13090658399542499,-0.04430946575153981,-0.21991856517204664,-0.06134002902017578,-0.02852776987170346,0.39290046386791144,0.04865810299684964,-0.03608597693360283,-0.024790822354924854,0.052667948900182636,0.0711152829537495,-0.088286950527814,0.21159707552174725,0.10891948800986127,-0.052327783366634635,-0.10405237831861505,-0.018717859580659836,-0.015537208846751752,0.43647532733733846,0.036207861659179184,0.09022134772543232,-0.04498687696538934,-0.06022181461181456,-0.28637024173874287,0.03418499775630797,-0.03428687370985479,-0.030673970576721308,0.11064057561538562,-0.28500863432903173,0.04927917909328155,-0.015113829912481284,0.22743771150779538,0.08385191927874253,-0.08735089028122286,-0.06130073443887475,-0.01818890017679635,0.060697290374624464,-0.04510199980290745,-0.13054355985089047,-0.025822313196764844,-0.4060070439148568,0.04041029529422517,0.0019396839107206684,-0.05104403486983561,0.21518174759360326,-0.11013506109594028,0.15130689874356296,0.009744713970682418,0.017616632210228623,0.022448444784791896,-0.0056398886091837686,-0.06311099561187825,0.027682386619812822,-0.04428498862582035,-0.1206014999477721,-0.007504852229839253,-0.043394354806253685,0.04339084102706133,0.03809083332964862,0.04381892974015792,-0.0028773097843857753,-0.013303229267975327,-0.004516826599077003,0.23661459240610996,-0.21463070836799328,0.14879669159859138,0.7423367154713671
110,1.6213187167074488,0.1972723263975909,0.9927694432969982,-1.136279218564846,0.33153118551841476,1.7853398611212965,-0.5490880497821442,2.1752489926758076,3.6410615773779575,1.3701394518951995,-2.307499251527482,0.6681896536684424,-0.7945619970024042,-1.0234263212265602,-2.226125048094183,-0.7529911473041841,-0.7314148470718221,-0.29609918509781785,0.026133884545792685,-0.7380037738246078,-1.975923691282236,1.0945692218441907,1.354392719292997,3.5326204546801803,0.1972993348273142,0.7794434868568779,1.1160393903243462,0.29511350050267676,1.4668267988132477,-0.6579156740640556,-1.7731447040831485,-1.057506761969908,-2.52109698858665,-4.203825541066258,-0.08081430872636443,-0.8096282345476357,0.4231927743695103,0.7004409625358612,1.6933580290368593,4.763498249350988,0.0966870836504718,-4.485106972241944,1.4547737815410513,1.4614510725003484,0.9660301110969726,-0.9094691963308487,0.3353280481546264,-1.1188751409065736,1.6089212785040858,-0.5688232659673095,4.411778504781899,-0.47399865466327934,-2.475910152407148,-1.8317580474787656,-1.1079758375923845,-2.161485461234185,-0.37211742647842444,0.3374307403238297,0.30314989004491183,3.5183308156370146,-0.3909994017568646,-1.5408834604948345,-1.6049585246864662,-0.9890521855309501,-1.6762241701502474,0.2737030930642063,1.383464071684042,2.536892018518941,0.7535784923763618,0.9103182808153204,0.682538877693218,-0.36793428477886947,2.8923396744398415,-1.526592602718028,-0.784255887246661
111,-0.011216503724150744,-0.010393587418462455,-0.0055013084953520735,0.1387079638695399,0.00027216638022391226,-0.15368413716718735,-0.0008966350994483191,0.01208788734985758,0.47512909348700055,-2.598054388470835e-05,0.0805185603266474,-0.06028346091684169,-0.16031326119724404,-0.009939995696969543,0.17938885076039396,-0.2559873567530928,-0.07636817395747875,0.0833129755834889,-0.22781293389562482,-0.06170762479579141,0.4933529492650652,-0.07823879636654675,-0.3845546044469777,-0.2291156693867554,0.0688560275405344,-0.07939085284993444,0.3980487800214005,0.06483238544460482,0.20542108312030358,0.021383696696747147,0.020058512685986588,-0.21752904821804855,0.06154255644830002,-0.24524976612687818,0.05950266205231174,0.10030277195312512,-0.029384152607694596,0.05003687455988289,-0.07596948267406649,0.07591777153017866,0.18995748217456343,-0.019435317591003764,-0.1351829594373896,0.14220447190063537,0.25162836413204653,-0.054086102334493145,0.0801002737426456,-0.06256890109122022,0.016192997256438347,-0.0035157936415332377,-0.12596653148243347,-0.034809299073634205,-0.07030244283461944,-0.0513217094090838,0.013987180495606391,-0.010660000761171452,-0.1713228761296412,-0.012914858076542931,-0.07519546028455149,-0.13881377526356892,0.10274631334471301,-0.07747557483818117,-0.030249612268332827,0.03394840760990587,-0.0493153944606404,-0.06258031679976382,-0.016052302589642783,0.093104784003384,0.07138752494789498,0.1673291394232339,-0.0005005298517368711,0.1411737248330422,0.0470687453302921,0.016423259160769213,-0.7678326280858917
