frame_no,translation
20,-6.464289957039331e-13
30,-9.052488650649036e-13
40,-9.690721760093765e-13
50,-1.0397840571957685e-12
60,-1.2530270339393852e-12
70,-1.2035857452711236e-12
80,-1.4791210675671629e-12
90,-1.5046989852363545e-12
