frame_no,rotation
10,0.476456954238639
20,0.6006071049564088
30,0.7428154185980982
40,1.5327967589118279
50,2.523320626436197
60,1.7621645965658244
70,0.20519458861240983
80,-0.9418585795810622
90,-1.1465248459777753
100,0.16865245309442944
110,1.0296480445682126
120,1.5941612403228258
130,1.522211614902063
140,0.9672672596740786
150,-0.3916575275627925
160,-0.6259203652730816
170,-1.0997533496466803
180,-0.8033725408502741
190,-0.549084474536087
200,-1.306805363796428
210,-1.7845857730649433
220,-0.08268039462264065
230,-0.8891296450710952
240,-0.9093625722545152
250,0.38280447023143616
260,0.07294282274572994
270,-0.6545486159151053
280,-0.787750469640513
290,-1.5667711923446843
300,-1.297313517759369
310,-0.4240603439608803
320,-0.43580954091459384
330,-0.9565187758424463
340,-1.3932808236771788
350,-0.41245678567985
360,0.5363469706187936
370,1.3953539710857186
380,1.1331133478131195
390,-0.22385355059322087
400,-0.01674906190651798
410,-0.5481490189445177
420,-1.0231965593080243
430,-0.22866844011550008
440,0.5401658977841123
450,0.37794680759779875
460,0.26139792621516006
470,-0.19773769594965054
480,-0.309994526569949
490,-0.44489146116944106
500,-1.2414781719533179
510,-1.1268331365811917
520,-0.6471254302391821
530,0.2919135833060873
540,1.1825552854228527
550,0.7136966967030725
560,-0.09536171406801808
570,-0.07773639639867305
580,0.6287401959101939
590,1.4074926039691762
600,0.9764994813294599
610,0.8524353373709228
620,0.8418407925685775
630,0.3509452883643871
640,-0.45256760474513025
650,-0.14891859990168763
660,-0.3601291023309714
670,0.05897614107705762
680,-0.5040420924318222
690,-1.0223569722170545
700,-1.1960840577569816
710,-0.7006881960443833
720,1.7074916694490934
730,1.5727389236870306
740,1.8909031872900453
750,3.1909991912893285
760,-3.624108243290436
770,3.5533477130161173
780,1.2331518120608178
790,-1.3727414683763246
800,-2.516727262138131
810,-2.2843925792296145
820,0.6781591858924777
830,1.7038517902817047
840,1.4921555602295655
850,0.8315955724275049
860,0.712601228782973
870,-0.5530532147813154
880,-0.8200647798679838
890,-0.8392127729188561
900,0.41224034084435146
910,0.6973730849916718
920,0.372609115595379
930,-0.7162521768103958
940,-0.07120954957045901
950,-0.39699424051823407
960,0.35571987070435196
970,0.6564710675470369
980,0.2422716822887873
990,-0.6413051778711744
1000,0.21914975281146948
1010,0.7278954354789963
1020,1.8162712141290274
1030,1.4010938179618262
1040,-0.41765707963477083
1050,-1.1695888859490078
1060,-0.7553168191180126
1070,0.5723481410974041
1080,0.34138457502274455
1090,0.061529582517584336
1100,-0.27464624664840137
1110,0.829146321312068
1120,0.07463665218946111
1130,0.2254867290047522
1140,-1.2276576821561385
1150,0.45511948573771477
1160,0.5215403064052122
1170,1.6357709663809328
1180,-0.34170497987401943
1190,0.07955591378485219
1200,-0.32840506775193923
1210,0.2556167207482789
1220,-1.0806011473440487
1230,-0.31268534170684736
1240,0.2162119445607833
1250,0.8547407915134699
1260,-0.2713943261802893
1270,-1.7004233463123228
1280,-0.9328663240330295
1290,0.06987523320124445
1300,0.30536421706379757
1310,-0.30239269272476854
1320,-1.0891168308489303
1330,-0.019518092018657965
1340,1.034652342565571
1350,0.428346649543867
1360,-0.23187194696573898
1370,-0.2476426551521855
1380,0.9116459268277517
1390,-0.3722875263106933
1400,-0.549185396294494
1410,-0.35057974855415475
1420,-0.06069107431159812
1430,-0.3113405626807694
1440,-0.2722855120966655
1450,-0.48818148399657624
1460,-0.1839252662358196
1470,0.7308943792132523
1480,0.6905809524118768
1490,-0.4596024169741568
1500,-1.4043531139306946
1510,-0.42702136621241465
1520,0.4569702127553502
1530,0.6436422014282295
1540,-0.0936371690198222
1550,-0.6139739556260676
1560,-0.10258489984860478
1570,2.2129223104305296
1580,2.522571308154956
1590,1.6876106711687424
1600,1.3797669572287001
1610,0.7028035288594455
1620,0.13987610187878927
1630,-0.5653232834087041
1640,-0.6782345601999166
1650,0.3819537199772694
1660,1.1535443996125674
1670,1.633642213096286
1680,0.5438693529948175
1690,-0.21445990549783908
1700,0.4331571258750118
1710,1.8355636654157472
1720,-3.2330945175107257
1730,-1.8722026413382862
1740,-1.3142921444819151
1750,-2.4283802453490435
1760,-4.685323916038781
1770,-3.5155691062872636
1780,-5.753858384129471
1790,-1.0091103268453345
1800,0.4155707021874111
1810,1.5101840300082878
1820,-0.07937461230336171
1830,-0.6984727241007438
1840,-1.3231766805228151
1850,-0.8000160720655993
1860,0.5761447430185341
1870,1.5896218752628803
1880,1.2572223730971746
1890,-0.04773517337953548
1900,-0.9027564673442738
