frame_no,relative_translation,net_relative_translation
2890,4.602313812781451e-13,-2.4620453166647006e-11
2900,-9.472799735373433e-14,-2.471518116400074e-11
2910,3.3797990743860693e-13,-2.4377201256562133e-11
2920,-6.055031106228375e-14,-2.4437751567624415e-11
2930,-1.4902961526293905e-13,-2.4586781182887354e-11
2940,1.0714346969424305e-13,-2.447963771319311e-11
2950,-6.2501717919743934e-15,-2.4485887884985084e-11
2960,8.006222757802449e-15,-2.4477881662227283e-11
2970,4.627759032502031e-13,-2.401510575897708e-11
2980,1.8849429706966072e-13,-2.382661146190742e-11
2990,-1.2109198956534173e-13,-2.3947703451472762e-11
3000,-8.536536506744131e-14,-2.4033068816540204e-11
3010,-4.040212645892577e-13,-2.4437090081129463e-11
3020,-8.350333703476029e-13,-2.5272123451477067e-11
3030,-1.159787680220414e-12,-2.643191113169748e-11
3040,-6.384801163975704e-13,-2.7070391248095053e-11
3050,-3.5535039669456206e-13,-2.7425741644789614e-11
3060,-6.636673953504174e-13,-2.808940904014003e-11
3070,-8.901803900863023e-13,-2.8979589430226332e-11
3080,-8.459158221482369e-13,-2.982550525237457e-11
3090,-1.2927391623753727e-12,-3.111824441474994e-11
3100,-7.559989464315872e-13,-3.187424336118153e-11
3110,-8.349430076099243e-13,-3.270918636879145e-11
3120,-5.158425671486924e-13,-3.322502893594014e-11
3130,-7.088331168538263e-13,-3.393386205279397e-11
3140,-9.657523038164293e-13,-3.4899614356610397e-11
3150,-1.163131788770927e-12,-3.606274614538132e-11
3160,-8.485757987333372e-13,-3.6911321944114656e-11
3170,-1.3869498067555313e-12,-3.8298271750870186e-11
3180,7.979575951739829e-13,-3.75003141556962e-11
3190,-6.437489959904314e-13,-3.814406315168663e-11
3200,-4.971711772730574e-13,-3.864123432895969e-11
3210,-2.6085481602987177e-12,-4.124978248925841e-11
3220,-1.4935256013370432e-12,-4.2743308090595453e-11
3230,-2.430513115261944e-12,-4.5173821205857395e-11
3240,-1.933952955994251e-12,-4.7107774161851646e-11
3250,-1.9723274621049357e-12,-4.908010162395658e-11
3260,-3.0590862447062795e-12,-5.213918786866286e-11
3270,-2.702893171492426e-12,-5.484208104015528e-11
3280,-2.4468105155891783e-12,-5.7288891555744464e-11
3290,-1.7515998424952398e-12,-5.90404913982397e-11
3300,-2.474627222972306e-12,-6.1515118621212e-11
3310,-1.3093102326938708e-12,-6.282442885390588e-11
3320,-1.6609718050364113e-12,-6.44854006589423e-11
3330,-1.1910398920628467e-12,-6.567644055100514e-11
3340,-1.9087125169961888e-12,-6.758515306800133e-11
3350,-1.8635914564910706e-12,-6.944874452449239e-11
3360,6.758061882448236e-15,-6.944198646260994e-11
3370,-1.3203727354220217e-13,-6.957402373615214e-11
3380,-1.2851753700466853e-12,-7.085919910619882e-11
3390,-1.8279969371782766e-12,-7.26871960433771e-11
3400,-1.4665835731841175e-12,-7.415377961656121e-11
3410,-7.365248570044651e-13,-7.489030447356568e-11
3420,6.626597055470016e-13,-7.422764476801867e-11
3430,-1.3499512645451724e-12,-7.557759603256385e-11
3440,-9.106223542163839e-13,-7.648821838678022e-11
3450,-5.547263465559934e-13,-7.704294473333622e-11
3460,-5.188354084762467e-13,-7.756178014181246e-11
3470,-1.7785485138923433e-13,-7.77396349932017e-11
3480,-2.761076167516849e-13,-7.801574260995338e-11
3490,-2.866879903815712e-13,-7.830243060033496e-11
3500,-4.2237434332990537e-13,-7.872480494366487e-11
3510,-2.4172341971128228e-14,-7.8748977285636e-11
3520,-1.3232653729609788e-13,-7.88813038229321e-11
3530,-6.271579312493031e-14,-7.894401961605703e-11
3540,2.908919776563379e-13,-7.865312763840069e-11
3550,-4.526016893140403e-13,-7.910572932771472e-11
3560,-3.2132431784196865e-13,-7.94270536455567e-11
3570,-8.354936946072269e-13,-8.026254734016392e-11
3580,-1.1154524442239245e-12,-8.137799978438784e-11
3590,-8.487624314071224e-13,-8.222676221579497e-11
3600,1.0182102669196294e-12,-8.120855194887534e-11
3610,-4.480534911738055e-13,-8.165660544004914e-11
3620,1.1818079268855378e-12,-8.04747975131636e-11
3630,3.3505655118806907e-13,-8.013974096197553e-11
3640,1.0049245406793861e-12,-7.913481642129614e-11
3650,1.1801166002902702e-12,-7.795469982100587e-11
3660,5.638541746089133e-13,-7.739084564639696e-11
3670,7.016217542220732e-13,-7.668922389217489e-11
3680,1.1586117891260782e-12,-7.55306121030488e-11
3690,1.6180179053463864e-12,-7.391259419770241e-11
3700,1.0738273135605382e-12,-7.283876688414187e-11
3710,1.0975767938747645e-12,-7.174119009026711e-11
3720,6.718318077885428e-13,-7.106935828247857e-11
3730,1.261041566346522e-12,-6.980831671613205e-11
3740,1.232637842670341e-12,-6.857567887346171e-11
3750,1.2591267565159578e-12,-6.731655211694575e-11
3760,9.028148631564181e-13,-6.641373725378934e-11
3770,9.048149365310316e-13,-6.55089223172583e-11
3780,6.315306388415002e-13,-6.487739167841679e-11
3790,-4.326795503174788e-13,-6.531007122873427e-11
3800,-9.156084042715424e-13,-6.622567963300581e-11
3810,-1.2363472593356378e-12,-6.746202689234145e-11
3820,-1.4735952291225718e-12,-6.893562212146403e-11
3830,-1.0239655428937095e-12,-6.995958766435774e-11
3840,-1.2383177708352553e-12,-7.1197905435193e-11
3850,-5.297732108309666e-13,-7.172767864602397e-11
3860,-1.3590104313834755e-12,-7.308668907740744e-11
3870,-1.6421105692616713e-12,-7.472879964666912e-11
3880,-2.0279832547379547e-12,-7.675678290140708e-11
3890,-1.5460847165225855e-12,-7.830286761792966e-11
3900,-1.6439198823281688e-12,-7.994678750025782e-11
3910,-1.2300999324323387e-12,-8.117688743269017e-11
3920,-1.0836380041705353e-12,-8.22605254368607e-11
3930,-1.3639120871183862e-12,-8.362443752397908e-11
3940,-1.2944674843505262e-12,-8.491890500832962e-11
3950,1.518943209893761e-12,-8.339996179843585e-11
3960,3.1998787691208955e-13,-8.307997392152377e-11
3970,-9.863456079096828e-13,-8.406631952943345e-11
3980,-1.1830566521969732e-12,-8.524937618163042e-11
3990,-1.3814214500309252e-12,-8.663079763166134e-11
4000,-9.877823831413495e-13,-8.761858001480269e-11
4010,-6.833941515821168e-13,-8.83019741663848e-11
4020,-9.051974688418659e-13,-8.920717163522667e-11
4030,-9.072691592069714e-13,-9.011444079443363e-11
4040,1.8575436173023734e-13,-8.99286864327034e-11
4050,1.1891547684507298e-12,-8.873953166425267e-11
4060,-4.297564901420178e-13,-8.916928815439469e-11
4070,-8.015300987491072e-13,-8.99708182531438e-11
4080,-1.2481289788131692e-12,-9.121894723195697e-11
4090,4.583094224453278e-13,-9.076063780951164e-11
4100,-2.108527910217522e-14,-9.078172308861382e-11
4110,-2.105337298595357e-13,-9.099225681847336e-11
4120,-7.041740825475324e-13,-9.169643090102089e-11
4130,-1.2853872428252033e-13,-9.182496962530341e-11
4140,-5.738561972120291e-13,-9.239882582251544e-11
4150,-6.330044682074224e-13,-9.303183029072286e-11
4160,-2.1396921922478645e-13,-9.324579950994764e-11
4170,-3.854137128338197e-13,-9.363121322278147e-11
4180,-7.277854124616532e-13,-9.435899863524312e-11
4190,-1.2208975150127545e-12,-9.557989615025588e-11
4200,-4.181962380403276e-13,-9.599809238829621e-11
4210,-5.082288233085032e-13,-9.650632121160472e-11
4220,-1.1670747920549263e-12,-9.767339600365965e-11
4230,-1.0308289315162604e-12,-9.87042249351759e-11
4240,-8.249132830261116e-13,-9.952913821820202e-11
4250,9.754689545520265e-13,-9.855366926365e-11
4260,-6.093143063841789e-13,-9.916298357003417e-11
4270,-7.091771479578402e-13,-9.9872160717992e-11
4280,-1.7404971969309458e-12,-1.0161265791492294e-10
4290,-1.3695523180105343e-12,-1.0298221023293348e-10
4300,-2.193738698643127e-12,-1.051759489315766e-10
4310,-2.0606423895466688e-12,-1.0723659132112327e-10
4320,-1.697367190889025e-12,-1.089339585120123e-10
4330,-2.7179725700543117e-13,-1.0920575576901773e-10
4340,-1.2861617591612572e-12,-1.1049191752817899e-10
4350,-1.987369251840603e-12,-1.1247928678001959e-10
4360,-1.1496841165510445e-12,-1.1362897089657064e-10
4370,-1.8587754945818132e-12,-1.1548774639115245e-10
4380,-1.963086836661291e-12,-1.1745083322781374e-10
4390,-1.9767836942891274e-12,-1.1942761692210286e-10
4400,-1.3050343197530979e-12,-1.2073265124185594e-10
4410,-1.5364785587266449e-12,-1.2226912980058258e-10
4420,1.1518300864595648e-13,-1.2215394679193662e-10
4430,-9.623701875984728e-13,-1.2311631697953508e-10
4440,5.829597251727173e-13,-1.2253335725436236e-10
4450,-4.863292846695317e-14,-1.225819901828293e-10
4460,-1.6396215277543017e-12,-1.242216117105836e-10
4470,-1.467225149019806e-12,-1.256888368596034e-10
4480,-1.03253387585281e-12,-1.2672137073545621e-10
4490,-7.177945743601227e-13,-1.2743916530981634e-10
4500,8.674333401126284e-13,-1.265717319697037e-10
4510,-1.246183042603779e-12,-1.278179150123075e-10
4520,-7.441395968145053e-13,-1.28562054609122e-10
4530,-4.213674125661065e-13,-1.289834220216881e-10
4540,-9.349275461955152e-13,-1.2991834956788363e-10
4550,-8.841723591870968e-13,-1.3080252192707074e-10
4560,-8.864752608609048e-13,-1.3168899718793166e-10
4570,-3.7088312496707046e-13,-1.3205988031289874e-10
4580,-6.252139908648417e-13,-1.3268509430376358e-10
4590,1.0198772825437583e-13,-1.325831065755092e-10
4600,-1.2313666502691592e-12,-1.3381447322577835e-10
4610,-6.783351065524599e-13,-1.344928083323308e-10
4620,-4.0755378226994755e-13,-1.3490036211460077e-10
4630,1.0609147064680462e-12,-1.3383944740813272e-10
4640,6.46734968858903e-13,-1.3319271243927382e-10
4650,-2.887403514241022e-13,-1.3348145279069791e-10
4660,-3.002636419564775e-13,-1.337817164326544e-10
4670,1.0666179866743126e-12,-1.327150984459801e-10
4680,9.249963305199056e-13,-1.3179010211546018e-10
4690,1.2498685814141507e-12,-1.3054023353404602e-10
4700,1.0907886830688905e-12,-1.2944944485097714e-10
4710,1.6417505550738647e-12,-1.2780769429590328e-10
4720,2.2197798557132185e-12,-1.2558791444019006e-10
4730,2.7035547083898292e-12,-1.2288435973180023e-10
4740,2.3883359662138022e-12,-1.2049602376558643e-10
4750,-7.306219901927723e-13,-1.212266457557792e-10
4760,1.5845612263376106e-12,-1.196420845294416e-10
4770,1.615419287761398e-12,-1.1802666524168022e-10
4780,1.4080496062926469e-12,-1.1661861563538756e-10
4790,6.24887600317904e-14,-1.1655612687535578e-10
4800,2.0445091554102817e-13,-1.1635167595981474e-10
4810,1.1707680691730318e-12,-1.1518090789064171e-10
4820,3.681758514567444e-13,-1.1481273203918497e-10
4830,8.940835731596237e-13,-1.1391864846602535e-10
4840,6.749750918480235e-13,-1.1324367337417733e-10
4850,2.0204506906077373e-12,-1.1122322268356959e-10
4860,-2.2499587188851003e-13,-1.114482185554581e-10
4870,1.7861252521771974e-12,-1.096620933032809e-10
4880,2.0747432156686425e-12,-1.0758735008761225e-10
4890,2.217083499884732e-12,-1.0537026658772752e-10
4900,1.734351703834651e-12,-1.0363591488389287e-10
4910,2.034826965196414e-12,-1.0160108791869647e-10
4920,1.2561478054393075e-12,-1.0034494011325716e-10
4930,-2.494124382116937e-14,-1.0036988135707834e-10
4940,-1.99434899827157e-12,-1.0236423035534991e-10
4950,-1.9337283715599383e-12,-1.0429795872690984e-10
4960,-2.8312721643890395e-13,-1.0458108594334875e-10
4970,1.6911818031140419e-12,-1.0288990414023471e-10
4980,-2.0543649194740692e-13,-1.0309534063218211e-10
4990,-4.771352560495946e-13,-1.0357247588823171e-10
5000,3.635872477675284e-13,-1.0320888864046419e-10
5010,3.8442889611027337e-13,-1.0282445974435391e-10
5020,7.077986931870651e-13,-1.0211666105116684e-10
5030,-5.474902773765722e-13,-1.0266415132854342e-10
5040,-3.4016780689426283e-13,-1.0300431913543768e-10
5050,2.8127522530505654e-13,-1.0272304391013262e-10
5060,2.7677932915207314e-13,-1.0244626458098055e-10
5070,-2.4286049623180994e-14,-1.0247055063060373e-10
5080,-1.8273515167342643e-13,-1.0265328578227716e-10
5090,5.310266325497555e-14,-1.0260018311902219e-10
5100,-6.640688848009102e-14,-1.0266659000750227e-10
5110,1.7894476967823465e-13,-1.0248764523782403e-10
5120,-2.563491284063649e-13,-1.027439943662304e-10
5130,-8.364474520131773e-13,-1.0358044181824357e-10
5140,-5.267120082336166e-13,-1.0410715382647718e-10
5150,-4.8026179193206e-13,-1.0458741561840925e-10
5160,4.2096189327244864e-13,-1.041664537251368e-10
5170,-9.017932630824274e-13,-1.0506824698821922e-10
