frame_no,absolute_rotation,net_absolute_rotation
480,0.04961192350180679,-1.8483494016096986
490,0.3771724251357215,-1.471176976473977
500,0.2159129424875476,-1.2552640339864294
510,-0.3486541003934029,-1.6039181343798323
520,-0.20352113078713352,-1.8074392651669657
530,-0.18092354017006107,-1.9883628053370268
540,-0.40905004561907926,-2.397412850956106
550,-0.223882984276336,-2.6212958352324423
560,0.22650708447568793,-2.3947887507567542
570,0.0685943976860469,-2.3261943530707074
580,-0.3998777929594942,-2.7260721460302015
590,-0.006125772880787044,-2.7321979189109884
600,-0.16363335158107123,-2.8958312704920597
610,0.10029410558905817,-2.7955371649030014
620,-0.41913194708149765,-3.2146691119844992
630,0.6586595376849098,-2.5560095742995896
640,-0.4248229894643035,-2.9808325637638933
650,0.4365670740539622,-2.544265489709931
660,-0.09382556890742383,-2.6380910586173547
670,0.3940481739789483,-2.2440428846384064
680,0.10243005043996699,-2.1416128341984395
690,-0.10379414189415384,-2.2454069760925934
700,0.6132927133784459,-1.6321142627141474
710,-0.08252967221964011,-1.7146439349337874
720,0.3015639978993389,-1.4130799370344485
730,-1.0738674587864527,-2.486947395820901
740,0.315966053205603,-2.170981342615298
750,-0.17519201170936663,-2.346173354324665
760,0.08136558633704533,-2.2648077679876195
770,-0.24109896658026378,-2.5059067345678834
780,-0.059137057712471124,-2.5650437922803544
790,-0.06368530630584414,-2.6287290985861986
800,-0.0921546617404621,-2.720883760326661
810,0.25193872360350644,-2.4689450367231545
820,-0.28323814910093054,-2.752183185824085
830,-0.18225579100568404,-2.934438976829769
840,0.026022124616398395,-2.908416852213371
850,0.05601264188127446,-2.8524042103320966
860,0.2375927540239059,-2.614811456308191
870,-0.20069215194268392,-2.8155036082508746
880,0.38880396035771325,-2.4266996478931615
890,0.058038155698004454,-2.368661492195157
900,-0.04010605837673956,-2.4087675505718966
910,-0.2949086900582752,-2.703676240630172
920,0.04859208470050584,-2.655084155929666
930,-0.16977375526838423,-2.82485791119805
940,0.24797668052883068,-2.5768812306692195
950,0.17340032444729628,-2.4034809062219233
960,0.20836584334610647,-2.195115062875817
970,-0.01996552652939158,-2.2150805894052086
980,-0.3887486241497457,-2.6038292135549543
990,-0.301258650028177,-2.905087863583131
1000,-0.3265416460796592,-3.2316295096627905
1010,-0.18815931887950452,-3.419788828542295
1020,-0.11110540368881178,-3.5308942322311068
1030,-0.1022944364018462,-3.633188668632953
1040,0.03481121962761816,-3.598377449005335
1050,0.12093126332790147,-3.4774461856774335
1060,0.20815335042646443,-3.269292835250969
1070,0.030336310903348575,-3.2389565243476204
1080,-0.3013124178878851,-3.5402689422355054
1090,0.2914839221564281,-3.2487850200790773
1100,0.1442309456707719,-3.1045540744083056
1110,-0.1720679206377261,-3.276621995046032
1120,0.13000156074073746,-3.1466204343052944
1130,-0.350602168269024,-3.4972226025743183
1140,-0.3460667108551245,-3.843289313429443
1150,0.25280274908751765,-3.590486564341925
1160,0.18817314873752894,-3.402313415604396
1170,0.5999264292938636,-2.8023869863105326
1180,0.062464481586037526,-2.739922504724495
1190,0.1442167431221926,-2.5957057616023023
1200,0.2527420756576821,-2.3429636859446203
1210,-0.502337964775941,-2.845301650720561
1220,-0.043967168602686076,-2.889268819323247
1230,-0.047043640643394495,-2.9363124599666413
1240,0.4540288044119872,-2.482283655554654
1250,-0.12829760007257854,-2.6105812556272325
1260,-0.5424405455246968,-3.1530218011519295
1270,-0.1029858734490494,-3.256007674600979
1280,-0.06693250586034778,-3.3229401804613268
1290,-0.4801454564493205,-3.803085636910647
1300,0.11744483117028379,-3.6856408057403636
1310,0.04255203505632064,-3.643088770684043
1320,0.3105245212857809,-3.332564249398262
1330,-0.2264664153123707,-3.5590306647106327
1340,-0.1162922013225804,-3.675322866033213
1350,0.2591590486908944,-3.4161638173423188
1360,0.1958952542158112,-3.2202685631265076
1370,0.05405042960664126,-3.1662181335198665
1380,0.6542675283038211,-2.5119506052160454
1390,0.04932696141850736,-2.462623643797538
1400,0.3610894823923611,-2.1015341614051772
1410,0.2800134619645377,-1.8215206994406397
1420,-0.05143172800945049,-1.8729524274500902
1430,0.03098396298388093,-1.8419684644662093
1440,-0.08940841346911275,-1.931376877935322
1450,-0.09437861254421934,-2.025755490479541
1460,0.1533008091536925,-1.8724546813258487
1470,0.17082150630320622,-1.7016331750226426
1480,0.1005490723499421,-1.6010841026727005
1490,-0.09918126057454756,-1.700265363247248
1500,0.10749702936142114,-1.592768333885827
1510,0.26321209276128826,-1.3295562411245387
1520,-0.16625646808131472,-1.4958127092058535
1530,-0.3154742270853148,-1.8112869362911683
1540,-0.7304872998293636,-2.5417742361205318
1550,-0.7489212074779964,-3.290695443598528
1560,-0.08714165311492185,-3.37783709671345
1570,1.051232804009012,-2.326604292704438
1580,-0.11184038373722065,-2.4384446764416587
1590,0.09747234069709175,-2.340972335744567
1600,0.12607777029027412,-2.214894565454293
1610,0.0034292815328316856,-2.211465283921461
1620,-0.1954015403480476,-2.4068668242695086
1630,0.09341375599135698,-2.3134530682781516
1640,-0.5016619465128196,-2.815115014790971
1650,-0.0019393135972748422,-2.817054328388246
1660,0.43024282769906874,-2.3868115006891775
1670,-0.3535568342474292,-2.7403683349366066
1680,0.44512490096845453,-2.2952434339681522
1690,-0.3830098171624054,-2.6782532511305575
1700,0.007889616335273637,-2.670363634795284
1710,0.1014789072271612,-2.568884727568123
1720,-0.21080625077900728,-2.77969097834713
1730,0.26734628265032206,-2.512344695696808
1740,0.1132038553558119,-2.399140840340996
1750,-0.15389891194581087,-2.5530397522868067
1760,0.07174612097379338,-2.4812936313130134
1770,0.14021884284735606,-2.3410747884656575
1780,-0.09380281556829324,-2.4348776040339506
1790,0.2989901201728766,-2.135887483861074
1800,0.28938498553724273,-1.8465024983238314
1810,0.2066083243360674,-1.639894173987764
1820,0.3521378030488944,-1.2877563709388695
1830,0.08321691670155702,-1.2045394542373125
1840,0.9865590324757608,-0.21798042176155163
1850,0.11434066590228144,-0.1036397558592702
1860,0.3531730843718649,0.2495333285125947
1870,-0.1767463922881512,0.07278693622444349
1880,-0.07813926849882338,-0.005352332274379895
1890,-0.02004251520532518,-0.025394847479705076
1900,-0.0766152946783369,-0.10201014215804198
1910,0.276986560846459,0.174976418688417
1920,-0.030273878896048483,0.14470253979236852
1930,0.5713849527826681,0.7160874925750367
1940,0.2538334990808994,0.9699209916559361
1950,-0.038762191509148086,0.9311588001467881
1960,-0.05506688397307196,0.8760919161737162
1970,-0.28792113499144084,0.5881707811822754
1980,-0.5336288320695004,0.05454194911277499
1990,-0.16026211827822345,-0.10572016916544846
2000,0.024738173558724107,-0.08098199560672435
2010,-1.3031117446570475,-1.3840937402637719
2020,-0.45449569245531035,-1.8385894327190822
2030,-0.43660045507016043,-2.2751898877892427
2040,0.44103695774538326,-1.8341529300438595
2050,-0.21529314975860298,-2.0494460798024625
2060,-0.25500231209247487,-2.304448391894937
2070,0.018351410466394494,-2.2860969814285426
2080,-0.14328103470957512,-2.4293780161381178
2090,0.012294317920536004,-2.417083698217582
2100,-0.0577968546677163,-2.474880552885298
2110,0.7257545083971669,-1.7491260444881314
2120,-0.3864922742899497,-2.1356183187780813
2130,-0.053253106269272675,-2.188871425047354
2140,-1.0986752383723077,-3.2875466634196617
2150,0.1405493653696945,-3.146997298049967
2160,0.24537081357970758,-2.9016264844702597
2170,0.29468484189940924,-2.6069416425708507
2180,-0.21438810094629257,-2.8213297435171434
2190,0.04048507260480112,-2.780844670912342
2200,-0.11760564018423411,-2.8984503110965765
2210,0.5880741269346957,-2.3103761841618806
2220,-0.32613749506784223,-2.636513679229723
2230,-0.33918946226882113,-2.975703141498544
2240,-0.16461407586744212,-3.140317217365986
2250,0.03764110697303465,-3.1026761103929514
2260,-0.7100128716163444,-3.8126889820092957
2270,-0.1640170966881517,-3.9767060786974473
2280,0.16907481479098327,-3.807631263906464
2290,-0.09668412311021973,-3.9043153870166836
2300,-0.4100552449723237,-4.314370631989007
2310,-0.4499013352696063,-4.764271967258614
2320,-0.8035825168952947,-5.567854484153909
2330,0.028962751837826938,-5.538891732316082
2340,-0.44623323685382804,-5.98512496916991
2350,-0.40504935975365486,-6.390174328923566
2360,0.8648818107262137,-5.525292518197352
2370,-0.25292317493924943,-5.778215693136602
2380,0.4054774768023566,-5.372738216334245
2390,-0.25428160110090386,-5.627019817435149
2400,-0.29986127239689936,-5.926881089832048
2410,-1.284275086993734,-7.211156176825782
2420,-0.21224235591649823,-7.42339853274228
2430,-0.7372100231561379,-8.160608555898419
2440,-0.08092726300945563,-8.241535818907874
2450,-0.6064187733961386,-8.847954592304012
2460,0.1170869479716305,-8.730867644332381
2470,0.06307520765276649,-8.667792436679616
2480,0.3409018912222485,-8.326890545457367
2490,0.09793674024678953,-8.228953805210578
2500,0.5263039253127852,-7.702649879897793
2510,0.09663413773178829,-7.606015742166004
2520,-0.13914481320882024,-7.745160555374825
2530,0.27415256445127006,-7.471007990923555
2540,0.3735153792561464,-7.097492611667408
2550,1.3190128406802488,-5.778479770987159
2560,-0.6970201644983921,-6.475499935485551
2570,-0.5230152967593289,-6.9985152322448805
2580,-0.39498332123840885,-7.3934985534832895
2590,-0.5635817223940325,-7.957080275877322
2600,-0.13397362532881843,-8.091053901206141
2610,-0.02184493151066454,-8.112898832716805
2620,0.1995583327772727,-7.913340499939532
2630,-0.5063277898835511,-8.419668289823083
2640,-0.3708723581132397,-8.790540647936322
2650,-0.24833945932654283,-9.038880107262864
2660,-0.46772172231251524,-9.506601829575379
2670,0.2779493734620028,-9.228652456113377
2680,0.05751643503118775,-9.171136021082189
2690,-0.12867365792052435,-9.299809679002713
2700,0.5657604281821651,-8.734049250820549
2710,-0.004840706375637943,-8.738889957196188
2720,-0.11151997648355659,-8.850409933679744
2730,-0.009486554976567306,-8.859896488656311
2740,0.3359925139481995,-8.523903974708112
2750,-1.2384093300336956,-9.762313304741808
2760,0.26878757731447894,-9.493525727427329
2770,-0.6647153607215858,-10.158241088148914
2780,0.22153536841863972,-9.936705719730275
2790,1.5533345487033203,-8.383371171026955
2800,-0.2654971869145175,-8.648868357941472
2810,-0.32531755534111867,-8.974185913282591
2820,-0.051095136528216574,-9.025281049810808
2830,-0.04408195553822468,-9.069363005349032
2840,0.4071418125007418,-8.66222119284829
2850,-0.286904754763095,-8.949125947611385
2860,0.09910155502707359,-8.850024392584311
2870,0.06794805597620236,-8.782076336608108
2880,-0.2907988855401047,-9.072875222148213
2890,-0.5360255629398037,-9.608900785088016
2900,0.9805417362907658,-8.62835904879725
2910,0.12007771016835182,-8.5082813386289
2920,-0.046546627422742924,-8.554827966051642
2930,0.2549591457552836,-8.299868820296359
2940,-0.05607099394623253,-8.355939814242591
2950,0.5795332939658421,-7.7764065202767485
2960,0.1825109935021781,-7.5938955267745705
2970,-0.24249981360475048,-7.836395340379321
2980,-0.1484295102842256,-7.984824850663546
2990,-0.1929790520129632,-8.17780390267651
3000,0.06412336391893945,-8.11368053875757
3010,-0.24643618290720481,-8.360116721664776
3020,-0.2566962527030851,-8.61681297436786
3030,0.043809790713795135,-8.573003183654066
3040,-0.805949871774606,-9.378953055428672
3050,-0.020917714461360416,-9.399870769890033
3060,-0.09422415153500598,-9.494094921425038
3070,0.6552131139744417,-8.838881807450596
3080,0.30044809658061733,-8.53843371086998
3090,-0.08684883078239798,-8.625282541652377
3100,0.24297082146835933,-8.382311720184017
3110,0.12365017685560396,-8.258661543328413
3120,0.21167475446399667,-8.046986788864416
3130,0.01937183944332375,-8.027614949421093
3140,-0.5010003970285929,-8.528615346449685
3150,0.6534159468752964,-7.875199399574389
3160,0.14146652902009904,-7.73373287055429
3170,-0.06937077830019285,-7.803103648854482
3180,0.15017524117205414,-7.652928407682428
3190,-0.22211919656468113,-7.87504760424711
3200,0.043064143533054045,-7.8319834607140555
3210,-0.16743472489143407,-7.99941818560549
3220,0.46592038650337053,-7.533497799102119
3230,0.3136511330724166,-7.219846666029703
3240,-0.17385874331516607,-7.393705409344869
3250,0.31050524149095843,-7.08320016785391
3260,-0.21958631134183582,-7.3027864791957455
3270,-0.26969541671653785,-7.572481895912284
3280,-0.05512985727955311,-7.627611753191837
3290,-0.44819534252324017,-8.075807095715078
3300,0.25691596911176345,-7.818891126603314
3310,-0.3037452663617094,-8.122636392965024
3320,-0.03598583507426224,-8.158622228039286
3330,0.5838899949922794,-7.574732233047007
3340,-0.2286645887236372,-7.803396821770644
3350,-0.40105711342833894,-8.204453935198982
3360,-0.08132718789181842,-8.2857811230908
3370,-0.1668054662443923,-8.452586589335192
3380,0.09355139917352812,-8.359035190161665
3390,-0.5092452916092431,-8.868280481770908
3400,-0.02998365327421526,-8.898264135045123
3410,0.22928415161253887,-8.668979983432584
3420,-0.1031606289794205,-8.772140612412004
3430,-0.5920059239317483,-9.364146536343753
3440,0.2747070263249031,-9.08943951001885
3450,0.009252894457975485,-9.080186615560875
3460,-0.4085465753507697,-9.488733190911644
3470,-0.31961427882394583,-9.80834746973559
3480,0.09917167171917893,-9.709175798016412
3490,0.058631750585287475,-9.650544047431124
3500,-0.4278261993686239,-10.078370246799748
3510,0.14094677564896857,-9.93742347115078
3520,0.17748479402354717,-9.759938677127233
3530,0.350906503202644,-9.409032173924588
3540,0.5375930556389807,-8.871439118285608
3550,0.04706152457824345,-8.824377593707364
3560,0.5923190836149335,-8.23205851009243
3570,0.24646102401259343,-7.985597486079837
3580,0.729031004678148,-7.2565664814016895
3590,-0.4605048428980849,-7.717071324299774
3600,0.00036096183190305597,-7.716710362467872
3610,0.5199028168898794,-7.196807545577992
3620,0.02100570923724332,-7.175801836340749
3630,0.20877195705728233,-6.9670298792834675
3640,-0.048860784448650614,-7.015890663732118
3650,-0.16552571811608158,-7.1814163818482
3660,-0.20207696936197073,-7.383493351210171
3670,-0.007659695545507625,-7.3911530467556785
3680,-0.27282263642472243,-7.663975683180401
3690,0.36310462592837883,-7.300871057252022
3700,-0.07993316473374394,-7.380804221985765
3710,-0.11618898464695931,-7.496993206632725
3720,0.22127325045536433,-7.275719956177361
3730,-0.061885303385511944,-7.3376052595628725
3740,0.14215364130046199,-7.19545161826241
3750,-0.11816850872937976,-7.31362012699179
3760,-0.3433422786860259,-7.656962405677816
3770,-0.22476716769729982,-7.881729573375115
3780,-0.4203555757869993,-8.302085149162115
3790,-0.1394524447386496,-8.441537593900765
3800,-0.014267630328113172,-8.455805224228879
3810,-0.16593665956587386,-8.621741883794753
3820,0.11626610289803119,-8.505475780896722
3830,-0.400868378984781,-8.906344159881503
3840,0.5509671375576686,-8.355377022323834
3850,0.9290777816741298,-7.426299240649705
3860,0.4328136553321338,-6.993485585317571
3870,-0.2502056213507187,-7.24369120666829
3880,0.4399031682155326,-6.803788038452757
3890,0.09777936271215862,-6.706008675740598
3900,0.04815112666046317,-6.657857549080135
3910,0.20007099997674216,-6.457786549103393
3920,-0.31979122208443866,-6.777577771187831
3930,-0.17673560365605592,-6.954313374843887
3940,0.22577079995247135,-6.728542574891415
3950,-0.16533595087663194,-6.893878525768048
3960,0.09475117476204993,-6.799127351005998
3970,0.3789555990527235,-6.420171751953275
3980,1.1132251992165134,-5.306946552736761
3990,0.6310993897146062,-4.675847163022155
4000,0.9301940373961386,-3.745653125626016
4010,-0.9172934481963276,-4.662946573822344
4020,0.8612386984604445,-3.8017078753619
4030,0.48957111818764804,-3.312136757174252
4040,-0.9277064434298753,-4.239843200604128
4050,-0.28441615292953004,-4.524259353533657
4060,-0.1298157027741465,-4.6540750563078035
4070,-0.45079576087437495,-5.104870817182179
4080,-0.3041067870044164,-5.408977604186595
4090,-0.4093769739103527,-5.8183545780969474
4100,-0.21994242128590585,-6.038296999382854
4110,0.07458313398453598,-5.963713865398318
4120,0.007010653972371797,-5.956703211425946
4130,0.23644806128273876,-5.720255150143207
4140,-0.3844936709548793,-6.104748821098086
4150,0.2812036246501612,-5.823545196447925
4160,-0.003271213312111905,-5.826816409760037
4170,-0.8279001962225387,-6.654716605982575
4180,0.7582496392108329,-5.896466966771742
4190,0.22748258406201377,-5.668984382709728
4200,0.02299334103847302,-5.645991041671255
4210,-0.07037253772303846,-5.716363579394294
4220,0.01637543863300982,-5.699988140761284
4230,-0.0023533611275647214,-5.702341501888848
4240,0.06054928713782229,-5.641792214751026
4250,-0.07732696225974738,-5.719119177010774
4260,0.13023135508346434,-5.58888782192731
4270,0.11464743588900321,-5.474240386038307
4280,-0.12528687986723014,-5.599527265905537
4290,0.13276747870360364,-5.466759787201934
4300,-0.063132808027877,-5.529892595229811
4310,-0.9910051264818932,-6.5208977217117035
4320,0.6394104080027322,-5.881487313708972
4330,0.06421117162325156,-5.81727614208572
4340,-0.45389882480228283,-6.271174966888003
4350,-0.752596699725764,-7.023771666613767
4360,-0.41465421141186276,-7.43842587802563
4370,0.049558969438601795,-7.388866908587028
4380,-0.5652831858519035,-7.954150094438932
4390,-0.02219788968758139,-7.976347984126513
4400,-0.5260707645879161,-8.50241874871443
4410,-0.6677916640359117,-9.170210412750341
4420,0.02489611083615958,-9.145314301914182
4430,-0.299898129073505,-9.445212430987686
4440,-0.2397247067036961,-9.684937137691382
4450,-0.10039238241100484,-9.785329520102387
4460,-0.19614483286490209,-9.98147435296729
4470,-0.4718731005590148,-10.453347453526304
4480,0.36429775202705106,-10.089049701499253
4490,0.17780806026765078,-9.911241641231602
4500,-0.0444604295343767,-9.955702070765978
4510,0.0757276224476586,-9.87997444831832
4520,-0.09366372353989914,-9.97363817185822
4530,-0.22414767458932447,-10.197785846447545
4540,-0.038230476891225405,-10.23601632333877
4550,-0.32697024073903813,-10.562986564077809
4560,-0.45376886356270796,-11.016755427640517
4570,0.13013573453146002,-10.886619693109056
4580,0.02512093213739753,-10.861498760971658
4590,0.9398836715141238,-9.921615089457534
4600,-0.20446968398006568,-10.126084773437599
4610,-0.3323245279059395,-10.458409301343538
4620,0.021953879283118753,-10.436455422060419
4630,-0.07659124960665767,-10.513046671667077
4640,0.06330942849954337,-10.449737243167533
4650,-0.1734962331943225,-10.623233476361856
4660,-0.02195542966634038,-10.645188906028196
4670,-0.6528625751202031,-11.298051481148399
4680,-0.03206461250059811,-11.330116093648996
4690,0.05428023114244304,-11.275835862506554
4700,0.176932984035516,-11.098902878471039
4710,-0.03598585391430915,-11.134888732385347
4720,-0.3322962493465022,-11.46718498173185
4730,-0.0042866219129056695,-11.471471603644755
4740,0.15250030765386832,-11.318971295990886
4750,-0.040872661135913604,-11.3598439571268
4760,-0.05029216373628795,-11.410136120863088
4770,0.03402300883016868,-11.37611311203292
4780,0.08248261536886675,-11.293630496664052
4790,0.13932533467816982,-11.154305161985883
4800,-0.1631514426410749,-11.317456604626958
4810,0.12726091076693724,-11.190195693860021
4820,0.038277489682152006,-11.15191820417787
4830,0.041827135435174925,-11.110091068742694
4840,0.33006582364173875,-10.780025245100955
4850,0.28337392349477025,-10.496651321606185
4860,0.3836631972534117,-10.112988124352773
4870,0.06982339741789378,-10.04316472693488
4880,0.26190913980023856,-9.781255587134641
4890,-0.08012386859907171,-9.861379455733713
4900,-0.2625132393398555,-10.123892695073568
4910,-0.10042861279398765,-10.224321307867555
4920,0.21143058582652438,-10.01289072204103
4930,0.4780624812621492,-9.53482824077888
4940,-0.4414253132477917,-9.976253554026671
4950,0.27142454009765216,-9.70482901392902
4960,0.37630171577857646,-9.328527298150444
4970,-0.15377283827804428,-9.482300136428488
4980,-0.19668525469186174,-9.67898539112035
4990,-0.012704115009334908,-9.691689506129684
5000,0.0660114626146252,-9.625678043515059
5010,-0.022464291464370564,-9.648142334979429
5020,0.4361060059800296,-9.2120363289994
5030,0.19347263324027855,-9.018563695759122
5040,-0.10155126445330022,-9.120114960212423
5050,0.3326491977161174,-8.787465762496305
5060,0.03897869354189176,-8.748487068954413
5070,-0.6114288110184921,-9.359915879972904
5080,-0.035379360826797546,-9.395295240799701
5090,-0.2000392908684475,-9.595334531668149
5100,-0.2614352003573557,-9.856769732025505
5110,-0.4834664479836185,-10.340236180009123
5120,0.03142533087737038,-10.308810849131753
5130,0.8045795442060849,-9.504231304925668
5140,-0.398335325062905,-9.902566629988574
5150,0.29213458619434435,-9.61043204379423
5160,-0.3858011110042978,-9.996233154798528
5170,-0.045149207128187846,-10.041382361926717
5180,-0.13035078269641212,-10.17173314462313
5190,0.21309647916518523,-9.958636665457943
5200,-0.42556599248686106,-10.384202657944805
5210,0.3544231091244832,-10.029779548820322
5220,-0.19789480623107572,-10.227674355051398
5230,0.299888178612064,-9.927786176439334
5240,-0.369373796986963,-10.297159973426297
5250,0.4156561100961712,-9.881503863330126
5260,0.8091600473412078,-9.072343815988917
5270,-0.08120809157632666,-9.153551907565245
5280,0.021573759103710326,-9.131978148461535
5290,-0.031799526409100595,-9.163777674870635
5300,0.14431459110075823,-9.019463083769876
5310,-0.014494797767282037,-9.033957881537159
5320,0.9904957704093232,-8.043462111127836
5330,-0.1153277030525853,-8.158789814180421
5340,0.21154017005466746,-7.947249644125754
5350,-0.1963783442091022,-8.143627988334856
5360,-0.26411833981841637,-8.407746328153273
5370,-0.10856773385540301,-8.516314062008677
5380,-0.4261551741624125,-8.942469236171089
5390,-0.1864621477553812,-9.12893138392647
5400,-0.34638389130531894,-9.47531527523179
5410,0.1704812556020529,-9.304834019629737
5420,0.14779260222023693,-9.1570414174095
5430,-0.29019114479413605,-9.447232562203636
5440,-0.1967664418779025,-9.64399900408154
5450,0.28008773410936144,-9.363911269972178
5460,0.3795110913177989,-8.98440017865438
5470,0.3439689869450729,-8.640431191709306
5480,0.6800852787724572,-7.960345912936848
5490,0.48610773491140724,-7.474238178025441
5500,-1.0133048554736244,-8.487543033499065
5510,-0.26960188202939633,-8.757144915528462
5520,-0.088176869232271,-8.845321784760733
5530,-0.20788099098292373,-9.053202775743657
5540,0.11769267802266711,-8.93551009772099
5550,-0.13100366834725105,-9.06651376606824
5560,0.06334424450496533,-9.003169521563276
5570,0.12938254932537718,-8.873786972237898
5580,0.30120971676232167,-8.572577255475576
5590,0.7402104035960467,-7.832366851879529
5600,-0.1452137015706952,-7.977580553450224
5610,-0.09906101890691854,-8.076641572357143
5620,-0.29100466657950713,-8.36764623893665
5630,0.3091810823776902,-8.05846515655896
5640,0.23011191502949668,-7.828353241529463
5650,0.13177342897708424,-7.696579812552379
5660,-0.17049715110832311,-7.867076963660702
5670,0.21117120011938342,-7.655905763541319
5680,0.2919856912475119,-7.363920072293807
5690,0.448653753660064,-6.915266318633742
5700,0.1016937984256112,-6.813572520208131
5710,0.4253970419675352,-6.388175478240596
5720,0.0978022789724469,-6.290373199268149
5730,-0.22010926554995883,-6.510482464818108
5740,-0.31381902833651887,-6.824301493154627
5750,-0.26795306170141553,-7.0922545548560425
5760,-0.35163801351250296,-7.443892568368545
5770,-0.18089678795033715,-7.624789356318882
5780,0.29295571727379655,-7.331833639045085
5790,0.022029799734126877,-7.309803839310958
5800,0.5621603295006465,-6.747643509810311
5810,-0.11274109623368765,-6.860384606043999
5820,-0.5906317335071518,-7.451016339551151
5830,-0.1525268380976596,-7.6035431776488105
5840,0.5029577113856494,-7.100585466263161
5850,0.1483277753095715,-6.95225769095359
5860,0.14905555750233926,-6.803202133451251
5870,0.392390299719954,-6.410811833731296
5880,-0.0905567394025024,-6.5013685731337985
5890,0.2184470167551889,-6.28292155637861
5900,0.007352492460349467,-6.27556906391826
5910,0.2634597319823218,-6.012109331935938
5920,0.07068179794914996,-5.941427533986788
5930,0.4504808365522745,-5.490946697434514
5940,-0.048045139929320184,-5.538991837363834
5950,0.2536003118859443,-5.285391525477889
5960,0.017034083842804953,-5.268357441635084
5970,-0.26044899036229746,-5.528806431997381
5980,0.12993040688943308,-5.398876025107948
5990,-0.15525427071755224,-5.554130295825501
6000,-0.20387644877058478,-5.758006744596085
6010,-0.294489680487959,-6.052496425084044
6020,0.0597440107637559,-5.992752414320289
6030,0.23411338131727996,-5.758639033003009
6040,-0.0006264778539501728,-5.759265510856959
6050,-0.35527369137797615,-6.114539202234935
6060,-0.21765019180706058,-6.332189394041996
6070,-0.21048563886702562,-6.542675032909021
6080,0.2887933775550162,-6.2538816553540055
6090,0.05653676405135235,-6.197344891302653
6100,-0.2742778241757566,-6.47162271547841
6110,0.345822849587507,-6.125799865890903
6120,0.2590436748470586,-5.866756191043844
6130,0.07063442462050346,-5.796121766423341
6140,-0.35259843137192703,-6.148720197795268
6150,1.021572473495711,-5.127147724299557
6160,0.317947077763823,-4.809200646535734
6170,0.217387655617143,-4.591812990918591
6180,-0.005897606359308112,-4.597710597277898
6190,0.319222560701933,-4.278488036575966
6200,0.18152292953369892,-4.096965107042267
6210,0.7001387765379798,-3.396826330504287
6220,-0.359226897959401,-3.756053228463688
6230,0.4828518422445769,-3.273201386219111
6240,0.1554378093756901,-3.117763576843421
6250,-0.5139367361550291,-3.63170031299845
6260,0.3409658315108068,-3.2907344814876436
6270,0.10080680229210874,-3.189927679195535
6280,0.27202701750404523,-2.9179006616914895
6290,0.15280941220073824,-2.765091249490751
6300,0.3952436751762197,-2.3698475743145315
6310,0.19526956446618077,-2.174578009848351
6320,0.31142201147888193,-1.863155998369469
6330,-0.048665957131130394,-1.9118219555005993
6340,-0.0048989793266361464,-1.9167209348272354
6350,0.048111507923818755,-1.8686094269034166
6360,-0.2316216598285528,-2.1002310867319696
6370,0.033662876449413105,-2.0665682102825564
6380,0.5352035284458593,-1.5313646818366973
6390,-0.16992728281742192,-1.7012919646541191
6400,-0.9674409557850706,-2.6687329204391896
6410,-0.3370865910840071,-3.005819511523197
6420,0.24115555142914907,-2.764663960094048
6430,0.1495524689101165,-2.6151114911839315
6440,0.2628860606944585,-2.352225430489473
6450,0.2696588055625183,-2.082566624926955
6460,-0.09835417575134955,-2.1809208006783045
