frame_no,com_x,com_y,com_z,dcom_x,dcom_y,dcom_z
10,-5.609681446991875,13.261688986431135,2.7209704730347872,0.0002977499882756973,-0.0008575316407313238,0.00019649913827235466
20,-5.608565177522173,13.261452159370311,2.7198023466640686,0.0014140194579770338,-0.00109435870155572,-0.0009716272324462594
30,-5.607046811545069,13.262001042034662,2.7177506271770793,0.0029323854350815637,-0.000545476037205006,-0.0030233467194356045
40,-5.606422957761763,13.261942721237004,2.714719649492568,0.00355623921838788,-0.0006037968348628908,-0.006054324403947042
50,-5.605674039356953,13.260618649344337,2.712381602569112,0.0043051576231976085,-0.0019278687275292583,-0.008392371327402781
60,-5.605839961198637,13.257317835777926,2.7107228891366186,0.0041392357815137615,-0.005228682293941134,-0.010051084759896245
70,-5.604438302860476,13.254853161610363,2.7080553928134865,0.005540894119674178,-0.007693356461503598,-0.012718581083028369
80,-5.599167923690109,13.25371525376422,2.7053543576396253,0.010811273290041612,-0.008831264307646691,-0.01541961625688959
90,-5.594924443636205,13.251678497860501,2.7025404242952153,0.01505475334394557,-0.010868020211365348,-0.018233549601299526
100,-5.592621065005818,13.251503684970597,2.6976625331415245,0.017358131974332558,-0.011042833101269522,-0.023111440754990387
110,-5.5898316012118565,13.251745163954137,2.6916435888232186,0.020147595768293947,-0.010801354117729645,-0.02913038507329624
120,-5.586109955102989,13.249333865792408,2.685202498950579,0.02386924187716133,-0.013212652279458226,-0.03557147494593593
130,-5.5826805121585314,13.246672196523912,2.6789135068865,0.027298684821619013,-0.01587432154795465,-0.04186046701001489
140,-5.581429058693637,13.246904731502655,2.670697650345513,0.02855013828651387,-0.015641786569212,-0.05007632355100178
150,-5.578779001664103,13.2476160486522,2.659073209257699,0.031200195316047896,-0.014930469419667247,-0.06170076463881591
160,-5.575554632377679,13.244698174914461,2.6459549469394723,0.0344245646024719,-0.017848343157405466,-0.07481902695704257
170,-5.573492701234286,13.238694295753794,2.6335066492051573,0.03648649574586482,-0.023852222318073046,-0.08726732469135756
180,-5.572528451922827,13.231614036686304,2.621638587234611,0.037450745057323154,-0.030932481385562483,-0.0991353866619038
190,-5.572579671735947,13.224843333910247,2.608301872787449,0.037399525244203424,-0.037703184161619774,-0.11247210110906591
200,-5.5740699222064825,13.217727056140331,2.5964825912050107,0.03590927477366801,-0.04481946193153519,-0.12429138269150419
210,-5.5747419804310825,13.21231593948237,2.585847745047189,0.03523721654906797,-0.0502305785894972,-0.1349262288493258
220,-5.574636556028941,13.207562938099095,2.575501674647254,0.035342640951209425,-0.054983579972772034,-0.14527229924926077
230,-5.576532723744728,13.20425951231077,2.5650713845460626,0.03344647323542205,-0.058287005761096466,-0.15570258935045223
240,-5.576913452142987,13.202412632768025,2.5544442463365598,0.03306574483716318,-0.06013388530384134,-0.16632972755995512
250,-5.57520782019733,13.20205669255366,2.5447531426892027,0.03477137678282016,-0.06048982551820714,-0.17602083120731216
260,-5.571130094608874,13.202501102362852,2.535662106093935,0.0388491023712767,-0.06004541570901445,-0.18511186780258004
270,-5.566334058149732,13.205196753279333,2.524932409086216,0.04364513883041887,-0.05734976479253362,-0.19584156481029869
280,-5.561114473498086,13.207759086691551,2.5168625776479345,0.0488647234820645,-0.05478743138031561,-0.20391139624858035
290,-5.556462320924257,13.211249083499375,2.5110717579682227,0.053516876055893725,-0.051297434572491696,-0.2097022159282922
300,-5.553446387932762,13.216231446442217,2.503533615281127,0.05653280904738889,-0.04631507162964965,-0.21724035861538793
310,-5.549238760072947,13.222304545957654,2.4956516261677293,0.060740436907203765,-0.0402419721142131,-0.2251223477287856
320,-5.5443713929131455,13.230429329118435,2.4892407411256023,0.06560780406700495,-0.03211718895343196,-0.23153323277091253
330,-5.540674889892947,13.240991074436522,2.4842702248464743,0.06930430708720348,-0.021555443635344673,-0.23650374905004057
340,-5.539007443050771,13.25022454817833,2.4821483250959324,0.07097175392937949,-0.012321969893536178,-0.23862564880058246
350,-5.538551557641076,13.256908696692655,2.47981926516275,0.07142763933907403,-0.005637821379211871,-0.2409547087337649
360,-5.536026670821388,13.262072583201915,2.477299078284466,0.07395252615876213,-0.00047393486995161993,-0.24347489561204894
370,-5.534277958168526,13.265817736502909,2.4757346797365885,0.07570123881162427,0.0032712184310419445,-0.24503929415992642
380,-5.532106618944402,13.271096873111127,2.472496055664317,0.07787257803574832,0.008550355039259827,-0.2482779182321977
390,-5.529437236543701,13.277359132889563,2.466910727231875,0.08054196043644968,0.014812614817696357,-0.2538632466646398
400,-5.5266398008893125,13.28176420221159,2.4614585339011996,0.08333939609083796,0.0192176841397238,-0.25931543999531526
410,-5.5237455458770315,13.286696991352489,2.456285707725174,0.08623365110311898,0.024150473280622364,-0.264488266171341
420,-5.520377842925095,13.292668780553415,2.4515637346805152,0.08960135405505554,0.030122262481548034,-0.2692102392159996
430,-5.517266073700653,13.297701362384828,2.4462462924107853,0.09271312327949754,0.03515484431296123,-0.2745276814857296
440,-5.514717072675946,13.303095998261087,2.440894627643494,0.09526212430420422,0.04054948018922033,-0.2798793462530207
450,-5.511649084471954,13.306884065871346,2.434401954301689,0.09833011250819634,0.04433754779947918,-0.28637201959482583
460,-5.507495716845862,13.312305349409888,2.4271982487942845,0.10248348013428821,0.04975883133802128,-0.2935757251022304
470,-5.502635444439106,13.31857726078864,2.4200740840965564,0.10734375254104478,0.05603074271677322,-0.30069988979995843
480,-5.4978922953566975,13.32406682751047,2.4124152014735967,0.11208690162345292,0.06152030943860254,-0.3083587724229182
