frame_no,translation
10,2.1847248543900801e-13
20,2.9411586259803105e-13
30,2.3730940441995325e-13
40,5.324460212038489e-13
50,6.161572546635818e-13
60,3.3779018166319673e-13
70,2.27904874284634e-13
80,5.418809660667726e-13
90,6.113102590040414e-13
100,4.214919046220252e-13
