frame_no,translation
10,-1.4877194512917985e-13
20,1.853943492158126e-13
30,1.737199747115759e-13
40,1.5710032012019675e-13
50,1.929745633736712e-13
60,2.459335809298367e-13
70,1.8608125186505208e-13
80,1.7449697646994267e-13
90,4.70786601803038e-13
100,7.113738662766385e-13
110,8.256233408565234e-13
120,1.0400669216943693e-12
130,9.464825370541128e-13
140,3.8283268164524974e-13
150,1.2281564327185698e-13
160,-3.3704146139955215e-13
170,-8.982917839042483e-13
180,-8.359421865907567e-13
190,-8.706709823126223e-13
200,-8.110846609607301e-13
210,-4.2604675557355097e-13
220,-3.2661017270593625e-13
230,2.907792722913071e-14
240,5.738900508717642e-14
250,-1.7719122788036712e-13
260,-4.2856324844940693e-13
270,-3.6770247304477965e-13
280,-4.2096256960801987e-13
290,-4.929593728261177e-13
300,-6.262371758689786e-13
310,-3.5835090394893313e-13
320,-6.44089666132112e-13
330,-6.754615837351272e-13
340,-3.823605114674211e-13
350,-3.4908585868378943e-13
360,-3.4099699088066484e-13
370,-7.469327405282192e-13
380,-6.851235817044356e-13
390,-7.560375970521419e-13
400,-7.078335207329274e-13
410,-7.836802779155514e-13
420,-9.844993135997089e-13
430,-9.742494374241162e-13
440,-8.573223067535673e-13
450,-9.704143097903362e-13
460,-1.0801694183913523e-12
470,-1.153489982910485e-12
480,-1.565231909837001e-12
490,-1.6973221032599189e-12
500,-1.4727519316020545e-12
510,-1.3715010730278154e-12
520,-1.4234723844396298e-12
530,-1.4035275025460013e-12
540,-1.570588195055775e-12
550,-1.461764615147047e-12
560,-1.5424663050167857e-12
570,-1.477515608338098e-12
580,-1.219249892482444e-12
590,-8.158378157636993e-13
600,-8.180286940752821e-13
610,-7.167805054217819e-13
620,-4.2895946767224245e-13
630,-5.50625135871276e-13
640,-1.939205099027433e-13
650,-3.428169135029256e-13
660,-5.385709702636654e-13
670,-4.3545382633680875e-13
680,-1.504189333286592e-13
690,-3.236957932238225e-13
700,-5.694432098846901e-13
710,-5.753695987189721e-13
720,-5.350789325777303e-13
730,-7.021573731404593e-13
740,-8.606695190614235e-13
750,-7.288508855706574e-13
760,-7.34452324224835e-13
770,-4.601595280276933e-13
780,-6.001477944134316e-14
790,5.099632673629712e-13
800,7.231962013712203e-13
810,9.420311943491006e-13
820,1.0999242708277485e-12
830,1.163077500049378e-12
840,9.181439865502798e-13
850,1.0225595567719394e-12
860,1.1475327821031724e-12
870,1.0335046335504467e-12
880,9.513657039513137e-13
890,8.849200369902953e-13
900,4.859223471215786e-13
910,-2.3604397368240402e-14
920,-1.260097378096585e-13
930,-1.3576749327288532e-13
940,-2.822431079773073e-13
950,-2.8574416881802196e-13
960,-1.46257477843663e-13
970,-1.1139201813452244e-13
980,-2.2962516010137543e-13
990,-5.0414267860286295e-14
1000,-8.151840705579835e-14
1010,1.0028923251556648e-13
1020,6.174473537615901e-13
1030,6.732048117174422e-13
1040,6.121777840587379e-13
1050,4.838391622924363e-13
1060,5.801082801646904e-13
1070,5.139891589868995e-13
1080,7.430256143924263e-13
1090,8.748367691968312e-13
1100,9.487145028074545e-13
1110,9.919558983599042e-13
1120,7.837773211402121e-13
1130,8.679922721480371e-13
1140,1.0626877306018368e-12
1150,1.279555411979003e-12
1160,1.3943314939501323e-12
1170,1.7077209963761026e-12
1180,1.6356251530345864e-12
1190,1.5325789583202113e-12
1200,1.5499160079847044e-12
1210,1.4755109801183216e-12
1220,1.591416599727025e-12
1230,1.5704504337030763e-12
1240,1.5101569653109311e-12
1250,1.4445079501414082e-12
1260,1.2127762253778104e-12
1270,1.192579941008691e-12
1280,1.27247234722744e-12
1290,1.1664155916468572e-12
1300,1.046505498553453e-12
1310,1.0376175277035156e-12
1320,1.2084485574652523e-12
1330,1.4043045634927167e-12
1340,1.420131631083479e-12
1350,1.1233739631139406e-12
1360,1.2032843280886443e-12
1370,1.1346358212260088e-12
1380,1.1296837584681406e-12
1390,1.3580194364805756e-12
1400,1.5171293585889417e-12
1410,1.6478690847898708e-12
1420,1.7124821418603655e-12
1430,1.5996498405586327e-12
1440,1.511776587568836e-12
1450,1.4923399169295106e-12
1460,1.5118765492207947e-12
1470,1.4967843946394974e-12
1480,1.4176834352190178e-12
1490,1.2940484765591335e-12
1500,1.2264183996236613e-12
1510,1.3537649954888737e-12
1520,1.306415212356746e-12
1530,1.0756080056477573e-12
1540,9.957959022025325e-13
1550,9.833455491064932e-13
1560,8.495521986284806e-13
1570,5.482592718637212e-13
1580,2.868406387501347e-13
1590,8.501090724981567e-14
1600,2.539349199687293e-13
1610,6.78921576950753e-13
1620,5.546279266578515e-13
1630,6.79963440984818e-13
1640,6.459682875652821e-13
1650,3.182051352724702e-13
1660,3.854771709194883e-13
1670,3.7471425085704964e-13
1680,1.473435911275611e-13
1690,1.9342444551498228e-13
1700,4.142538586838992e-13
1710,4.95414258015012e-13
1720,3.953436045848531e-13
1730,3.7501559668546364e-13
1740,3.0135120659414734e-13
1750,4.931409406351379e-13
1760,6.811597392993468e-13
1770,8.154332338931401e-13
1780,8.989632455915882e-13
1790,9.929079004430518e-13
1800,8.340667838374798e-13
1810,7.866941257128939e-13
1820,5.937307004319483e-13
1830,4.761890663642941e-13
1840,3.4222300242672567e-13
1850,4.556330281422634e-13
1860,1.797262733336916e-13
1870,2.5509710615810585e-13
1880,3.1473849131314875e-13
1890,1.9925618292272807e-13
1900,1.6583563347582444e-13
1910,1.4907444933853736e-13
1920,1.173819709277407e-13
1930,-7.746489479103346e-14
1940,-3.492177472220212e-14
1950,-5.676684770575269e-14
1960,-8.862950188351596e-14
1970,1.922649651070854e-13
1980,5.529219386724245e-13
1990,5.860489858787178e-13
2000,6.31446064905932e-13
2010,5.416883015518273e-13
2020,6.570069025846028e-13
2030,9.247578671850958e-13
2040,9.22985468201096e-13
2050,8.592634337049034e-13
2060,9.58935687620795e-13
2070,6.39514023900179e-13
2080,3.270980072070174e-13
2090,1.4536990523318824e-13
2100,-3.533478970859339e-14
2110,1.2902702237101262e-13
2120,-2.1033318118110737e-13
2130,-4.290675831200323e-13
2140,-2.7168966934182707e-13
2150,-3.933576518046425e-13
2160,-7.164445003609944e-13
2170,-1.2229447108803676e-12
2180,-1.4098452304979001e-12
2190,-1.3591835740791134e-12
2200,-1.5635044169210333e-12
2210,-1.5894602434896783e-12
2220,-1.6129937872332982e-12
2230,-1.690284787576725e-12
2240,-1.5481939811442818e-12
2250,-1.721702513830817e-12
2260,-1.747423201832985e-12
2270,-1.633557158892597e-12
2280,-1.7569711135938817e-12
2290,-1.942676492548311e-12
2300,-1.897761661314204e-12
2310,-2.0398075939936043e-12
2320,-2.1612295674035406e-12
2330,-1.9609557724862096e-12
2340,-1.7855999109613899e-12
2350,-1.7090796456966997e-12
2360,-1.3766868712550855e-12
2370,-1.183395944623021e-12
2380,-1.055938200216303e-12
2390,-9.110318211822873e-13
2400,-7.58611332390975e-13
2410,-9.346453017604394e-13
2420,-9.119783166428922e-13
2430,-7.620568677174016e-13
2440,-4.29179208657194e-13
2450,-4.514708992286964e-13
2460,-5.918739040487311e-13
2470,-4.0026424770724e-13
2480,7.021833072354937e-14
2490,3.2828005883674263e-13
2500,3.759718241816696e-13
2510,4.4227812426399433e-13
2520,3.632315970731643e-13
2530,3.9328096488345284e-13
2540,5.231876810990126e-13
2550,9.417340375499812e-13
2560,1.0068928289812536e-12
2570,8.33528229452851e-13
2580,9.555616605884544e-13
2590,1.0081349387277352e-12
2600,8.398601773630242e-13
2610,1.024654979885394e-12
2620,1.0385147837358358e-12
2630,7.560273286994805e-13
2640,6.300218490932456e-13
2650,5.310337657530848e-13
2660,8.721779197117729e-13
2670,1.1506408107495728e-12
2680,1.2090685561554734e-12
2690,9.815925922140067e-13
2700,7.224181464313342e-13
2710,5.621815335952748e-13
2720,3.4436939633481514e-13
2730,1.1623728390255983e-13
2740,7.336644654650437e-14
2750,2.8105124208762886e-13
2760,-5.382009610481389e-15
2770,-1.0641933442460033e-13
2780,-2.213487811378706e-13
2790,-3.7804658163157834e-13
2800,-1.931751322129361e-14
2810,2.326328867657697e-13
2820,3.1457533841703143e-13
2830,4.908211539902586e-13
2840,4.146937304550426e-13
2850,2.768229287785948e-13
2860,4.4468703423744687e-14
2870,-9.528180412777121e-15
2880,-2.8186749255750298e-14
2890,-1.6636720477553847e-13
2900,-1.5523611759968248e-13
2910,-4.249328601103166e-13
2920,-5.558401634218317e-13
2930,-5.614361476918434e-13
2940,-6.540849756055961e-13
2950,-1.02794972112871e-12
2960,-1.1401243741056462e-12
2970,-1.224113204195001e-12
2980,-1.2088969530685819e-12
2990,-1.099967672748973e-12
3000,-1.0020006647788938e-12
3010,-1.2048484245199024e-12
3020,-1.463218764917071e-12
3030,-1.1472769336621705e-12
3040,-1.09210476151146e-12
3050,-1.0368307166155533e-12
3060,-9.594306440186318e-13
3070,-7.84216556509349e-13
3080,-7.060998733183983e-13
3090,-7.173132710314398e-13
3100,-2.1353545295909356e-13
3110,1.4044062665731796e-13
3120,5.124146668983462e-13
3130,7.36210479487021e-13
3140,1.0422087680940282e-12
3150,1.1558527454960627e-12
