frame_no,relative_translation,net_relative_translation
10990,-6.13080896997429e-13,-4.063908504197462e-12
11000,6.155529500654582e-14,-4.002353209190916e-12
11010,-6.672490775808452e-13,-4.669602286771761e-12
11020,-2.0672929730333432e-12,-6.7368952598051035e-12
11030,-1.8823721791290177e-12,-8.61926743893412e-12
11040,-1.734237181147814e-12,-1.0353504620081934e-11
11050,-2.0440539969249915e-13,-1.0557910019774433e-11
11060,-1.049254461010661e-12,-1.1607164480785094e-11
11070,-7.147888913140184e-13,-1.2321953372099113e-11
11080,1.201043013898159e-12,-1.1120910358200954e-11
11090,7.881250936934731e-13,-1.0332785264507481e-11
11100,1.382670422059961e-12,-8.95011484244752e-12
11110,1.3077151082401748e-12,-7.642399734207345e-12
11120,2.7184486211541666e-13,-7.370554872091928e-12
11130,-1.17376074704402e-12,-8.544315619135948e-12
11140,1.2004660013767728e-12,-7.343849617759175e-12
11150,-1.322963135656985e-12,-8.66681275341616e-12
11160,-5.513632529084558e-13,-9.218176006324615e-12
11170,9.94067572701995e-13,-8.22410843362262e-12
11180,-9.806868981013583e-13,-9.20479533172398e-12
11190,1.1468795193925456e-12,-8.057915812331434e-12
11200,1.3144199861482887e-12,-6.743495826183145e-12
11210,-9.899753643006859e-13,-7.73347119048383e-12
11220,9.442640877208649e-13,-6.789207102762966e-12
11230,4.891439141435732e-13,-6.300063188619393e-12
11240,1.1029110064661383e-12,-5.197152182153255e-12
11250,2.2376723691613407e-14,-5.174775458461641e-12
11260,5.758267032587004e-13,-4.598948755202941e-12
11270,-1.375610760837905e-12,-5.974559516040846e-12
11280,5.312888646825213e-13,-5.443270651358325e-12
11290,-7.181856010297944e-13,-6.161456252388119e-12
11300,1.9171827927029076e-13,-5.9697379731178285e-12
11310,1.4455570613683063e-13,-5.825182266980998e-12
11320,1.0367807840114457e-12,-4.788401482969552e-12
11330,4.493551318703477e-13,-4.339046351099204e-12
11340,8.541597837102055e-14,-4.253630372728184e-12
11350,1.647135347032928e-13,-4.0889168380248914e-12
11360,-5.445443976434478e-13,-4.633461235668339e-12
11370,-1.1498441976911138e-12,-5.783305433359453e-12
11380,-2.108952694427638e-13,-5.9942007028022165e-12
11390,8.200447829767568e-13,-5.174155919825459e-12
11400,1.1718809412610963e-12,-4.002274978564363e-12
11410,8.367657522479304e-13,-3.1655092263164324e-12
11420,8.842800352575072e-13,-2.281229191058925e-12
11430,6.298009039385386e-14,-2.2182491006650714e-12
11440,1.3374724988737885e-12,-8.807766017912829e-13
11450,-1.535350810403076e-12,-2.416127412194359e-12
11460,-1.0190035029469289e-12,-3.4351309151412877e-12
11470,1.9095666587407214e-12,-1.5255642564005663e-12
11480,-2.12628248712888e-12,-3.6518467435294465e-12
11490,-1.389802721565852e-12,-5.041649465095298e-12
11500,-1.5720755924670865e-12,-6.613725057562384e-12
11510,-1.6077814310469292e-12,-8.221506488609313e-12
11520,-1.4542952268827493e-12,-9.675801715492063e-12
11530,-4.728151386311142e-13,-1.0148616854123177e-11
11540,4.3227964122422364e-13,-9.716337212898953e-12
11550,-4.991379530586541e-13,-1.0215475165957607e-11
11560,2.5112067043218777e-13,-9.964354495525418e-12
11570,5.388522029898905e-15,-9.958965973495519e-12
11580,-3.5868007541135896e-13,-1.0317646048906877e-11
11590,-1.0775724582834715e-12,-1.1395218507190348e-11
11600,-1.1251140768858764e-13,-1.1507729914878936e-11
11610,6.789216923779968e-13,-1.082880822250094e-11
11620,7.249485700046858e-13,-1.0103859652496253e-11
11630,8.221341405120278e-13,-9.281725511984225e-12
11640,-2.2801170319757574e-13,-9.509737215181801e-12
11650,2.2118131878934094e-13,-9.288555896392461e-12
11660,4.5840246500267e-13,-8.830153431389792e-12
11670,1.0039031129839964e-12,-7.826250318405795e-12
11680,8.588012380665909e-13,-6.967449080339204e-12
11690,4.873359369678901e-13,-6.480113143371314e-12
11700,1.015964377931939e-12,-5.464148765439375e-12
11710,8.52981286209232e-14,-5.378850636818452e-12
11720,1.4962067196976746e-12,-3.8826439171207775e-12
11730,1.2167672312305547e-12,-2.665876685890223e-12
11740,1.861990629676087e-12,-8.038860562141361e-13
11750,1.7044833155157278e-12,9.005972593015917e-13
11760,1.8125769956984894e-12,2.7131742550000813e-12
11770,1.2590473937219981e-12,3.9722216487220794e-12
11780,2.3584282147909687e-12,6.330649863513048e-12
11790,-2.2039411815348996e-12,4.1267086819781485e-12
11800,2.2066259356002795e-12,6.333334617578428e-12
11810,2.0454754053012665e-12,8.378810022879695e-12
11820,-1.7923368465145382e-12,6.586473176365157e-12
11830,-2.352774787079445e-12,4.233698389285712e-12
11840,2.6023437448925454e-13,4.493932763774967e-12
11850,-1.9723145517346994e-12,2.5216182120402674e-12
11860,-1.2107656952515297e-12,1.3108525167887377e-12
11870,1.85185665865818e-12,3.1627091754469177e-12
11880,1.65105090595575e-12,4.813760081402668e-12
11890,4.3187970657853803e-13,5.245639787981206e-12
11900,-2.7253592888792264e-13,4.973103859093283e-12
11910,3.0800527846103346e-13,5.281109137554316e-12
11920,-6.844619501217873e-13,4.596647187432529e-12
11930,-4.1915820385779854e-13,4.17748898357473e-12
11940,4.247318748736451e-13,4.602220858448375e-12
11950,-7.215431691747922e-14,4.530066541530896e-12
11960,-8.575389373851598e-13,3.672527604145736e-12
11970,-1.1972699778706905e-12,2.4752576262750455e-12
11980,-6.766171558309623e-13,1.7986404704440832e-12
11990,-3.6671355783558476e-13,1.4319269126084986e-12
12000,-1.2519576494548384e-13,1.3067311476630147e-12
12010,-4.0641100646440483e-13,9.003201411986099e-13
12020,2.1911962688970932e-13,1.1194397680883193e-12
12030,4.0242202518184097e-13,1.5218617932701603e-12
12040,2.476076907894673e-13,1.7694694840596276e-12
12050,2.1422518868638e-13,1.9836946727460074e-12
12060,3.5728714485698915e-13,2.3409818176029966e-12
12070,-3.304133208760532e-13,2.010568496726943e-12
12080,6.877741919915991e-13,2.6983426887185424e-12
12090,1.6318205045987803e-13,2.8615247391784206e-12
12100,7.114167420177832e-13,3.5729414811962035e-12
12110,1.1849202642147296e-12,4.757861745410933e-12
12120,7.084630059478924e-13,5.466324751358825e-12
12130,1.0365685194629021e-12,6.502893270821727e-12
12140,1.3266320388106608e-12,7.829525309632388e-12
12150,1.8615685220951914e-12,9.69109383172758e-12
12160,3.8660431075254274e-13,1.0077698142480122e-11
12170,1.8714749877416526e-12,1.1949173130221775e-11
12180,1.9346166736838407e-12,1.3883789803905616e-11
12190,1.7194631918401182e-12,1.5603252995745733e-11
12200,-1.11620405421412e-12,1.4487048941531613e-11
12210,-4.514295292618754e-13,1.4035619412269738e-11
12220,-2.2466649910453416e-13,1.3810952913165204e-11
12230,1.2518242498167709e-12,1.5062777162981976e-11
12240,1.7413821562875025e-12,1.680415931926948e-11
12250,6.263907686264997e-13,1.7430550087895978e-11
12260,5.044454939138673e-13,1.7934995581809844e-11
12270,-7.328307870107309e-13,1.7202164794799113e-11
12280,-8.72382839125783e-13,1.632978195567333e-11
12290,-1.26448993695488e-12,1.506529201871845e-11
12300,-5.635128401043095e-13,1.450177917861414e-11
12310,-1.3705411295747425e-12,1.3131238049039398e-11
12320,-1.386046847460834e-12,1.1745191201578564e-11
12330,-1.1365401902219966e-12,1.0608651011356567e-11
12340,-1.015132453938408e-12,9.593518557418159e-12
12350,-1.0769252370626378e-12,8.51659332035552e-12
12360,-8.109623665646637e-13,7.705630953790857e-12
12370,-1.1948980828841553e-12,6.510732870906702e-12
12380,-1.2678296454190084e-12,5.242903225487693e-12
12390,-8.751349734212006e-13,4.367768252066493e-12
12400,1.0275379809808369e-13,4.470522050164577e-12
12410,5.541180002600583e-13,5.024640050424635e-12
12420,-3.5114071191967405e-13,4.673499338504961e-12
12430,-1.4213684840022223e-14,4.659285653664939e-12
12440,-1.7538912253538055e-13,4.4838965311295585e-12
12450,5.512050879099345e-13,5.035101619039493e-12
12460,-2.539298659389927e-13,4.7811717531005004e-12
12470,-5.212150674818286e-14,4.729050246352317e-12
12480,-4.177670092995132e-13,4.311283237052804e-12
12490,-1.2572171504271195e-13,4.1855615220100925e-12
12500,3.9210114322777546e-13,4.577662665237868e-12
12510,4.640940170192647e-13,5.041756682257133e-12
12520,-3.286328982366502e-13,4.713123784020483e-12
12530,-3.0182337188708575e-13,4.411300412133397e-12
12540,-9.715098203248106e-14,4.314149430100916e-12
12550,-7.498277726758079e-13,3.564321657425108e-12
12560,-2.4039791702454605e-13,3.323923740400562e-12
12570,1.296099191194816e-12,4.620022931595378e-12
12580,7.814873047523031e-13,5.401510236347681e-12
12590,4.729964496508394e-13,5.874506685998521e-12
12600,2.0829752051632112e-14,5.895336438050153e-12
12610,-1.3635044192876193e-13,5.758985996121391e-12
12620,-6.653126239733891e-13,5.093673372148002e-12
12630,-2.8588641481507765e-14,5.0650847306664945e-12
12640,3.178909792378819e-13,5.382975709904377e-12
12650,1.2903582964430333e-13,5.51201153954868e-12
12660,5.419881544786909e-13,6.05399969402737e-12
12670,-1.3208669793038523e-13,5.921912996096985e-12
12680,-7.253102170142542e-13,5.196602779082731e-12
12690,-8.976700124155488e-13,4.298932766667182e-12
12700,-7.349415004867199e-13,3.563991266180462e-12
12710,-1.1468140047864593e-12,2.417177261394003e-12
12720,-1.1348049952095935e-12,1.2823722661844095e-12
12730,-6.072780803752493e-13,6.750941858091601e-13
12740,-2.001423835102561e-12,-1.326329649293401e-12
12750,-2.318858783235689e-12,-3.6451884325290905e-12
12760,-1.8510674760519696e-12,-5.49625590858106e-12
12770,-1.8242700055994257e-12,-7.320525914180487e-12
12780,-1.9874712266053646e-12,-9.307997140785851e-12
12790,-1.822724914182781e-12,-1.1130722054968633e-11
12800,-1.0022433277132088e-12,-1.2132965382681842e-11
12810,-2.7150835807245634e-12,-1.4848048963406406e-11
12820,-1.0604230820493968e-12,-1.5908472045455804e-11
12830,-1.6731557212342884e-12,-1.758162776669009e-11
12840,-5.79225149719893e-13,-1.8160852916409984e-11
12850,-1.5820998471369532e-12,-1.974295276354694e-11
12860,-1.5987269877617743e-12,-2.1341679751308712e-11
12870,-2.0053179220219283e-12,-2.334699767333064e-11
12880,4.3480800442249686e-13,-2.2912189668908144e-11
12890,4.635729782425814e-13,-2.244861669066556e-11
12900,-1.5094163183905354e-12,-2.3958033009056095e-11
12910,-1.9668456100802686e-12,-2.5924878619136363e-11
12920,-1.4338178204876011e-12,-2.7358696439623964e-11
12930,-4.856590085729736e-13,-2.7844355448196937e-11
12940,1.5608637849625326e-12,-2.6283491663234405e-11
12950,5.316151423059472e-13,-2.5751876520928457e-11
12960,2.026677111327547e-12,-2.372519940960091e-11
12970,3.6154790887931824e-13,-2.336365150072159e-11
12980,1.5150505649989631e-12,-2.1848600935722626e-11
12990,5.930677485873976e-15,-2.1842670258236752e-11
13000,2.027083371739077e-12,-1.9815586886497677e-11
13010,1.9130101393369624e-12,-1.7902576747160716e-11
13020,1.620311884262353e-12,-1.6282264862898364e-11
13030,-5.178240190702368e-13,-1.6800088881968602e-11
13040,7.226872394680855e-13,-1.6077401642500518e-11
13050,2.0014798472313316e-12,-1.4075921795269186e-11
13060,1.6290998554494177e-12,-1.2446821939819767e-11
13070,1.6135475302228153e-12,-1.0833274409596952e-11
13080,1.06089108440385e-12,-9.772383325193102e-12
13090,1.1409168500315302e-12,-8.631466475161573e-12
13100,8.989326965491537e-13,-7.732533778612419e-12
13110,1.4556653691543438e-12,-6.276868409458075e-12
13120,1.1123146254858886e-12,-5.1645537839721866e-12
13130,6.951775394308711e-13,-4.469376244541315e-12
13140,-1.3019461727856152e-13,-4.599570861819876e-12
13150,1.8665420939228825e-13,-4.412916652427588e-12
13160,1.2591282813529514e-12,-3.1537883710746365e-12
13170,1.8366064471908052e-13,-2.970127726355556e-12
13180,1.00323244364392e-12,-1.9668952827116357e-12
13190,6.614489267217106e-13,-1.3054463559899252e-12
13200,1.3617123959543194e-12,5.6266039964394255e-14
13210,1.353203177031248e-12,1.4094692169956422e-12
13220,1.7610453700449884e-12,3.1705145870406306e-12
13230,1.0744786486628043e-12,4.244993235703435e-12
13240,1.3709687193480001e-12,5.6159619550514354e-12
13250,-5.692814823826376e-13,5.046680472668798e-12
13260,4.522669046832909e-13,5.498947377352089e-12
13270,2.5701654256887704e-13,5.755963919920966e-12
13280,7.849107254441933e-13,6.540874645365159e-12
13290,6.117987900505738e-13,7.152673435415733e-12
13300,-4.147160335176981e-14,7.1112018320639626e-12
13310,9.873764432126116e-13,8.098578275276575e-12
13320,6.60190361782362e-13,8.758768637058936e-12
13330,2.384797165658947e-13,8.99724835362483e-12
13340,2.3413159063270867e-13,9.23137994425754e-12
13350,1.5906706065107742e-13,9.390447004908616e-12
13360,8.437381392796833e-13,1.0234185144188299e-11
13370,8.699979349571472e-13,1.1104183079145446e-11
13380,6.563709707755373e-13,1.1760554049920983e-11
13390,7.99522131883691e-13,1.2560076181804675e-11
13400,-1.3170828164707433e-12,1.124299336533393e-11
13410,1.1287209155519768e-12,1.2371714280885907e-11
13420,9.719159282333828e-13,1.334363020911929e-11
13430,1.892804909883529e-12,1.5236435119002818e-11
13440,9.164672637218105e-13,1.615290238272463e-11
13450,1.0312869659325209e-12,1.718418934865715e-11
13460,7.14324159219356e-13,1.7898513507876503e-11
13470,3.85852260603733e-13,1.8284365768480238e-11
13480,1.14917317339994e-12,1.943353894188018e-11
13490,1.7656014509606327e-12,2.1199140392840813e-11
13500,-1.2405905782536439e-12,1.995854981458717e-11
13510,-1.2793271020135126e-12,1.8679222712573657e-11
13520,6.913223513881891e-13,1.9370545063961846e-11
13530,1.041977618589455e-12,2.04125226825513e-11
13540,9.634422051904905e-13,2.137596488774179e-11
13550,3.8317397504649063e-13,2.175913886278828e-11
13560,-5.566063253688184e-13,2.120253253741946e-11
13570,2.1245505393669173e-13,2.141498759135615e-11
13580,2.2512366915146346e-13,2.1640111260507614e-11
13590,1.8296678706503572e-13,2.182307804757265e-11
13600,-2.2702849388993255e-13,2.159604955368272e-11
13610,6.596463418879064e-13,2.2255695895570625e-11
13620,5.895962832283817e-13,2.2845292178799006e-11
13630,3.036905780597299e-13,2.3148982756858734e-11
13640,1.0519397755069177e-13,2.3254176734409425e-11
13650,-3.378714394093225e-13,2.2916305295000103e-11
13660,2.0310979444371026e-13,2.3119415089443813e-11
13670,-2.363585419263653e-13,2.2883056547517448e-11
13680,-1.1739523584743378e-13,2.2765661311670015e-11
13690,-2.958475854089143e-13,2.24698137262611e-11
13700,8.696698105117877e-13,2.333948353677289e-11
13710,6.731846972094424e-13,2.401266823398233e-11
13720,4.854389714898194e-13,2.4498107205472148e-11
13730,-1.7431464465493957e-13,2.432379256081721e-11
13740,-3.611053750403929e-13,2.3962687185776818e-11
13750,7.153660306027022e-13,2.467805321637952e-11
13760,1.230180052075028e-12,2.590823326845455e-11
13770,-6.115132721991392e-13,2.529671999625541e-11
13780,4.908710248826302e-13,2.5787591021138043e-11
13790,2.820780361444297e-13,2.6069669057282474e-11
13800,-8.075517082793292e-14,2.598891388645454e-11
13810,3.9215607321752703e-13,2.6381069959672067e-11
13820,-1.4811548666520553e-13,2.6232954473006863e-11
13830,3.293699662462631e-14,2.626589146963149e-11
13840,-1.1426428850274163e-16,2.6265777205342988e-11
13850,-8.162120032852723e-13,2.5449565202057716e-11
13860,2.6651058960922037e-14,2.5476216261018638e-11
13870,4.650494401428837e-13,2.594126570116152e-11
13880,1.9951602781575226e-13,2.6140781728977273e-11
13890,8.704110577344359e-13,2.7011192786711708e-11
13900,2.0176706340771135e-13,2.721295985011942e-11
13910,6.091502002483523e-13,2.7822110050367774e-11
13920,4.5354928205625685e-13,2.8275659332424032e-11
13930,4.0489057705128254e-13,2.8680549909475314e-11
13940,-5.419396426106108e-13,2.8138610266864704e-11
13950,-3.9270826818393503e-13,2.7745901998680767e-11
13960,-7.984342611999474e-13,2.694746773748082e-11
13970,-5.38595380285294e-13,2.6408872357195527e-11
13980,-3.5203724784237163e-13,2.6056835109353154e-11
13990,-3.2873815310182876e-13,2.5728096956251327e-11
14000,2.8476905663295087e-13,2.6012866012884278e-11
14010,-7.579255328604317e-13,2.5254940480023846e-11
14020,-9.905156050057633e-14,2.515588891952327e-11
14030,-6.0680703365139005e-15,2.5149820849186755e-11
14040,-1.3554710178402684e-13,2.501427374740273e-11
14050,-7.374621013007504e-13,2.427681164610198e-11
14060,1.0272202549168135e-12,2.5304031901018796e-11
14070,4.4417251379166454e-13,2.574820441481046e-11
14080,7.596265773897982e-13,2.6507830992200258e-11
14090,7.61175454526281e-13,2.726900644672654e-11
14100,9.373533988440452e-13,2.8206359845570586e-11
14110,4.110556474461695e-13,2.8617415493016755e-11
14120,1.1389632987213029e-12,2.9756378791738055e-11
14130,1.5588551082587256e-12,3.131523389999678e-11
14140,2.0233404367871448e-12,3.3338574336783926e-11
14150,-1.6924188723426168e-12,3.164615546444131e-11
14160,-1.2436982236893406e-12,3.0402457240751973e-11
14170,1.4316703342577399e-12,3.183412757500971e-11
14180,2.0977955480884753e-12,3.3931923123098186e-11
14190,1.6668983595934888e-12,3.559882148269167e-11
14200,1.5741078291175803e-12,3.717292931180925e-11
14210,2.8600938904132235e-12,4.0033023202222476e-11
14220,2.8417788775831285e-12,4.2874802079805606e-11
14230,2.377501694690435e-12,4.525230377449604e-11
14240,1.4673220557124447e-12,4.6719625830208486e-11
14250,8.975622186508392e-13,4.761718804885933e-11
14260,2.4626107611762515e-12,5.007979881003558e-11
14270,2.080640963117894e-12,5.216043977315347e-11
14280,7.822613919282331e-13,5.2942701165081703e-11
14290,7.683378196125387e-13,5.3711038984694244e-11
14300,1.1982164077055247e-12,5.490925539239977e-11
14310,8.816340151596272e-13,5.57908894075594e-11
14320,5.540440813576645e-13,5.6344933488917063e-11
14330,4.4356544893511764e-13,5.678849893785218e-11
14340,7.099855524602129e-13,5.749848449031239e-11
14350,7.876695183453338e-13,5.828615400865773e-11
14360,2.831665475271344e-14,5.831447066341044e-11
14370,1.1934036215594992e-13,5.843381102556639e-11
14380,-1.0156262817469925e-13,5.833224839739169e-11
14390,1.0362063838474471e-12,5.936845478123914e-11
14400,6.34850146831085e-13,6.000330492807022e-11
14410,7.969818732691871e-13,6.080028680133941e-11
14420,1.3435408974096713e-12,6.214382769874908e-11
14430,1.1399220636177119e-12,6.32837497623668e-11
14440,8.534185560818262e-13,6.413716831844863e-11
14450,-2.358234825430907e-13,6.390134483590554e-11
14460,-5.315568312410563e-13,6.336978800466449e-11
14470,8.440668882710697e-13,6.421385489293556e-11
14480,4.2950851130100847e-13,6.464336340423657e-11
14490,9.06678464823428e-13,6.555004186905999e-11
14500,1.4731426667347222e-13,6.569735613573346e-11
14510,7.924057574015522e-13,6.648976189313501e-11
14520,9.837253322171573e-13,6.747348722535217e-11
14530,-9.675853100306563e-13,6.65059019153215e-11
14540,-1.4024353650659734e-12,6.510346655025553e-11
14550,-1.702263470259888e-12,6.340120307999564e-11
14560,-1.4031781986121338e-12,6.199802488138351e-11
14570,-1.4720029895186768e-12,6.052602189186484e-11
14580,-1.8544462328133306e-12,5.86715756590515e-11
14590,-1.6575253560970942e-12,5.7014050302954406e-11
14600,-2.0912421066467616e-12,5.492280819630764e-11
14610,-2.4782969873396642e-12,5.244451120896798e-11
14620,-1.3604387626513564e-12,5.108407244631662e-11
14630,-4.248397612101142e-13,5.0659232685106506e-11
14640,-1.830367685550311e-12,4.8828864999556197e-11
14650,-1.7307233618272486e-12,4.7098141637728946e-11
14660,-2.605507789717363e-12,4.449263384801158e-11
14670,-2.455035381381095e-12,4.2037598466630485e-11
14680,-2.6980392142166765e-12,3.933955925241381e-11
14690,-2.7151098175654364e-12,3.662444943484837e-11
14700,-2.2605235550196504e-12,3.436392587982872e-11
14710,-1.5831321103121813e-12,3.278079376951654e-11
14720,-2.254588258346955e-12,3.052620551116959e-11
14730,-2.568092528378814e-12,2.7958112982790775e-11
14740,-2.2542107595459227e-12,2.570390222324485e-11
14750,-1.8468399415851468e-12,2.3857062281659702e-11
14760,-1.4658885832963008e-12,2.2391173698363402e-11
14770,-1.713047540949295e-12,2.0678126157414106e-11
14780,-4.871947991478673e-13,2.019093135826624e-11
14790,-8.564480309183092e-13,1.9334483327347928e-11
14800,-3.366296674734439e-13,1.8997853659874484e-11
14810,-4.0225873796359255e-13,1.8595594921910892e-11
14820,-3.929526253003469e-13,1.8202642296610546e-11
14830,-7.107882303570744e-13,1.749185406625347e-11
14840,-6.092926940777671e-13,1.6882561372175702e-11
14850,-4.971706910999419e-13,1.638539068107576e-11
14860,1.4101774687727813e-13,1.6526408427953038e-11
14870,2.0184813891775084e-13,1.6728256566870788e-11
14880,4.697128095615626e-13,1.719796937643235e-11
14890,-4.809499662461489e-13,1.6717019410186202e-11
14900,-6.214014397025871e-14,1.6654879266215945e-11
14910,-2.449523848168097e-13,1.6409926881399136e-11
14920,-4.2729461594425024e-13,1.5982632265454886e-11
14930,-3.3050418282878143e-13,1.5652128082626105e-11
14940,-3.1882831209860455e-13,1.5333299770527502e-11
14950,-8.550525151500004e-13,1.4478247255377502e-11
14960,1.6837856611184034e-13,1.464662582148934e-11
14970,-5.20961693989784e-13,1.4125664127499557e-11
14980,4.4136863487736807e-13,1.4567032762376925e-11
14990,-1.3200590353117934e-12,1.3246973727065132e-11
15000,-1.0358507385537529e-12,1.221112298851138e-11
15010,-1.228046880241561e-12,1.098307610826982e-11
15020,-1.8236573154891262e-13,1.0800710376720907e-11
15030,5.053997361912091e-13,1.1306110112912116e-11
15040,1.2467616375921914e-13,1.1430786276671335e-11
15050,-1.044612490390372e-12,1.0386173786280963e-11
15060,-9.428974146387287e-13,9.443276371642234e-12
15070,1.3863175314503842e-14,9.457139546956738e-12
15080,-1.4780436743376885e-13,9.30933517952297e-12
15090,-1.0602725757802768e-12,8.249062603742692e-12
15100,1.082515272560218e-12,9.33157787630291e-12
15110,1.2232404218596635e-12,1.0554818298162574e-11
15120,1.0804113773307735e-12,1.1635229675493348e-11
15130,2.1722050189555767e-13,1.1852450177388905e-11
15140,7.117997705533702e-13,1.2564249947942276e-11
15150,4.853851181084908e-13,1.3049635066050767e-11
15160,9.62716702210328e-13,1.4012351768261095e-11
15170,8.1316026576865e-13,1.4825512034029745e-11
15180,7.435950658305708e-13,1.5569107099860316e-11
15190,1.0204255738494683e-12,1.6589532673709783e-11
15200,1.1680602637565157e-12,1.7757592937466298e-11
15210,1.2516745336506807e-12,1.9009267471116977e-11
15220,1.0413466880452218e-12,2.00506141591622e-11
15230,8.399035626095012e-13,2.08905177217717e-11
15240,1.2932504694720584e-12,2.218376819124376e-11
15250,1.3619281944421052e-12,2.3545696385685865e-11
15260,1.3242407019806371e-12,2.48699370876665e-11
15270,1.141346198356821e-12,2.6011283286023323e-11
15280,1.8110757011071386e-12,2.782235898713046e-11
15290,2.0235567887245093e-12,2.984591577585497e-11
15300,2.362850104936157e-12,3.220876588079113e-11
15310,1.9231772247840084e-12,3.4131943105575136e-11
15320,2.24544523711133e-12,3.6377388342686464e-11
15330,2.1050177791410978e-12,3.848240612182756e-11
15340,2.088213081904259e-12,4.0570619203731816e-11
15350,1.088586088083712e-12,4.165920529181553e-11
15360,6.136922599838721e-14,4.172057451781392e-11
15370,1.1705870390763785e-12,4.28911615568903e-11
15380,1.0814022158112467e-12,4.3972563772701545e-11
15390,7.25579055416642e-13,4.469814282811819e-11
15400,-9.853888398768557e-14,4.45996039441305e-11
15410,2.1864196423284558e-13,4.4818245908363344e-11
15420,5.411390170505986e-13,4.5359384925413944e-11
15430,1.6690642759460218e-12,4.7028449201359964e-11
15440,1.6816774849323132e-12,4.871012668629228e-11
15450,1.6223727308428305e-12,5.033249941713511e-11
15460,2.184939820540326e-12,5.251743923767543e-11
15470,1.868776763753636e-12,5.438621600142907e-11
15480,2.162275049452669e-12,5.6548491050881737e-11
15490,1.337769644971236e-12,5.788626069585297e-11
15500,1.2004287324370682e-12,5.908668942829004e-11
15510,1.9701632476352837e-12,6.105685267592532e-11
15520,2.33036596844629e-12,6.338721864437161e-11
15530,1.7837789892106478e-12,6.517099763358227e-11
15540,1.4098618329376383e-12,6.65808594665199e-11
15550,1.1750838107754133e-12,6.775594327729532e-11
15560,1.029602166145217e-12,6.878554544344054e-11
15570,3.1268384040141953e-14,6.881681382748068e-11
15580,9.222140751359308e-13,6.973902790261661e-11
15590,7.531746026749338e-13,7.049220250529155e-11
15600,3.6506424741553324e-13,7.085726675270709e-11
15610,6.078332539869275e-14,7.091805007810578e-11
15620,-4.1394420235159083e-13,7.050410587575418e-11
15630,-4.3186906406372136e-13,7.007223681169046e-11
15640,-5.935373649972502e-13,6.947869944669322e-11
15650,-1.0765184884518512e-13,6.937104759784802e-11
15660,-3.121522335441492e-13,6.905889536430388e-11
15670,-3.569959838584172e-13,6.870189938044546e-11
15680,7.659582419276003e-14,6.877849520463823e-11
15690,5.564594975103323e-14,6.883414115438926e-11
15700,1.696856433899487e-14,6.885110971872825e-11
15710,-4.2098348869225346e-13,6.843012623003599e-11
15720,4.4128771800117236e-13,6.887141394803717e-11
15730,5.527309660691076e-13,6.942414491410628e-11
15740,1.1754918135594444e-12,7.059963672766572e-11
15750,9.59735078600464e-13,7.155937180626619e-11
15760,9.602602935715543e-13,7.251963209983775e-11
15770,1.1155913892366129e-12,7.363522348907436e-11
15780,2.83956992410702e-13,7.391918048148505e-11
15790,-2.6527318643301836e-13,7.365390729505203e-11
15800,-9.611128216057235e-13,7.26927944734463e-11
15810,-1.4543292794813056e-12,7.1238465193965e-11
15820,-1.7743086040895744e-12,6.946415658987543e-11
15830,-1.0206923333021793e-12,6.844346425657325e-11
15840,6.202455144432777e-13,6.906370977101653e-11
15850,-6.764238206449366e-13,6.83872859503716e-11
15860,-1.3521928467661662e-12,6.703509310360543e-11
15870,-1.7880878640661892e-12,6.524700523953924e-11
15880,-1.5480379341915687e-12,6.369896730534768e-11
15890,-2.1294221539157313e-12,6.156954515143194e-11
15900,-1.3518640728145191e-12,6.021768107861743e-11
15910,-1.2988807343538008e-12,5.891880034426363e-11
15920,-1.9357144395777155e-12,5.698308590468592e-11
15930,-1.5725834702823821e-12,5.541050243440354e-11
15940,-1.6843040166810104e-12,5.3726198417722526e-11
15950,-9.601635724530195e-13,5.276603484526951e-11
15960,-8.436889692299053e-13,5.19223458760396e-11
15970,-5.061100637936189e-13,5.141623581224598e-11
15980,-3.8661927218194823e-13,5.102961654006403e-11
15990,-7.979135784394166e-13,5.0231702961624615e-11
16000,1.8966531496306402e-13,5.042136827658768e-11
16010,6.008655100697873e-13,5.1022233786657466e-11
16020,1.0198767865617395e-12,5.2042110573219206e-11
16030,1.118741527678571e-12,5.316085210089778e-11
16040,1.0701565837841132e-12,5.4231008684681895e-11
16050,6.177680847812179e-13,5.484877676946311e-11
16060,7.670316320230563e-13,5.561580840148617e-11
16070,1.1128869896937167e-12,5.672869539117989e-11
16080,1.1896756802581985e-12,5.7918371071438085e-11
16090,7.866651947514778e-13,5.870503626618957e-11
16100,7.269714752245597e-13,5.943200774141413e-11
16110,1.1830834563827532e-12,6.061509119779689e-11
16120,7.801205618442498e-13,6.139521175964113e-11
16130,8.26236429000861e-13,6.222144818864199e-11
16140,1.0960440100056962e-12,6.331749219864769e-11
16150,-6.374600740417472e-13,6.268003212460595e-11
16160,-2.82282307930504e-14,6.265180389381289e-11
16170,-9.182112856188004e-13,6.173359260819409e-11
16180,1.48734040319538e-12,6.322093301138947e-11
16190,8.605162686069799e-13,6.408144927999645e-11
16200,1.1803468571654332e-12,6.526179613716188e-11
16210,1.3502335543580407e-12,6.661202969151992e-11
16220,1.0558485754594005e-12,6.766787826697932e-11
16230,1.2396420445721464e-12,6.890752031155147e-11
16240,1.4285477806613622e-12,7.033606809221283e-11
