frame_no,relative_rotation,net_relative_rotation
10,-0.4481247865914915,-0.4481247865914915
20,0.4225686846777452,-0.0255561019137463
30,0.17044505269224502,0.14488895077849873
40,-0.16586433094803793,-0.020975380169539204
50,-0.47167577833647956,-0.49265115850601876
60,0.10982791402419392,-0.3828232444818248
70,0.38716556088797005,0.004342316406145241
80,-0.0784682006790347,-0.07412588427288946
90,1.9304436718855078,1.8563177876126185
100,0.1614158816639349,2.0177336692765535
110,0.06930214220698461,2.0870358114835383
120,-0.3800801969819967,1.7069556145015417
130,-1.7231739371105277,-0.016218322608986036
140,-0.008616563425459967,-0.024834886034446002
150,-0.3875757604248411,-0.4124106464592871
160,-0.23146906349441826,-0.6438797099537054
170,0.14238478813655836,-0.5014949218171469
180,-0.02985403083590188,-0.5313489526530488
190,0.10640830696185531,-0.4249406456911935
200,-0.3061636934833778,-0.7311043391745713
210,-0.583028689335982,-1.3141330285105532
220,0.024468264149184876,-1.2896647643613683
230,-1.1045061043602116,-2.39417086872158
240,0.1724312436904919,-2.221739625031088
250,0.15906219215468642,-2.0626774328764017
260,0.3603409027896104,-1.7023365300867912
270,-0.029430686417732443,-1.7317672165045237
280,0.28077957226210304,-1.4509876442424208
290,-0.23627985363076198,-1.6872674978731828
300,0.20122967543711495,-1.4860378224360677
310,-0.13792957616833637,-1.623967398604404
320,0.31735147167040634,-1.3066159269339979
330,0.21120649258187757,-1.0954094343521203
340,-0.22297221499900086,-1.3183816493511211
350,-0.36928964918931645,-1.6876712985404376
360,0.11536108368499615,-1.5723102148554415
370,-0.2541643857576738,-1.8264746006131154
380,0.20195001957178005,-1.6245245810413353
390,0.07798392777678925,-1.546540653264546
400,0.5115514041569942,-1.0349892491075519
410,0.3814421527259704,-0.6535470963815815
420,-0.09748157168671724,-0.7510286680682987
430,-0.015576936313336981,-0.7666056043816357
440,-0.6164497517332965,-1.3830553561149324
450,-0.18469558569232614,-1.5677509418072586
460,-0.14930044905750028,-1.7170513908647589
470,-0.12877937252783878,-1.8458307633925977
480,-0.5109937713191768,-2.3568245347117744
490,0.5618975046921092,-1.7949270300196654
500,0.5854358171722485,-1.209491212847417
510,-0.3401017653034069,-1.5495929781508238
520,-0.42416240683046647,-1.97375538498129
530,0.0229514891005869,-1.9508038958807032
540,0.053528410219843545,-1.8972754856608598
550,1.7836745544650898,-0.11360093119576997
560,-0.019689820145828846,-0.13329075134159882
570,-0.4726986748248768,-0.6059894261664757
580,-0.14884657862756165,-0.7548360047940373
590,-0.2622719785546336,-1.017107983348671
600,-0.14373226854652024,-1.1608402518951912
610,-0.7501808896366189,-1.9110211415318101
620,0.9238370029964734,-0.9871841385353367
630,-0.2756058835443335,-1.2627900220796702
640,0.05884417321680163,-1.2039458488628685
650,-0.3182270266599947,-1.5221728755228632
660,0.7137825532826033,-0.8083903222402599
670,-0.27091671825777586,-1.0793070404980356
680,0.10537840142811541,-0.9739286390699202
690,-0.7594102278781002,-1.7333388669480203
700,0.7399352681443824,-0.9934035988036379
710,2.8707451409761724,1.8773415421725343
720,-1.4335774675113946,0.44376407466113976
730,0.07464268501274418,0.5184067596738839
740,0.1699311284645567,0.6883378881384407
750,-0.6405952610801207,0.04774262705832
760,1.1929594622073756,1.2407020892656955
770,0.32207504971825196,1.5627771389839475
780,0.13982773761530756,1.7026048765992552
790,-0.08609575616911201,1.6165091204301432
800,2.520993381789385,4.137502502219528
810,0.47838530425075054,4.615887806470278
820,-0.04034541661475848,4.57554238985552
830,-0.4714248249491345,4.104117564906385
840,0.1823585121989727,4.286476077105358
850,-1.2748371353511374,3.011638941754221
860,-0.5652786250247335,2.4463603167294874
870,-0.1344107884410022,2.311949528288485
880,-0.20695589474251536,2.10499363354597
890,-0.5674880243171929,1.5375056092287769
900,0.3785842510253501,1.916089860254127
910,-0.1902659492196692,1.7258239110344578
920,-0.395497675311845,1.3303262357226129
930,-0.6762678155043752,0.6540584202182377
940,-0.8380558228497726,-0.18399740263153497
950,-0.4184250194685027,-0.6024224221000376
960,0.21158929319072559,-0.390833128909312
970,-0.09723865670996873,-0.4880717856192807
980,-0.535538468794765,-1.0236102544140457
990,-0.01726573202667364,-1.0408759864407193
1000,0.17806133731110116,-0.8628146491296181
1010,-0.3014158274018321,-1.1642304765314502
1020,0.17209026375686406,-0.9921402127745861
1030,0.724599560209303,-0.26754065256528303
1040,-0.4020143763845127,-0.6695550289497958
1050,0.860522199591974,0.19096717064217816
1060,0.3664235292416927,0.5573906998838709
1070,0.40154607973487044,0.9589367796187414
1080,-0.4596259939669786,0.49931078565176273
1090,-0.1611509621689474,0.33815982348281537
1100,-0.2920722798820963,0.046087543600719094
1110,-0.2838032442256337,-0.2377157006249146
1120,0.37511301256110907,0.13739731193619448
1130,-0.11386002078162061,0.02353729115457387
1140,0.8756674892891085,0.8992047804436825
1150,0.024819243648106074,0.9240240240917885
1160,0.08379927502430788,1.0078232991160965
1170,-0.11906793688206349,0.888755362234033
1180,0.17371841511965153,1.0624737773536845
1190,0.017638769739387786,1.0801125470930724
1200,0.4661293226764884,1.5462418697695608
1210,-0.2642948101063164,1.2819470596632443
1220,-0.10953320395992222,1.1724138557033221
1230,0.375750019993151,1.548163875696473
1240,0.15243996635377743,1.7006038420502505
1250,-0.11237125842723736,1.5882325836230131
1260,-0.6971658744451075,0.8910667091779056
1270,0.1628642848105089,1.0539309939884145
1280,-0.26901250914066727,0.7849184848477473
1290,0.30485792462678835,1.0897764094745357
1300,0.2925887367071003,1.382365146181636
1310,-0.009948777633022482,1.3724163685486135
1320,0.07860882967050983,1.4510251982191233
1330,0.5030337249839388,1.9540589232030623
1340,0.0490811030324774,2.0031400262355397
1350,-1.4517453212318794,0.5513947050036603
1360,-1.043437140607337,-0.4920424356036768
1370,-1.4760082543394974,-1.9680506899431742
1380,0.1321437946319565,-1.8359068953112176
1390,-0.44688767017152026,-2.282794565482738
1400,0.07720127493844398,-2.205593290544294
1410,-0.12596059580191665,-2.3315538863462106
1420,0.26530949483922367,-2.066244391506987
1430,0.13659478015025145,-1.9296496113567356
1440,1.6931294888108253,-0.23652012254591037
1450,-0.2019227685345061,-0.43844289108041645
1460,0.6019303418481001,0.16348745076768367
1470,0.30040083493129555,0.4638882856989792
1480,-0.25047776102335306,0.21341052467562616
1490,0.5773883124688497,0.7907988371444759
1500,-0.2973653503417694,0.49343348680270643
1510,-0.34694699911368354,0.1464864876890229
1520,-0.13764563788537118,0.008840849803651712
1530,0.09026070633351986,0.09910155613717157
1540,-0.07398951619549071,0.02511203994168086
1550,0.9355129523919237,0.9606249923336045
1560,-1.5036916938822389,-0.5430667015486343
1570,1.0896469441152221,0.5465802425665878
1580,-0.31216187185621147,0.2344183707103763
1590,0.19399974612068355,0.42841811683105985
1600,-0.11732662909046476,0.3110914877405951
1610,-0.29662645975171675,0.014465027988878332
1620,1.8176318240455671,1.8320968520344454
1630,-0.47390939899345474,1.3581874530409905
1640,0.1811180967372183,1.5393055497782089
1650,-0.2811254777289004,1.2581800720493086
1660,0.6985721545864956,1.9567522266358042
1670,0.07520443096411304,2.0319566575999173
1680,0.271914346743772,2.3038710043436894
1690,-0.27697206204747904,2.0268989422962105
1700,-1.4834984440744003,0.5434004982218101
1710,0.3452176577651481,0.8886181559869583
1720,0.8689244448058143,1.7575426007927726
1730,-0.007093935044690483,1.750448665748082
1740,-0.01332784101378072,1.7371208247343013
1750,-0.4330693605061588,1.3040514642281424
1760,-0.4420828959930745,0.861968568235068
1770,-0.07861086845899637,0.7833576997760716
1780,-0.18353366028414714,0.5998240394919245
1790,0.11467184400865196,0.7144958835005765
1800,0.7753601864745759,1.4898560699751524
1810,0.5462497954017586,2.036105865376911
1820,-0.5369414929343711,1.4991643724425399
1830,-0.006614910867610485,1.4925494615749293
1840,-0.4069434744917002,1.085605987083229
1850,-0.02840850952215898,1.0571974775610702
1860,-0.06564147694249656,0.9915560006185736
1870,-0.029169341589129677,0.962386659029444
1880,-0.2372656043680535,0.7251210546613904
1890,-0.13718692037893723,0.5879341342824532
1900,1.1763553725830853,1.7642895068655386
1910,0.520369239524819,2.284658746390358
1920,-0.12386850348423567,2.1607902429061223
1930,0.650285880462798,2.8110761233689203
1940,0.1795804932689046,2.990656616637825
1950,0.07432774268324883,3.0649843593210737
1960,0.5088075659236441,3.5737919252447177
1970,0.7516692963111882,4.325461221555906
1980,-0.10256352119739211,4.222897700358514
1990,0.045822400449191225,4.268720100807705
2000,-0.42707310898838047,3.841646991819325
2010,0.46996707644367464,4.311614068262999
2020,-0.266089418441179,4.045524649821821
2030,0.2617985605702469,4.307323210392068
2040,-0.838543490760424,3.4687797196316437
2050,-0.31483013605569377,3.15394958357595
2060,0.1770678374720856,3.3310174210480357
2070,0.08384506797215871,3.4148624890201944
2080,1.8583659592513873,5.273228448271581
2090,-0.1339153433226689,5.139313104948912
2100,-0.6240430023043446,4.515270102644568
2110,0.14070680649645462,4.655976909141022
2120,0.05409978799655703,4.710076697137579
2130,-0.245461041290194,4.464615655847385
2140,-0.22362816023157056,4.240987495615814
2150,-0.013603788884303337,4.22738370673151
2160,-0.07755902027702409,4.149824686454486
2170,0.16598342241329767,4.315808108867784
2180,-1.058512874322435,3.2572952345453485
2190,0.1988957502423771,3.4561909847877255
2200,0.885183407354175,4.3413743921419
2210,0.05069905754372889,4.392073449685629
2220,-0.18567194477316246,4.206401504912467
2230,0.34685945362011683,4.553260958532584
2240,-0.3936724527224794,4.159588505810104
2250,0.6928679238040011,4.852456429614105
2260,-0.1015669955382571,4.750889434075848
2270,0.2890615309164561,5.039950964992304
2280,0.16229617855938544,5.2022471435516895
2290,-1.0373679868588197,4.164879156692869
2300,0.9532812839806679,5.118160440673537
2310,-0.023179169074513693,5.094981271599024
2320,-0.24799913891802233,4.846982132681002
2330,0.07415917682566472,4.921141309506667
2340,-0.16330235184303635,4.757838957663631
2350,0.029642165248723772,4.787481122912355
2360,-0.2400711468377406,4.547409976074614
2370,0.7873389416059464,5.33474891768056
2380,0.022922575724926772,5.357671493405487
2390,-1.0098378346693413,4.347833658736146
2400,-0.17922509696807054,4.1686085617680755
2410,0.15543779324366794,4.324046355011744
2420,1.302284426016113,5.626330781027857
2430,-0.7513507533216048,4.874980027706252
2440,-0.23595649373186883,4.639023533974384
2450,0.7603604080185976,5.399383941992982
2460,0.12678363469229614,5.526167576685278
2470,0.13010379624148583,5.656271372926764
2480,-0.7626231469456468,4.893648225981117
2490,0.24803256499018003,5.141680790971297
2500,0.25003771343919395,5.391718504410491
2510,0.5129384806406481,5.9046569850511395
2520,0.779680315560019,6.684337300611158
