frame_no,rotation
10,0.5598996462042801
20,0.12963349568856491
30,0.04776047497779701
40,0.1430663261448045
50,0.37746273894329135
60,0.2265935527274882
70,1.3764481534798394
80,1.4699382511131718
90,0.1631619319256585
100,-1.1862053414412772
