frame_no,translation
10,-6.811207750263165e-13
20,-6.464289957039331e-13
30,-9.052488650649036e-13
40,-9.690721760093765e-13
50,-1.0397840571957685e-12
60,-1.2530270339393852e-12
70,-1.2035857452711236e-12
80,-1.4791210675671629e-12
90,-1.5046989852363545e-12
100,-1.5256777387539615e-12
110,-1.6671486725816947e-12
120,-2.033488367862384e-12
130,-1.8469060155021684e-12
140,-1.646703861661879e-12
150,-1.7640076520040314e-12
160,-1.929781655139852e-12
170,-1.956668689895409e-12
180,-1.995713602342484e-12
190,-2.1767363765351897e-12
200,-2.042248279650336e-12
210,-1.9304679843084512e-12
220,-1.9022431001818492e-12
230,-2.0281428904352725e-12
240,-1.7356551708970557e-12
250,-1.5500999560283596e-12
260,-1.427789041602125e-12
270,-1.1210316687743397e-12
280,-9.382057963525823e-13
290,-1.0666936936896831e-12
300,-9.682725655012247e-13
310,-8.003044413001999e-13
320,-5.429991801639043e-13
330,-1.980392359379872e-13
340,-2.459477617580769e-13
350,-1.6910944686336066e-13
360,-7.599871243837832e-14
370,1.2806157079057436e-13
380,1.4166439197600357e-13
390,1.670902623744866e-13
400,4.128017176811069e-13
410,1.844565089136358e-13
420,1.4722392986592463e-13
430,3.3863343923924504e-13
440,1.8354248925803735e-13
450,2.3148270321697844e-13
460,1.6102928137971368e-13
470,4.0068859819254426e-14
480,1.7786295858475222e-13
490,1.944528549831879e-13
500,2.6134816538169964e-13
510,4.9859196696901075e-14
520,4.013397520652565e-15
530,5.980563950669073e-14
540,2.618102805370185e-13
550,1.5223555038902618e-13
560,-8.237206374308097e-14
570,-7.116353767610237e-14
580,-1.6733959837995366e-13
590,-1.4874062060179002e-13
600,3.105627589629127e-14
610,-1.3794080277976235e-14
620,-1.6127710747851072e-13
630,-1.8747772681289579e-13
640,-2.3696820301917856e-13
650,-2.5724577859077097e-13
660,-3.7983504420907256e-13
670,-6.942992751600134e-13
680,-8.118840908754076e-13
690,-8.81042872545652e-13
700,-1.135400363446523e-12
710,-1.3214730409820032e-12
720,-1.3179736553492366e-12
730,-1.3334697032763548e-12
740,-1.1296086635473711e-12
750,-1.1029246720134638e-12
760,-1.1720016343728714e-12
770,-9.693797942389352e-13
780,-9.054964898517853e-13
790,-9.14947758635742e-13
800,-6.297344595377426e-13
810,-7.348580137859839e-13
820,-7.035394540221633e-13
830,-7.693465118179521e-13
840,-6.143268366075947e-13
850,-6.647328818898756e-13
860,-6.592416664043137e-13
870,-6.023390941013126e-13
880,-9.088424805935041e-13
890,-9.237227347090072e-13
900,-8.822164399162347e-13
910,-9.43146514883587e-13
920,-9.756381106888168e-13
930,-8.678520338188087e-13
940,-7.884144233642818e-13
950,-6.157058251214629e-13
960,-4.823096458980227e-13
970,-1.7106047783382637e-13
980,-2.993793094130618e-13
990,-5.280828845281202e-13
1000,-5.443865863501592e-13
1010,-5.411524563583396e-13
1020,-2.0560830666601995e-13
1030,4.7098783132499925e-14
1040,2.696204286208666e-13
1050,3.9002073837251844e-13
1060,2.7927262413451673e-13
1070,3.109010997185368e-13
1080,1.1335004033525504e-13
1090,8.853848609542615e-14
1100,3.57912027278573e-13
1110,5.959596861183844e-13
1120,5.293263070818779e-13
1130,4.854606076488774e-13
1140,4.70383481160964e-13
1150,2.867965357856893e-13
1160,5.1947754188128794e-14
1170,1.2673938568079272e-13
1180,2.8166364645603493e-14
1190,3.547419830129538e-13
1200,6.337004136106098e-13
1210,7.431975385436306e-13
1220,7.729383303945126e-13
1230,5.722080051391618e-13
1240,7.84180960223912e-13
1250,7.358697319204606e-13
1260,1.0298710148554046e-12
1270,9.57017299707448e-13
1280,7.580720038456147e-13
1290,7.775291204387676e-13
1300,7.311625186523937e-13
1310,7.096562782967425e-13
1320,1.1163521180756503e-12
1330,1.125681298140338e-12
1340,1.145926006544158e-12
1350,1.3396569045906044e-12
1360,1.3157409332564632e-12
1370,1.2955089953904793e-12
1380,1.211020525510065e-12
1390,1.336934571334731e-12
1400,1.2554951143348963e-12
1410,1.5300552824244752e-12
1420,1.867452309605111e-12
1430,1.7906195996291283e-12
