frame_no,translation
35309,-8.458658415676871e-13
35319,-7.740994333510768e-13
35329,-8.646615864357753e-13
35339,-9.78990761614456e-13
35349,-9.055356630313061e-13
35359,-8.946807590784183e-13
35369,-8.937036887102295e-13
35379,-8.046701138503147e-13
35389,-5.23429877131011e-13
35399,-3.0858630887724305e-13
35409,-7.011546845744393e-14
35419,-6.062496412093056e-14
35429,-7.10449540770113e-14
35439,-2.1405858225732154e-13
35449,-7.27094966861604e-14
35459,-3.697940634730325e-15
35469,-8.607128832566247e-14
35479,1.4461241615988986e-13
35489,5.394570114898325e-13
35499,4.853277329408127e-13
35509,6.513195520853264e-13
35519,5.940322832220275e-13
35529,5.452066131817402e-13
35539,5.983053850988105e-13
35549,4.40217009379538e-13
35559,3.423336915888379e-13
35569,1.1224614134778267e-13
35579,-1.8073155271557502e-13
35589,-1.2998137923093367e-13
35599,-1.987010164203207e-13
35609,-6.415038907139318e-14
35619,1.9913647516702726e-15
35629,1.620573945523828e-14
35639,1.9680733924383989e-13
35649,1.8087297733769485e-13
35659,1.0507533889581102e-13
35669,-2.5260870568556672e-14
35679,-1.534239656440949e-13
35689,-5.384625741432287e-13
35699,-5.242489668696421e-13
35709,-6.449971680200628e-13
35719,-4.4094758960850345e-13
35729,-1.6895499242826343e-13
35739,-8.853208012991406e-14
35749,-2.0063460862291615e-13
35759,-9.84027084883719e-14
35769,-2.463524458365122e-13
35779,-4.1062139270920627e-13
35789,-5.591264904612716e-13
35799,-8.160742830595459e-13
35809,-7.572765267287228e-13
35819,-7.359212039736485e-13
35829,-4.8614284694034e-13
35839,-5.326139837899903e-13
35849,-8.607815900137823e-13
35859,-7.696373369386196e-13
35869,-8.130194203629713e-13
35879,-1.1754098440443219e-12
35889,-1.1045585345774163e-12
35899,-1.2258339070991305e-12
35909,-1.2315275522718502e-12
35919,-1.364647222405098e-12
35929,-1.1010414495015481e-12
35939,-8.026459821477316e-13
35949,-6.709349316652983e-13
35959,-4.5038154531724657e-13
35969,-1.284490073820629e-13
