frame_no,absolute_rotation,net_absolute_rotation
10,-0.2616374165062245,-0.2616374165062245
20,-0.853599627488895,-1.1152370439951196
30,-0.02246702028211838,-1.137704064277238
40,0.08749110295137481,-1.0502129613258633
50,-0.11055169618024664,-1.16076465750611
60,-0.14764359828377785,-1.3084082557898877
70,-0.009395914478263979,-1.3178041702681518
80,0.2838785131680046,-1.0339256571001472
90,0.1707751561933118,-0.8631505009068354
100,0.008685111032647085,-0.8544653898741883
110,-0.0665524734422513,-0.9210178633164396
120,0.07164019906691138,-0.8493776642495283
130,0.06254939324034732,-0.786828271009181
140,0.2241084621365416,-0.5627198088726394
150,-0.035848516225602096,-0.5985683250982415
160,0.9819272472708089,0.3833589221725674
170,-0.147592815690333,0.2357661064822344
180,0.30239544169068633,0.5381615481729207
190,-0.03403374060300505,0.5041278075699157
200,0.17282554298037722,0.6769533505502929
210,0.1307041756084321,0.807657526158725
220,0.12082620404232723,0.9284837302010522
230,-0.12315423522375976,0.8053294949772924
240,0.12063118629104645,0.9259606812683389
250,0.16878840809270487,1.0947490893610436
260,-0.02125925848333153,1.073489830877712
270,-0.10983961280448054,0.9636502180732316
280,0.01844827872232056,0.9820984967955522
290,0.08457328364700324,1.0666717804425554
300,0.03072293273352581,1.0973947131760813
310,-0.1853919227151893,0.9120027904608919
320,-0.04565212958466311,0.8663506608762288
330,0.048073408123120075,0.9144240689993489
340,0.1219243817353198,1.0363484507346687
350,0.08015201146842528,1.116500462203094
360,-0.0717460884488317,1.0447543737542624
370,-0.0442597023496286,1.0004946714046339
380,0.028948028639487148,1.029442700044121
390,0.10039957446872778,1.129842274512849
400,0.015263207298295165,1.1451054818111441
410,-0.043909210764304894,1.1011962710468393
420,-0.04641322041774381,1.0547830506290954
430,-0.11293962337365752,0.9418434272554379
440,-0.0008928547343238362,0.940950572521114
450,0.16808039708541742,1.1090309696065315
460,0.12020896604290299,1.2292399356494346
470,0.17881742590216904,1.4080573615516037
480,-0.09296915372930455,1.3150882078222992
490,0.045290343359246296,1.3603785511815454
500,-0.09671511043127169,1.2636634407502736
510,-0.06915027315136271,1.194513167598911
520,0.09477994897468121,1.2892931165735921
530,0.14582565858191054,1.4351187751555026
540,-0.06750631037174051,1.367612464783762
550,-0.16696096766522747,1.2006514971185345
560,0.4347258943571917,1.6353773914757261
570,0.16686865456170405,1.80224604603743
580,-0.1292562524050241,1.672989793632406
590,-0.04617478605149441,1.6268150075809116
600,0.1855436704424027,1.8123586780233143
610,-0.24574122212287822,1.566617455900436
620,-0.30978602586360027,1.2568314300368357
630,0.024203474705479084,1.2810349047423149
640,0.23309194502074496,1.5141268497630598
650,-0.17101858264625083,1.3431082671168089
660,0.3591837520200518,1.7022920191368607
670,-0.5637129206814608,1.1385790984553998
680,-0.05757757021133047,1.0810015282440695
690,0.3191012231035355,1.400102751347605
700,0.5180559492857346,1.9181587006333396
710,-0.43829549326327133,1.4798632073700682
720,-0.10810311908623109,1.371760088283837
730,-0.14648578681265417,1.2252743014711829
740,-0.1599578280390689,1.0653164734321139
750,0.5494396568399724,1.6147561302720863
760,-0.2279751422921849,1.3867809879799013
770,0.19338286254971382,1.5801638505296152
780,0.47033619548170447,2.0505000460113196
790,0.12934448092164644,2.1798445269329663
800,-0.6144752142311017,1.5653693127018644
810,-0.19104048292863124,1.3743288297732332
820,-0.09578785719930327,1.2785409725739298
830,-0.27795442876749576,1.000586543806434
840,0.002879896606299014,1.0034664404127331
850,0.3768399047796592,1.3803063451923923
860,0.18991263895502844,1.5702189841474208
870,0.06445968683967578,1.6346786709870966
880,0.03825307939783607,1.6729317503849328
890,0.051408297660048244,1.724340048044981
900,0.28411019293332107,2.008450240978302
910,-0.47072100904052944,1.5377292319377727
920,0.5157347243900043,2.053463956327777
930,-0.046130914943858535,2.007333041383918
940,0.14643750023269606,2.153770541616614
950,-0.4187373796063627,1.7350331620102513
960,0.10549218896271174,1.840525350972963
970,-0.2061385438345742,1.634386807138389
980,0.21678969570053053,1.8511765028389195
990,0.4075354868019439,2.2587119896408634
1000,-0.04784520038247654,2.210866789258387
1010,-0.3167894073852709,1.894077381873116
1020,-0.12305862106503282,1.7710187608080832
1030,-0.18207671246296234,1.5889420483451209
1040,-0.257731383019527,1.3312106653255937
1050,-0.25467342752990985,1.0765372377956839
1060,-0.2622240290121283,0.8143132087835556
1070,0.03594371107457808,0.8502569198581337
1080,-0.29171079334964206,0.5585461265084917
1090,-0.18457374935413773,0.37397237715435394
1100,-0.4049478147287809,-0.030975437574426945
1110,0.1618076796967229,0.13083224212229597
1120,0.31201068288846073,0.4428429250107567
1130,-0.3520566125091103,0.09078631250164643
1140,0.8558917107921413,0.9466780232937877
1150,0.45198572934587705,1.3986637526396648
1160,-0.10894150128158255,1.2897222513580822
1170,0.2166680435418448,1.506390294899927
1180,0.1291774272611445,1.6355677221610716
1190,0.28946930804804344,1.925037030209115
1200,-0.002504861352596165,1.922532168856519
1210,-0.22052313030512746,1.7020090385513915
1220,0.362979585763921,2.0649886243153124
1230,0.016175727870240266,2.0811643521855525
1240,0.25162533612704735,2.3327896883126
1250,-0.28869438533514724,2.0440953029774525
1260,-0.13353694718603612,1.9105583557914163
1270,-0.056499417408526736,1.8540589383828896
1280,-0.23328467187601462,1.620774266506875
1290,-0.7532680909982898,0.8675061755085851
1300,-0.14013322163769915,0.727372953870886
1310,-0.009094256300852038,0.7182786975700339
1320,0.07933682959605544,0.7976155271660894
1330,-0.23071787550377124,0.5668976516623182
1340,-0.4528402205810898,0.1140574310812284
1350,-0.1634524742350539,-0.04939504315382551
1360,0.00722568730756922,-0.042169355846256286
1370,-0.15036989008146703,-0.1925392459277233
1380,-0.15066629675771542,-0.34320554268543874
1390,-0.3537827329648338,-0.6969882756502725
1400,-0.20817090614197267,-0.9051591817922452
1410,-0.03260589632705427,-0.9377650781192994
1420,-0.06939173679924203,-1.0071568149185415
1430,0.3932518414664037,-0.6139049734521378
1440,-0.017816470411211524,-0.6317214438633493
1450,-0.2582285227531469,-0.8899499666164962
1460,-0.10506705615937675,-0.9950170227758729
1470,0.0704907546418153,-0.9245262681340576
1480,-0.26971843132605305,-1.1942446994601106
1490,0.002107635420354026,-1.1921370640397566
1500,0.5193369838763611,-0.6728000801633955
1510,0.4957516898280025,-0.17704839033539305
1520,0.19800705111984623,0.020958660784453187
1530,0.2606883263521461,0.2816469871365993
1540,-0.010320766449514508,0.2713262206870848
1550,-0.4971160200622124,-0.2257897993751276
1560,-0.4760176107266748,-0.7018074101018024
1570,-0.2709079483850753,-0.9727153584868777
1580,-0.07839172599727084,-1.0511070844841486
1590,-0.2987756315109605,-1.349882715995109
1600,-0.22499011989185005,-1.574872835886959
1610,-0.31903044823967497,-1.8939032841266341
1620,-0.11341692219986696,-2.007320206326501
1630,0.12244300657618068,-1.8848771997503206
1640,0.7350085793686748,-1.1498686203816457
1650,0.5468254961589952,-0.6030431242226505
1660,-0.08912855770707004,-0.6921716819297206
1670,0.1784218051101749,-0.5137498768195456
1680,0.14671010807816248,-0.36703976874138317
1690,-0.05363946542911052,-0.4206792341704937
1700,-0.6487147280986532,-1.0693939622691468
1710,-0.3051369148815917,-1.3745308771507385
1720,0.11546028896982218,-1.2590705881809163
1730,0.04860377233719934,-1.210466815843717
1740,-0.2473333182815565,-1.4578001341252735
1750,-0.13694219949776745,-1.594742333623041
1760,-0.2337799974136151,-1.8285223310366563
1770,-0.14635638527829498,-1.9748787163149513
1780,0.35517029854334214,-1.619708417771609
1790,0.5424006737170205,-1.0773077440545884
1800,0.0899065385840652,-0.9874012054705232
1810,-0.09654664314626372,-1.083947848616787
1820,0.2318088871488393,-0.8521389614679478
1830,-0.2216576587542809,-1.0737966202222287
1840,0.7795262615037967,-0.294270358718432
1850,0.4167526885341378,0.12248232981570584
1860,0.34739977678958545,0.4698821066052913
1870,-0.026799702221263662,0.44308240438402763
1880,-0.36995290170054035,0.07312950268348728
1890,-0.09004710903293685,-0.016917606349449568
1900,-0.13977993267143277,-0.15669753902088235
1910,-0.20315516172726433,-0.3598527007481467
1920,-0.22584902124283815,-0.5857017219909848
1930,0.06905489666571993,-0.5166468253252648
1940,0.11397524503256129,-0.40267158029270356
1950,0.11679567325908609,-0.2858759070336175
1960,-0.8057181866908781,-1.0915940937244957
1970,0.34080722011136,-0.7507868736131357
1980,-0.07535315260280846,-0.8261400262159442
1990,0.15417044375587685,-0.6719695824600673
2000,-0.023571983702633085,-0.6955415661627005
2010,-0.13988900178988456,-0.8354305679525851
2020,0.1608131775871816,-0.6746173903654035
2030,0.4848253398362496,-0.18979205052915388
2040,0.31919098664772183,0.12939893611856795
2050,0.2894315370416393,0.4188304731602073
2060,0.15555538968385155,0.5743858628440588
2070,0.0699712626144874,0.6443571254585462
2080,0.3802159590196885,1.0245730844782348
2090,-0.6692177515906386,0.35535533288759624
2100,-0.12495750557314578,0.23039782731445047
2110,-0.05425847338324314,0.17613935393120733
2120,-0.14848139125068227,0.02765796268052506
2130,0.9737725606334,1.0014305233139251
2140,0.24007581346758827,1.2415063367815133
2150,-0.47605353212667,0.7654528046548433
2160,-0.8272690646408777,-0.06181625998603435
2170,-0.21482923347684926,-0.2766454934628836
2180,0.11785834736540769,-0.1587871460974759
2190,-0.221458899400387,-0.3802460454978629
2200,-0.3748475124484147,-0.7550935579462776
2210,-0.1053050325477954,-0.8603985904940731
2220,-0.33014867912812207,-1.1905472696221953
2230,-0.1838112260801879,-1.374358495702383
2240,0.28536405369019585,-1.0889944420121873
2250,-0.610533402656932,-1.6995278446691193
2260,-0.35229723798724905,-2.0518250826563684
2270,-0.6362117589391424,-2.688036841595511
2280,0.02873314182155749,-2.6593036997739534
2290,-0.23844594153480772,-2.8977496413087613
2300,-0.14005296791376187,-3.037802609222523
2310,-0.4643529815261821,-3.502155590748705
2320,-0.42256839686262454,-3.92472398761133
2330,0.06208925782011974,-3.86263472979121
2340,-0.43720748977404733,-4.2998422195652575
2350,-0.2310992704754803,-4.530941490040738
2360,-0.17579037317643326,-4.706731863217171
2370,0.5131160554083415,-4.19361580780883
2380,0.14731784170933188,-4.046297966099498
2390,0.018342514910457814,-4.02795545118904
2400,0.07534619483455493,-3.9526092563544855
2410,0.08676084992495267,-3.865848406429533
2420,-0.12572907895898874,-3.9915774853885218
2430,-0.11525784971153342,-4.1068353351000555
2440,-0.17640231749202864,-4.283237652592084
2450,-0.26611958769591193,-4.549357240287996
2460,-0.16617381128034023,-4.715531051568337
2470,-0.4226113599069887,-5.138142411475325
2480,-0.4363851032180257,-5.574527514693351
2490,-0.24679647347607012,-5.8213239881694205
2500,-0.49849870336668833,-6.319822691536109
2510,-0.4008018057840205,-6.720624497320129
2520,0.013887108350946021,-6.706737388969183
