frame_no,rotation
10,-0.5493723358121261
20,-0.0011088601733853926
30,0.8610021548919775
40,-0.694175595398917
50,-0.010232189661634772
60,-0.2984843380399337
70,0.5202929834732257
80,0.5100150798665661
90,-0.6122905427470697
100,-0.0038925466378926
110,-0.4164277414550843
120,-0.27772730783331456
130,0.04348600117717474
140,-0.39156071660039876
150,-0.08176009885366686
160,0.049240370734462746
170,-0.6873486610038824
180,0.25947870560481917
190,0.2448797134607903
200,-1.070275951047325
210,1.5332874606556404
220,-0.15110259217719244
230,-0.22634165603716278
240,0.487592429636714
250,-0.04809734165025803
260,-1.1654128481678114
270,-0.7140403001584845
280,-0.47046606097224375
290,0.635844325772977
300,-0.062285526841592054
310,0.1453675835392081
320,-0.03386800985299343
330,0.0884984364705329
340,0.6476244315675369
350,-0.3836446106734225
360,-0.5261093791542307
370,-0.5382486193608217
380,-0.17187589447982965
390,-2.446125525683697
400,0.10854654061917483
410,0.049568541654201034
420,0.25559709923966617
430,0.04307325550385069
440,-0.11507886411724784
450,-0.753126446888298
460,-0.29891258332691417
470,1.695757929474896
480,-0.18085658826337137
490,0.40494941506318
500,-0.2280932411345904
510,-0.4480691697288072
520,-1.2886848059446485
530,-0.07173972140252494
540,-0.1970543097279373
550,1.2633648948082965
560,-0.1351268628414794
570,-0.22625154412314455
580,-0.5155669907801661
590,-0.3734733014535836
600,0.11529871165815125
610,-1.1196572912099316
620,0.13651180478429278
630,-0.4045693182223976
640,-0.25097187556628053
650,-1.368357142998323
660,2.116788303052204
670,0.3377844869459388
680,-0.3836005020677091
690,-0.4601793120404081
700,-0.9211898921594925
710,0.22766712571136785
720,0.3975316875780199
730,0.21036285419789696
740,0.29821210251081987
750,0.9866663515075165
760,-0.10804073958753468
770,-0.6481499252280299
780,-0.22984584413541068
790,-1.653077808765038
800,-0.07460210258077454
810,0.016771411720508424
820,-0.5541006531002811
830,1.3941255201864073
840,0.46367325184295194
850,0.29670903864614473
860,0.948072438947654
870,-0.2886989799674321
880,0.0640368901279536
890,0.8130240268215888
900,-0.10164678707479982
910,0.8164898598130049
920,0.7489905541102327
930,-1.2280578053015638
940,-0.4258242939059058
950,0.5743966566606806
960,0.6924244628956516
970,1.7619437414219137
980,1.3024882120613446
990,0.5821184326983418
1000,0.7974631190120508
1010,-0.23944614456812202
1020,0.8767487000308651
1030,1.3178510460526154
1040,1.245374568206263
1050,1.406708209140966
1060,0.11921513342134932
1070,0.788301701215405
1080,0.594299422311948
1090,-0.4501986704498153
1100,0.2736817849731998
1110,0.6466940907748424
1120,1.396904332504935
