frame_no,old_axis,old_origin,new_axis,new_origin,axis_difference (deg)
40670,"[0.012982476279173483, 0.0006684518111192972, 0.015824498472222892]","[9.541995167643059, 17.934924958256953, 7.452788037843059]",[-0.90926365  0.61775251  1.        ],"[9.541995167643059, 17.934924958256953, 7.452788037843059]",81.62454703661815
40680,"[0.019001791224994236, -0.0021396925986110205, 0.023141898486114698]","[9.529012691363885, 17.934256506445834, 7.436963539370836]",[-0.92388719  0.62416349  1.        ],"[9.529012691363885, 17.934256506445834, 7.436963539370836]",84.5748536633815
40690,"[0.011865084536115234, -0.00955301660694019, -0.005969313147223154]","[9.51001090013889, 17.936396199044445, 7.413821640884722]",[ 0.93194989 -0.6280573  -1.        ],"[9.51001090013889, 17.936396199044445, 7.413821640884722]",20.67455674036702
40700,"[0.02188853636805277, -0.003970346490287824, 0.0017639942097211758]","[9.498145815602776, 17.945949215651385, 7.419790954031945]",[ 0.95315468 -0.63106581 -1.        ],"[9.498145815602776, 17.945949215651385, 7.419790954031945]",50.39861479067378
40710,"[0.016041771658333204, -0.0015426017458288754, -0.00023694758610570688]","[9.476257279234723, 17.949919562141673, 7.418026959822224]",[ 0.93276992 -0.61431185 -1.        ],"[9.476257279234723, 17.949919562141673, 7.418026959822224]",48.063794676038945
40720,"[0.014447818604171658, -0.007191102081943512, 0.026286909845826933]","[9.46021550757639, 17.951462163887502, 7.418263907408329]",[-0.94643628  0.62188754  1.        ],"[9.46021550757639, 17.951462163887502, 7.418263907408329]",79.93920885927999
40730,"[0.019554174449995188, -0.004968451884721503, 0.016800721350002767]","[9.445767688972218, 17.958653265969446, 7.3919769975625025]",[ 0.956161   -0.62636781 -1.        ],"[9.445767688972218, 17.958653265969446, 7.3919769975625025]",82.78447631302896
40740,"[0.016514985461114406, -0.0029445576458329015, 0.014401988369446173]","[9.426213514522223, 17.963621717854167, 7.3751762762125]",[ 0.97892534 -0.63592911 -1.        ],"[9.426213514522223, 17.963621717854167, 7.3751762762125]",83.85571249706751
40750,"[0.0077517570722172024, -0.015312496316667534, -0.00532399666944805]","[9.409698529061108, 17.9665662755, 7.3607742878430535]",[ 0.9806737  -0.63450449 -1.        ],"[9.409698529061108, 17.9665662755, 7.3607742878430535]",34.97087552724086
40760,"[-1.581154027086029e-05, -0.005286896244438566, 0.022148951773612424]","[9.401946771988891, 17.981878771816667, 7.366098284512502]",[-0.98497938  0.63332656  1.        ],"[9.401946771988891, 17.981878771816667, 7.366098284512502]",57.547252898302105
40770,"[0.018312889941659805, -0.012209306859730873, 0.007112483306946693]","[9.401962583529162, 17.987165668061106, 7.343949332738889]",[ 0.9940418  -0.63616772 -1.        ],"[9.401962583529162, 17.987165668061106, 7.343949332738889]",58.19241656206521
40780,"[-0.0013970134097203157, 0.0020630502833363096, 0.001645614091665415]","[9.383649693587502, 17.999374974920837, 7.3368368494319425]",[-1.00879183  0.6345426   1.        ],"[9.383649693587502, 17.999374974920837, 7.3368368494319425]",20.04260305892296
40790,"[0.01014251624305551, 0.0015787133986115975, -0.010886879443057218]","[9.385046706997223, 17.9973119246375, 7.335191235340277]",[ 1.02649875 -0.62981573 -1.        ],"[9.385046706997223, 17.9973119246375, 7.335191235340277]",29.904337222158325
40800,"[0.00014040435694262499, 0.004537395863884797, 0.009479144430562414]","[9.374904190754167, 17.99573321123889, 7.346078114783334]",[-1.05871353  0.62304279  1.        ],"[9.374904190754167, 17.99573321123889, 7.346078114783334]",43.09110706566362
40810,"[0.0385498237222226, -0.0034846267624928373, 0.012513079374995684]","[9.374763786397224, 17.991195815375004, 7.336598970352772]",[ 1.06225303 -0.62122527 -1.        ],"[9.374763786397224, 17.991195815375004, 7.336598970352772]",61.67879038350437
40820,"[0.014876429291668103, 0.0027334982194382462, 0.016302152823611138]","[9.336213962675002, 17.994680442137497, 7.324085890977776]",[-1.07364981  0.62486416  1.        ],"[9.336213962675002, 17.994680442137497, 7.324085890977776]",86.70536589596749
40830,"[0.02412395406250134, -0.028577362581941657, 0.00680030591805636]","[9.321337533383334, 17.99194694391806, 7.307783738154165]",[ 1.06118031 -0.62286494 -1.        ],"[9.321337533383334, 17.99194694391806, 7.307783738154165]",52.60876602003828
40840,"[-0.009093948554166786, -0.017623101738887925, 0.013403438687499936]","[9.297213579320832, 18.0205243065, 7.300983432236109]",[-1.07741648  0.63031672  1.        ],"[9.297213579320832, 18.0205243065, 7.300983432236109]",71.58554244447258
40850,"[0.030627577402778883, -0.009023675365270378, 0.006845829329166442]","[9.306307527875, 18.03814740823889, 7.287579993548609]",[ 1.11886089 -0.65520699 -1.        ],"[9.306307527875, 18.03814740823889, 7.287579993548609]",51.43309763555049
40860,"[0.012029740908333864, 0.0039222134152687715, 0.02298033527083021]","[9.27567995047222, 18.04717108360416, 7.280734164219442]",[-1.12801766  0.65171587  1.        ],"[9.27567995047222, 18.04717108360416, 7.280734164219442]",73.87353053110196
40870,"[0.031347639029167595, -0.030045540670830206, -0.0005379216319436608]","[9.263650209563886, 18.04324887018889, 7.257753828948612]",[ 1.11671937 -0.63811516 -1.        ],"[9.263650209563886, 18.04324887018889, 7.257753828948612]",39.33812181494862
40880,"[-0.01874399257084214, -0.013099164638894933, -0.011693098651388567]","[9.232302570534719, 18.07329441085972, 7.258291750580556]",[-1.11189941  0.62699315  1.        ],"[9.232302570534719, 18.07329441085972, 7.258291750580556]",88.71324260302286
40890,"[0.01382933265000652, -0.017491343983326857, -0.01162175075833094]","[9.251046563105561, 18.086393575498615, 7.269984849231944]",[ 1.1060251  -0.62593499 -1.        ],"[9.251046563105561, 18.086393575498615, 7.269984849231944]",21.373227325087033
40900,"[0.013219770573616785, 0.01196529445276795, 0.004569862449999462]","[9.237217230455554, 18.103884919481942, 7.281606599990275]",[ 1.09964884 -0.61621369 -1.        ],"[9.237217230455554, 18.103884919481942, 7.281606599990275]",84.97521032751193
40910,"[-0.021519574945827458, 0.014407911734718226, -0.013446454224996351]","[9.223997459881938, 18.091919625029174, 7.277036737540276]",[-1.11515394  0.62698749  1.        ],"[9.223997459881938, 18.091919625029174, 7.277036737540276]",65.58559546173338
40920,"[0.028794512865278676, 0.0022777451569417906, -0.014906277780560195]","[9.20247788493611, 18.106327536763892, 7.2635902833152794]",[ 1.13342026 -0.62555118 -1.        ],"[9.20247788493611, 18.106327536763892, 7.2635902833152794]",29.848483770313894
40930,"[-0.001039001945835949, 0.020525315102773334, -0.002007103399995991]","[9.231272397801389, 18.108605281920834, 7.248684005534719]",[-1.13044904  0.61816586  1.        ],"[9.231272397801389, 18.108605281920834, 7.248684005534719]",69.3890474364153
40940,"[0.0012089283027822972, -0.005137014526386707, 0.00806091597916403]","[9.230233395855553, 18.129130597023607, 7.246676902134723]",[-1.12146893  0.60884288  1.        ],"[9.230233395855553, 18.129130597023607, 7.246676902134723]",76.75995643462325
40950,"[-0.0057319341277803915, 0.026645708502773147, -0.0011830276513897786]","[9.231442324158335, 18.12399358249722, 7.254737818113887]",[-1.11596634  0.61205621  1.        ],"[9.231442324158335, 18.12399358249722, 7.254737818113887]",60.83061809022863
40960,"[0.032938173708336294, 0.006277590433342084, -0.005689341005555626]","[9.225710390030555, 18.150639290999994, 7.2535547904624975]",[ 1.10558188 -0.61543974 -1.        ],"[9.225710390030555, 18.150639290999994, 7.2535547904624975]",45.798119180603024
40970,"[0.009902064640275654, 0.030078269216659237, -0.005389794037497175]","[9.258648563738891, 18.156916881433336, 7.247865449456942]",[-1.10199291  0.61702551  1.        ],"[9.258648563738891, 18.156916881433336, 7.247865449456942]",87.49985087354241
40980,"[0.002650594388887484, 0.001964755641676419, 3.3449679168739976e-05]","[9.268550628379167, 18.186995150649995, 7.242475655419445]",[ 1.10542933 -0.61340328 -1.        ],"[9.268550628379167, 18.186995150649995, 7.242475655419445]",71.45679234866301
40990,"[-0.023052565924999158, 0.0173405462833216, 0.0011860744902758569]","[9.271201222768054, 18.18895990629167, 7.2425091050986135]",[-1.10716617  0.60007757  1.        ],"[9.271201222768054, 18.18895990629167, 7.2425091050986135]",36.92411048349975
41000,"[0.01596486754305637, -0.003525004577774382, -0.012084356126389473]","[9.248148656843055, 18.206300452574993, 7.243695179588889]",[ 1.12053393 -0.60091444 -1.        ],"[9.248148656843055, 18.206300452574993, 7.243695179588889]",12.627417992679494
41010,"[0.01719580046943925, 0.019178478293053303, 0.003590037027777271]","[9.264113524386111, 18.20277544799722, 7.2316108234625]",[ 1.12461775 -0.5926964  -1.        ],"[9.264113524386111, 18.20277544799722, 7.2316108234625]",84.02105807352162
41020,"[0.025705212891670826, -0.007164822304158491, 0.013909512244444144]","[9.28130932485555, 18.221953926290272, 7.235200860490277]",[ 1.11104222 -0.58133904 -1.        ],"[9.28130932485555, 18.221953926290272, 7.235200860490277]",67.05564150146984
41030,"[-0.0016753738416639408, -0.005829233591665428, 0.02482906019861275]","[9.307014537747222, 18.214789103986114, 7.249110372734721]",[-1.07581017  0.54920282  1.        ],"[9.307014537747222, 18.214789103986114, 7.249110372734721]",54.2262921659292
41040,"[0.004533271694443286, -0.02013944272917101, -0.016979594484725524]","[9.305339163905558, 18.208959870394448, 7.273939432933334]",[ 1.08193963 -0.54468811 -1.        ],"[9.305339163905558, 18.208959870394448, 7.273939432933334]",38.50861809613189
41050,"[0.006554882574995702, 0.005430525334720215, -0.018182775744445934]","[9.3098724356, 18.188820427665277, 7.2569598384486085]",[ 1.08379463 -0.53203126 -1.        ],"[9.3098724356, 18.188820427665277, 7.2569598384486085]",44.63266238426853
41060,"[0.009983671520831905, 0.012299274336115218, -0.005516572298603251]","[9.316427318174997, 18.194250952999997, 7.2387770627041625]",[ 1.11151486 -0.53798837 -1.        ],"[9.316427318174997, 18.194250952999997, 7.2387770627041625]",67.97257020236738
41070,"[0.004033306975006923, 0.021137276243049286, 0.02312955978055342]","[9.326410989695828, 18.206550227336113, 7.233260490405559]",[-1.11043127  0.51952594  1.        ],"[9.326410989695828, 18.206550227336113, 7.233260490405559]",53.63850300624324
41080,"[0.01064918323749886, 0.015520272798621448, 0.008407220665276327]","[9.330444296670835, 18.227687503579162, 7.256390050186113]",[-1.11205329  0.50956241  1.        ],"[9.330444296670835, 18.227687503579162, 7.256390050186113]",82.10595070340662
41090,"[0.012038159698608553, 0.0026586847499956434, -0.010215694390278252]","[9.341093479908334, 18.243207776377783, 7.264797270851389]",[ 1.10274645 -0.48719433 -1.        ],"[9.341093479908334, 18.243207776377783, 7.264797270851389]",27.742964143978774
41100,"[0.0107183735347256, -0.013650039645838774, -0.006536019230551915]","[9.353131639606943, 18.24586646112778, 7.254581576461111]",[ 1.10869945 -0.48271371 -1.        ],"[9.353131639606943, 18.24586646112778, 7.254581576461111]",30.75161810537361
41110,"[0.012687515481943024, -2.012355139058286e-05, 0.01459268146944126]","[9.363850013141668, 18.23221642148194, 7.248045557230559]",[-1.09701674  0.4711654   1.        ],"[9.363850013141668, 18.23221642148194, 7.248045557230559]",88.73510885834273
41120,"[0.014387534619448417, -0.009189044152769554, 0.014105350363893265]","[9.376537528623611, 18.23219629793055, 7.2626382387]",[ 1.10502236 -0.46637376 -1.        ],"[9.376537528623611, 18.23219629793055, 7.2626382387]",79.87596597274643
41130,"[0.00421175270972185, -0.010105163109724202, 0.003860632519441687]","[9.39092506324306, 18.22300725377778, 7.276743589063893]",[ 1.10294458 -0.45430538 -1.        ],"[9.39092506324306, 18.22300725377778, 7.276743589063893]",72.69284471908976
41140,"[-0.008870919544444078, 0.005306327980555636, 0.0024740137236110016]","[9.395136815952782, 18.212902090668056, 7.280604221583335]",[-1.12335138  0.45615612  1.        ],"[9.395136815952782, 18.212902090668056, 7.280604221583335]",27.181320852894608
41150,"[0.0004942942694423635, 0.012133286649998354, 0.0006992019791658421]","[9.404007735497226, 18.2075957626875, 7.278130207859724]",[-1.13047634  0.45069443  1.        ],"[9.404007735497226, 18.2075957626875, 7.278130207859724]",72.97753972855708
41160,"[0.004919086594442845, -0.004131761991661875, 0.00587405467360913]","[9.404502029766668, 18.2197290493375, 7.27882940983889]",[ 1.13762623 -0.44362012 -1.        ],"[9.404502029766668, 18.2197290493375, 7.27882940983889]",83.50126364007785
41170,"[0.0024024597777767553, -0.019620160715280832, 0.0019132340319467644]","[9.409421116361111, 18.215597287345837, 7.284703464512499]",[ 1.12885215 -0.42730752 -1.        ],"[9.409421116361111, 18.215597287345837, 7.284703464512499]",72.84277426003098
41180,"[0.00886056309167138, -0.022458198147219832, 0.020335037670832]","[9.411823576138888, 18.195977126630556, 7.286616698544446]",[-1.11679441  0.41316345  1.        ],"[9.411823576138888, 18.195977126630556, 7.286616698544446]",88.6449768555029
41190,"[-0.007777570169452019, 0.006347949747212311, 0.017591886716671112]","[9.42068413923056, 18.173518928483336, 7.306951736215278]",[-1.1618636   0.42076811  1.        ],"[9.42068413923056, 18.173518928483336, 7.306951736215278]",24.49861328090149
41200,"[-0.007243592213885819, 0.01375344860973371, 0.0025511278597143416]","[9.412906569061107, 18.17986687823055, 7.324543622931949]",[-1.18750226  0.4188338   1.        ],"[9.412906569061107, 18.17986687823055, 7.324543622931949]",48.10736550491013
41210,"[0.0005523666013935724, 0.011546621845830884, -0.02509992387777782]","[9.405662976847221, 18.193620326840282, 7.327094750791663]",[ 1.18959172 -0.39785291 -1.        ],"[9.405662976847221, 18.193620326840282, 7.327094750791663]",61.484272812198455
41220,"[0.013946578359719908, -0.0017216571555564997, -0.01621034245277375]","[9.406215343448615, 18.205166948686113, 7.3019948269138855]",[ 1.15992857 -0.37939402 -1.        ],"[9.406215343448615, 18.205166948686113, 7.3019948269138855]",12.544152070576077
41230,"[0.009695354994445182, 0.020949506905552084, 0.010799402166666638]","[9.420161921808335, 18.203445291530556, 7.285784484461112]",[-1.14670597  0.37037198  1.        ],"[9.420161921808335, 18.203445291530556, 7.285784484461112]",79.25446246942002
41240,"[0.003241540219439898, 0.011332834012499404, 0.005403108022219882]","[9.42985727680278, 18.22439479843611, 7.296583886627778]",[-1.15982198  0.36664494  1.        ],"[9.42985727680278, 18.22439479843611, 7.296583886627778]",73.50145065009805
41250,"[0.013199199306939136, -0.000830610187502856, 0.004575235733329741]","[9.43309881702222, 18.235727632448608, 7.301986994649998]",[ 1.16841391 -0.36219208 -1.        ],"[9.43309881702222, 18.235727632448608, 7.301986994649998]",59.72355357546692
41260,"[-0.0013684099888795487, 0.01738486971249742, -7.741808471628531e-05]","[9.41989961771528, 18.23655824263611, 7.2974117589166685]",[-1.16938406  0.35181825  1.        ],"[9.41989961771528, 18.23655824263611, 7.2974117589166685]",73.88686910177849
41270,"[0.0011486201999968415, -0.0054002712388907526, -0.0033718314041708553]","[9.42126802770416, 18.219173372923613, 7.297489177001385]",[ 1.18004972 -0.35670649 -1.        ],"[9.42126802770416, 18.219173372923613, 7.297489177001385]",49.61519226735337
41280,"[-0.0053800513819499685, -0.003195842177774466, -0.005459854315279067]","[9.420119407504163, 18.224573644162504, 7.300861008405556]",[ 1.18164387 -0.35359062 -1.        ],"[9.420119407504163, 18.224573644162504, 7.300861008405556]",88.98944555289546
41290,"[0.008067815547223134, -0.014429931625002723, -0.004457014411107352]","[9.425499458886113, 18.22776948634028, 7.306320862720835]",[ 1.1408356  -0.32689819 -1.        ],"[9.425499458886113, 18.22776948634028, 7.306320862720835]",46.24047490545352
41300,"[-0.009335918801387066, 0.006014393077784064, -0.00038268332500202007]","[9.41743164333889, 18.24219941796528, 7.310777877131942]",[-1.11889428  0.30090236  1.        ],"[9.41743164333889, 18.24219941796528, 7.310777877131942]",45.724098765426184
