frame_no,translation,net_relative_translation
23760,3.093710592281496e-12,-3.166180706585096e-10
23770,-3.224929085845996e-12,-3.198429997443556e-10
23780,-2.8634741912399668e-12,-3.227064739355956e-10
23790,-2.7886865170405878e-12,-3.254951604526362e-10
23800,-2.835661356292189e-12,-3.283308218089284e-10
23810,2.8930309645132296e-12,-3.254377908444151e-10
23820,-1.1404732822709773e-12,-3.265782641266861e-10
23830,1.0644260147197812e-12,-3.255138381119663e-10
23840,1.762584662681098e-12,-3.237512534492852e-10
23850,2.469242002008542e-12,-3.212820114472766e-10
23860,6.957952180858502e-13,-3.2058621622919077e-10
23870,4.900274838360115e-13,-3.200961887453548e-10
23880,9.524274111424186e-14,-3.2000094600424054e-10
23890,-1.3743175688363797e-12,-3.213752635730769e-10
23900,-6.011016371744482e-13,-3.2197636521025137e-10
23910,6.400787354727621e-13,-3.213362864747786e-10
23920,8.338599063782385e-13,-3.205024265684004e-10
23930,1.3309508525476266e-12,-3.1917147571585275e-10
23940,8.745550981241126e-13,-3.182969206177286e-10
23950,1.0645452866027906e-13,-3.1819046608906834e-10
23960,-1.5244130951729218e-12,-3.1971487918424125e-10
23970,-4.1975031362731604e-13,-3.2013462949786855e-10
23980,1.574109021294094e-12,-3.1856052047657445e-10
23990,1.4253140892815734e-12,-3.171352063872929e-10
24000,1.1825400064424131e-12,-3.1595266638085045e-10
24010,1.1074658592659186e-12,-3.1484520052158455e-10
24020,7.847145750552131e-13,-3.140604859465293e-10
24030,7.386448160033681e-13,-3.13321841130526e-10
24040,7.298444517927755e-13,-3.125919966787332e-10
24050,4.584791300254487e-13,-3.121335175487078e-10
24060,3.753205361530079e-13,-3.1175819701255477e-10
24070,7.217424197775905e-13,-3.110364545927772e-10
24080,8.556903296095704e-13,-3.101807642631676e-10
24090,-6.10221956240801e-14,-3.102417864587917e-10
24100,-4.249791758064096e-13,-3.106667656345981e-10
24110,-6.052618113976364e-13,-3.1127202744599574e-10
24120,-1.5980051926509973e-12,-3.1287003263864676e-10
24130,-1.5826472441188118e-12,-3.144526798827656e-10
24140,-4.782077883855659e-13,-3.1493088767115116e-10
24150,-9.120745820310493e-14,-3.1502209512935424e-10
24160,-1.0195790450179956e-12,-3.160416741743722e-10
24170,-9.303511803847978e-13,-3.16972025354757e-10
24180,-3.135945614610815e-13,-3.1728561991621806e-10
24190,-8.041328823875613e-13,-3.180897527986056e-10
24200,-1.9830281916384226e-12,-3.20072780990244e-10
24210,-1.847959811480945e-12,-3.2192074080172496e-10
24220,-2.0707212152828264e-12,-3.239914620170078e-10
24230,-1.6399983616678405e-12,-3.256314603786756e-10
24240,-2.279598644762523e-12,-3.2791105902343814e-10
24250,-1.4089459059663655e-12,-3.293200049294045e-10
24260,-1.582198474044989e-12,-3.309022034034495e-10
24270,-1.03677356881602e-12,-3.3193897697226553e-10
24280,-9.371225173852311e-13,-3.3287609948965075e-10
24290,-2.1925576972399176e-12,-3.3506865718689066e-10
24300,-1.7600697238289476e-12,-3.368287269107196e-10
24310,-1.5553626102700195e-12,-3.3838408952098963e-10
24320,-1.926441597483078e-12,-3.403105311184727e-10
24330,-1.8081186215550272e-12,-3.421186497400277e-10
24340,-1.6273306273298728e-12,-3.437459803673576e-10
24350,-1.481273858208068e-12,-3.452272542255657e-10
24360,-1.100080958523696e-12,-3.4632733518408936e-10
24370,-9.607329214024838e-13,-3.4728806810549184e-10
24380,1.9618009354128892e-13,-3.4709188801195053e-10
24390,-2.727306406747217e-13,-3.4736461865262523e-10
24400,-1.9153871514842275e-13,-3.4755615736777366e-10
24410,-5.6732553503691736e-14,-3.476128899212774e-10
24420,-5.658824091853405e-13,-3.481787723304627e-10
24430,-8.708329451503486e-13,-3.4904960527561306e-10
24440,-9.708321575193967e-13,-3.5002043743313246e-10
24450,-1.5789778766544892e-13,-3.5017833522079793e-10
24460,-2.4391496962990243e-14,-3.5020272671776093e-10
24470,-2.7249288575079183e-13,-3.504752196035117e-10
24480,-4.884244743284587e-13,-3.509636440778402e-10
24490,8.088358248485358e-13,-3.5015480825299165e-10
24500,5.578593534460482e-13,-3.495969488995456e-10
24510,-5.084722948115081e-13,-3.501054211943571e-10
24520,-9.711698401903382e-13,-3.5107659103454745e-10
24530,5.528466080775751e-13,-3.5052374442646986e-10
24540,4.423037902805636e-13,-3.500814406361893e-10
24550,-6.755037506806507e-13,-3.5075694438686997e-10
24560,-7.825306989986957e-13,-3.515394750858687e-10
24570,6.92171340754817e-14,-3.514702579517932e-10
24580,-4.730064431528845e-13,-3.519432643949461e-10
24590,-7.064972923880239e-13,-3.5264976168733413e-10
24600,-3.000134588672942e-13,-3.529497751462014e-10
24610,5.059169299218498e-14,-3.5289918345320925e-10
24620,-1.5860261029864845e-13,-3.530577860635079e-10
24630,-3.1011066923216603e-13,-3.533678967327401e-10
24640,7.055184816121075e-13,-3.5266237825112797e-10
24650,-4.786746860058841e-14,-3.527102457197286e-10
24660,-7.807537466706934e-13,-3.534909994663993e-10
24670,-3.699715777664057e-13,-3.538609710441657e-10
24680,2.9629411117781737e-13,-3.5356467693298787e-10
24690,-7.721864311446711e-13,-3.5433686336413255e-10
24700,-1.27080946695101e-12,-3.5560767283108354e-10
24710,-1.4675908397272594e-12,-3.570752636708108e-10
24720,-1.4087480930989242e-12,-3.5848401176390973e-10
24730,-2.4484461128560567e-12,-3.609324578767658e-10
24740,-2.204969704435245e-12,-3.6313742758120103e-10
24750,-2.0206606175863784e-12,-3.651580881987874e-10
24760,-1.3506476968144158e-12,-3.6650873589560185e-10
24770,-2.2935908742648354e-12,-3.688023267698667e-10
24780,-1.8750534369797875e-12,-3.7067738020684646e-10
24790,1.0097173644368486e-12,-3.696676628424096e-10
24800,1.4516550371120459e-12,-3.6821600780529757e-10
24810,1.770525852149663e-12,-3.664454819531479e-10
24820,9.682097860972698e-13,-3.654772721670506e-10
24830,7.064482046174022e-13,-3.647708239624332e-10
24840,1.465444330986336e-12,-3.633053796314469e-10
24850,1.554563366325729e-12,-3.617508162651212e-10
24860,-5.04133030109065e-14,-3.618012295681321e-10
24870,1.1198830607830308e-12,-3.6068134650734904e-10
24880,1.4760556786989037e-12,-3.5920529082865015e-10
24890,1.4522706162514188e-12,-3.577530202123987e-10
24900,4.177256500281682e-13,-3.5733529456237054e-10
24910,1.5131469248783256e-12,-3.558221476374922e-10
24920,-7.409860185377874e-13,-3.5656313365603e-10
24930,1.7690349053212066e-12,-3.547940987507088e-10
24940,1.0355540480734407e-12,-3.5375854470263535e-10
24950,1.4133933080863908e-12,-3.5234515139454895e-10
24960,-4.177622448236329e-13,-3.5276291363937256e-10
24970,9.802826787404526e-13,-3.517826309606321e-10
24980,1.613325789869242e-12,-3.501693051707629e-10
24990,1.1922861277238552e-12,-3.4897701904303907e-10
25000,2.1014203036845903e-12,-3.468755987393545e-10
25010,2.037430122381282e-12,-3.4483816861697323e-10
25020,1.998923996893339e-12,-3.428392446200799e-10
25030,1.7605441090101205e-13,-3.426631902091789e-10
25040,1.5330109366425827e-12,-3.4113017927253634e-10
25050,7.052667646570469e-13,-3.4042491250787927e-10
25060,5.316959518487949e-13,-3.398932165560305e-10
25070,9.264666865918882e-14,-3.398005698873713e-10
25080,6.498478627623461e-13,-3.3915072202460894e-10
25090,4.81494265234448e-13,-3.386692277593745e-10
25100,6.187835955511887e-13,-3.380504441638233e-10
25110,8.235968629264516e-13,-3.3722684730089685e-10
25120,5.927583559027207e-13,-3.366340889449941e-10
25130,-1.9125472433668826e-13,-3.368253436693308e-10
25140,3.487608226953921e-13,-3.364765828466354e-10
25150,-2.869932282599737e-13,-3.367635760748954e-10
25160,-7.365056156966755e-13,-3.3750008169059206e-10
25170,-6.391552922852537e-13,-3.3813923698287734e-10
25180,1.3404829888177005e-13,-3.380051886839956e-10
25190,-1.751663311498121e-13,-3.381803550151454e-10
25200,-5.132295332531189e-13,-3.386935845483985e-10
25210,-5.598273721943756e-13,-3.392534119205929e-10
25220,-2.0645545820101977e-12,-3.413179665026031e-10
25230,-2.004050442877163e-12,-3.4332201694548025e-10
25240,-2.402847299597591e-12,-3.4572486424507783e-10
25250,1.6745300900634331e-12,-3.440503341550144e-10
25260,1.378038480450911e-12,-3.4267229567456347e-10
25270,1.2512270823029028e-12,-3.4142106859226056e-10
25280,2.5725228261952688e-12,-3.388485457660653e-10
25290,8.288093160716413e-13,-3.380197364499937e-10
25300,2.141615382825126e-12,-3.3587812106716854e-10
25310,2.5012236191125717e-12,-3.33376897448056e-10
25320,2.7794281372173128e-12,-3.305974693108387e-10
25330,1.923665073044683e-12,-3.28673804237794e-10
25340,1.9867859648151727e-12,-3.2668701827297887e-10
25350,2.378220694602144e-12,-3.243087975783767e-10
25360,2.595826686844317e-12,-3.217129708915324e-10
25370,2.568861771379877e-12,-3.191441091201525e-10
25380,1.8415440428923352e-12,-3.1730256507726015e-10
25390,1.1679839336803026e-12,-3.1613458114357984e-10
25400,2.056897825415843e-12,-3.14077683318164e-10
25410,3.7868480842121053e-13,-3.136989985097428e-10
25420,1.292121492285366e-12,-3.124068770174574e-10
25430,2.219866061980897e-12,-3.1018701095547654e-10
25440,2.5039309492215786e-12,-3.0768308000625497e-10
25450,1.362733697309559e-12,-3.063203463089454e-10
25460,7.05370676645345e-13,-3.0561497563230004e-10
25470,1.9425974332308748e-12,-3.0367237819906914e-10
25480,2.121156759866394e-12,-3.0155122143920277e-10
25490,1.868195210416141e-12,-2.9968302622878665e-10
25500,3.03946206946465e-13,-2.993790800218402e-10
25510,1.3972996575771116e-12,-2.979817803642631e-10
25520,1.925057989381916e-12,-2.9605672237488117e-10
25530,1.6270674985406127e-12,-2.9442965487634053e-10
25540,4.122096800467325e-13,-2.940174451962938e-10
25550,-7.741286600004701e-13,-2.947915738562943e-10
25560,6.509344113491206e-13,-2.9414063944494515e-10
25570,1.648244712454814e-12,-2.924923947324903e-10
25580,9.432930051933642e-13,-2.9154910172729696e-10
25590,6.621745256405292e-13,-2.9088692720165645e-10
25600,1.4276748510272809e-12,-2.8945925235062915e-10
25610,1.3091571538354136e-12,-2.8815009519679376e-10
25620,5.780827792549489e-13,-2.875720124175388e-10
25630,1.1934908363848885e-14,-2.8756007750917495e-10
25640,2.5463926149893656e-13,-2.87305438247676e-10
25650,6.332794961373776e-13,-2.8667215875153864e-10
25660,-1.3467691269159462e-12,-2.880189278784546e-10
25670,-8.91835494576899e-13,-2.889107633730315e-10
25680,-1.2383691369443933e-12,-2.901491325099759e-10
25690,-1.6382395166343877e-12,-2.917873720266103e-10
25700,-1.9298374543814843e-12,-2.9371720948099175e-10
25710,-4.880312737117848e-13,-2.942052407547035e-10
25720,5.695793390534475e-13,-2.9363566141565007e-10
25730,7.655126793072146e-14,-2.9355911014771934e-10
25740,-1.35831024279163e-12,-2.9491742039051097e-10
25750,-9.132532339756757e-13,-2.9583067362448664e-10
25760,8.187407035061524e-13,-2.9501193292098047e-10
25770,-1.1987776170884091e-12,-2.9621071053806885e-10
25780,-7.998303257366292e-14,-2.962906935706425e-10
25790,1.2540328634486868e-12,-2.9503666070719383e-10
25800,2.2499198635771714e-12,-2.927867408436167e-10
25810,1.2154062498539429e-12,-2.915713345937627e-10
25820,1.581983642697104e-12,-2.899893509510656e-10
25830,2.1072416646414244e-12,-2.8788210928642415e-10
25840,2.452814039987542e-12,-2.854292952464366e-10
25850,2.171613514731697e-12,-2.832576817317049e-10
25860,2.2141142206305252e-12,-2.8104356751107436e-10
25870,2.1259961649913677e-12,-2.78917571346083e-10
25880,1.8113486675366617e-12,-2.7710622267854633e-10
25890,-2.355046028895217e-13,-2.7734172728143586e-10
25900,-1.5363090043179678e-12,-2.7887803628575383e-10
25910,-4.9702270365359723e-14,-2.7892773855611917e-10
25920,2.968017487500127e-13,-2.7863093680736914e-10
25930,5.806087414584979e-13,-2.7805032806591065e-10
25940,-1.4576263454094522e-13,-2.781960907004516e-10
25950,-2.711072391550994e-13,-2.7846719793960674e-10
25960,-2.888151533206981e-13,-2.7875601309292746e-10
25970,-6.57623823455884e-13,-2.7941363691638333e-10
25980,1.0587677872418678e-12,-2.7835486912914147e-10
25990,2.681686318421805e-13,-2.780867004972993e-10
26000,5.225267087362337e-13,-2.7756417378856303e-10
26010,1.2763711781429374e-12,-2.762878026104201e-10
26020,8.411832329186789e-13,-2.754466193775014e-10
26030,-8.146628714456722e-13,-2.762612822489471e-10
26040,8.135118531658149e-14,-2.7617993106363047e-10
26050,9.304663255827052e-13,-2.7524946473804777e-10
26060,1.0903519171064216e-12,-2.7415911282094136e-10
26070,8.247528186762919e-13,-2.733343600022651e-10
26080,4.526516167757259e-13,-2.7288170838548935e-10
26090,1.3177125915072716e-12,-2.715639957939821e-10
26100,1.5397170226235898e-12,-2.700242787713585e-10
26110,-1.492522149632141e-12,-2.715168009209906e-10
26120,-3.806103390327633e-13,-2.718974112600234e-10
26130,-1.1265794778657975e-12,-2.730239907378892e-10
26140,-1.5484327963506784e-12,-2.745724235342399e-10
26150,-3.6618452719795535e-13,-2.7493860806143786e-10
26160,4.708591646800307e-13,-2.7446774889675783e-10
26170,8.098892596917147e-13,-2.736578596370661e-10
26180,-2.114986487916161e-12,-2.757728461249823e-10
26190,-5.544612753858983e-13,-2.7632730740036823e-10
26200,-6.271807968078668e-13,-2.769544881971761e-10
26210,-2.2047658170997415e-12,-2.7915925401427584e-10
26220,-2.344300084944236e-12,-2.815035540992201e-10
26230,-4.71098775762718e-13,-2.819746528749828e-10
26240,1.943768865006154e-12,-2.8003088400997666e-10
26250,9.459685312062047e-14,-2.7993628715685604e-10
26260,-1.1556280767763834e-12,-2.810919152336324e-10
26270,-2.494572458383296e-12,-2.8358648769201573e-10
26280,-1.139045024035927e-12,-2.847255327160517e-10
26290,-1.2606837051302559e-12,-2.859862164211819e-10
26300,6.140867605459533e-13,-2.8537212966063596e-10
26310,-1.0277658434205224e-12,-2.863998955040565e-10
26320,-7.583082990345436e-13,-2.8715820380309104e-10
26330,-2.1696990379492118e-12,-2.8932790284104024e-10
26340,-6.137655058262629e-13,-2.899416683468665e-10
26350,-3.340859174124009e-13,-2.902757542642789e-10
26360,-8.445579677751429e-13,-2.9112031223205404e-10
26370,-2.1793761159537732e-12,-2.932996883480078e-10
26380,-2.154081166890464e-12,-2.9545376951489827e-10
26390,-5.586293869401385e-13,-2.960123989018384e-10
26400,-1.5668539639437668e-12,-2.9757925286578216e-10
26410,-7.907903917663874e-13,-2.9837004325754856e-10
26420,1.9759528004346707e-13,-2.981724479775051e-10
26430,6.298363483971498e-13,-2.9754261162910795e-10
26440,-6.324105857256494e-13,-2.981750222148336e-10
26450,-6.301272704728421e-13,-2.988051494853065e-10
26460,6.249829493173325e-13,-2.9818016653598916e-10
26470,-8.534399580298088e-13,-2.9903360649401897e-10
26480,3.9860246364967533e-13,-2.9863500403036926e-10
26490,8.116828535617821e-13,-2.978233211768075e-10
26500,1.0580688451248221e-12,-2.9676525233168265e-10
26510,-5.954207953658267e-13,-2.973606731270485e-10
26520,5.892114355463072e-13,-2.967714616915022e-10
26530,4.731401213871804e-13,-2.96298321570115e-10
26540,5.080896211519039e-13,-2.957902319489631e-10
26550,8.035942043262475e-14,-2.957098725285305e-10
26560,7.125500124837789e-13,-2.949973225160467e-10
26570,5.563859486873311e-13,-2.944409365673594e-10
26580,5.148817743435685e-13,-2.9392605479301583e-10
26590,-2.8118901519456882e-14,-2.939541736945353e-10
26600,-8.681244746316512e-14,-2.9404098614199846e-10
26610,5.137235861103696e-13,-2.9352726255588807e-10
26620,-2.907410523226871e-14,-2.9355633666112035e-10
26630,-4.524694812013506e-13,-2.940088061423217e-10
26640,-5.242171522701491e-13,-2.9453302329459185e-10
26650,4.1030321763193294e-13,-2.9412272007695994e-10
26660,7.07360584100337e-13,-2.934153594928596e-10
26670,1.9822253614441078e-13,-2.932171369567152e-10
26680,-1.1807918589159882e-13,-2.933352161426068e-10
26690,-6.755139837441991e-13,-2.94010730126351e-10
26700,2.358581371454241e-13,-2.937748719892056e-10
26710,1.5525505555946533e-13,-2.936196169336461e-10
26720,7.437974466851249e-13,-2.92875819486961e-10
26730,8.264578789272826e-13,-2.920493616080337e-10
26740,-1.0412825390672627e-12,-2.93090644147101e-10
26750,-8.788250590056237e-13,-2.939694692061066e-10
26760,3.5603508591004583e-13,-2.9361343412019657e-10
26770,2.1766693252507583e-13,-2.933957671876715e-10
26780,-9.83362493242991e-13,-2.943791296809145e-10
26790,-9.615543344248068e-13,-2.953406840153393e-10
26800,7.216957681608051e-13,-2.946189882471785e-10
26810,6.073885100456882e-13,-2.940115997371328e-10
26820,7.546989547910704e-13,-2.932569007823417e-10
26830,-1.0991666930697867e-12,-2.943560674754115e-10
26840,2.4690283811943904e-13,-2.9410916463729204e-10
26850,-1.6818780614512026e-12,-2.9579104269874323e-10
26860,-1.6010212811538258e-12,-2.973920639798971e-10
26870,-1.6534178833147987e-12,-2.9904548186321186e-10
26880,-8.779033831522902e-13,-2.9992338524636413e-10
26890,-1.3040804041774308e-12,-3.0122746565054155e-10
26900,-1.6102741758095495e-12,-3.028377398263511e-10
26910,-1.8490563404541492e-12,-3.0468679616680526e-10
26920,-7.078661332312176e-13,-3.053946623000365e-10
26930,-8.576541005011686e-13,-3.062523164005377e-10
26940,-2.1858191036553325e-12,-3.08438135504193e-10
26950,-1.5050998222702192e-12,-3.099432353264632e-10
26960,-4.2752714378768843e-13,-3.1037076247025093e-10
26970,-1.4993103171202736e-12,-3.118700727873712e-10
26980,-1.1935701000523674e-12,-3.130636428874236e-10
26990,-1.6920428259999652e-12,-3.1475568571342355e-10
27000,-8.705196502909666e-13,-3.156262053637145e-10
27010,-7.095785572335005e-13,-3.16335783920948e-10
27020,-8.760122069698188e-13,-3.1721179612791786e-10
27030,-5.681137480190532e-13,-3.177799098759369e-10
27040,-1.4269999353924773e-12,-3.1920690981132937e-10
27050,-1.1038233605217432e-12,-3.203107331718511e-10
27060,-3.2979269965645847e-13,-3.2064052587150757e-10
27070,-2.3732125127933075e-13,-3.208778471227869e-10
27080,-7.696353116252702e-13,-3.2164748243441215e-10
27090,8.262267071352966e-13,-3.2082125572727683e-10
27100,8.763633874756617e-13,-3.199448923398012e-10
27110,6.030099709673101e-13,-3.193418823688339e-10
27120,-1.4653921647625503e-12,-3.2080727453359645e-10
27130,-1.5997742855083286e-12,-3.2240704881910477e-10
27140,2.220835793627311e-14,-3.223848404611685e-10
27150,-4.1492464970405046e-13,-3.227997651108726e-10
27160,-1.5054365389146674e-12,-3.243052016497873e-10
27170,-4.957540661680304e-13,-3.2480095571595534e-10
27180,-1.0308203816666386e-12,-3.25831776097622e-10
27190,3.008766575765106e-13,-3.255308994400455e-10
27200,-9.98766821616754e-13,-3.2652966626166226e-10
27210,-8.677017319785684e-13,-3.2739736799364085e-10
27220,-7.083042053049736e-13,-3.2810567219894583e-10
27230,1.3129868226224008e-12,-3.267926853763234e-10
27240,-3.854786053597661e-13,-3.2717816398168317e-10
27250,1.422521385549315e-13,-3.2703591184312825e-10
27260,-4.619147337322931e-13,-3.2749782657686054e-10
27270,-3.9805074110276676e-13,-3.278958773179633e-10
27280,-1.7111626235013238e-13,-3.280669935803134e-10
27290,5.543728861649994e-13,-3.2751262069414844e-10
27300,-5.069651687510711e-13,-3.280195858628995e-10
27310,-6.500638063521936e-14,-3.280845922435347e-10
27320,-9.750535812044627e-13,-3.290596458247392e-10
27330,-1.02603644637493e-12,-3.3008568227111415e-10
27340,-1.167347526156045e-12,-3.312530297972702e-10
27350,5.359232186707596e-13,-3.3071710657859944e-10
27360,-6.85566706843159e-13,-3.314026732854426e-10
27370,7.407435281408565e-14,-3.313285989326285e-10
27380,-1.558316469635584e-12,-3.328869154022641e-10
27390,-1.5981091206138478e-12,-3.3448502452287795e-10
27400,-1.1018078077319578e-12,-3.355868323306099e-10
27410,3.1258981017290145e-13,-3.35274242520437e-10
27420,1.2110364361750776e-12,-3.3406320608426193e-10
27430,-1.1258087061949475e-12,-3.3518901479045686e-10
27440,-1.7443313581563703e-12,-3.3693334614861323e-10
27450,-2.046754039640412e-12,-3.389801001882536e-10
27460,-1.8336790100312303e-12,-3.4081377919828484e-10
27470,1.3532843155304314e-12,-3.394604948827544e-10
27480,-2.2265085274855496e-12,-3.4168700341023996e-10
27490,-1.4361532213934684e-12,-3.4312315663163345e-10
27500,-1.1789257116476415e-12,-3.443020823432811e-10
27510,1.1675128114849914e-12,-3.431345695317961e-10
27520,8.433628487560949e-13,-3.4229120668304e-10
27530,7.719167115737163e-13,-3.4151928997146627e-10
27540,1.6140367836971737e-12,-3.399052531877691e-10
27550,1.1370543284253145e-12,-3.387681988593438e-10
27560,1.5078780138447765e-12,-3.37260320845499e-10
27570,-1.829786438786515e-12,-3.3909010728428554e-10
27580,-1.2754441507767764e-12,-3.403655514350623e-10
27590,-1.1075244869492004e-12,-3.414730759220115e-10
27600,-2.739335546920612e-12,-3.442124114689321e-10
27610,-2.590129621256162e-12,-3.468025410901883e-10
27620,-9.86105076362375e-13,-3.4778864616655065e-10
27630,5.133770609798978e-13,-3.4727526910557073e-10
27640,1.2076855495184366e-12,-3.460675835560523e-10
27650,-2.5222062995146662e-12,-3.4858978985556695e-10
27660,8.612033188745697e-13,-3.477285865366924e-10
27670,1.485683851601469e-12,-3.4624290268509096e-10
27680,3.6019489695879904e-13,-3.4588270778813215e-10
27690,-6.170138408633287e-13,-3.4649972162899546e-10
27700,-1.0055078962583537e-12,-3.475052295252538e-10
27710,1.269520931392022e-12,-3.462357085938618e-10
27720,3.804084895768286e-13,-3.45855300104285e-10
27730,1.508628278542695e-12,-3.443466718257423e-10
27740,7.700265799536557e-13,-3.4357664524578867e-10
27750,1.9730551869128182e-12,-3.4160359005887583e-10
27760,3.4134929435166863e-13,-3.412622407645242e-10
27770,1.0211664905612359e-12,-3.4024107427396294e-10
27780,2.252320625375767e-12,-3.379887536485872e-10
27790,2.039323627180959e-12,-3.359494300214062e-10
27800,1.8557688432354418e-12,-3.3409366117817077e-10
27810,8.853863669296115e-13,-3.3320827481124116e-10
27820,5.169705183153125e-13,-3.3269130429292585e-10
27830,1.220712898131626e-12,-3.314705913947942e-10
27840,8.232910264596379e-13,-3.306473003683346e-10
27850,-1.6504266386812328e-13,-3.308123430322027e-10
27860,2.976742201747369e-14,-3.307825756101852e-10
27870,2.322935317712117e-13,-3.30550282078414e-10
27880,9.870458647494425e-13,-3.2956323621366456e-10
27890,9.10096871769504e-13,-3.2865313934189503e-10
27900,2.968381464766014e-13,-3.283563011954184e-10
27910,4.594480382369171e-13,-3.278968531571815e-10
27920,1.178852407520266e-12,-3.2671800074966125e-10
27930,4.843560543230099e-13,-3.2623364469533824e-10
27940,-1.829945016252776e-13,-3.264166391969635e-10
27950,5.538823881331643e-13,-3.2586275680883035e-10
27960,7.646931207571891e-13,-3.2509806368807315e-10
27970,3.4815760689073357e-15,-3.2509458211200427e-10
27980,-2.1269911884475195e-13,-3.25307281230849e-10
27990,-4.614360107300697e-13,-3.257687172415791e-10
28000,-1.1146895067579017e-13,-3.258801861922549e-10
28010,-2.508304370122729e-13,-3.2613101662926716e-10
28020,-1.147453484258052e-14,-3.2614249116410973e-10
28030,7.090633979685784e-13,-3.2543342776614117e-10
28040,1.2789486973151654e-12,-3.24154479068826e-10
28050,2.0243601532810084e-12,-3.22130118915545e-10
28060,7.660659712453871e-13,-3.213640529442996e-10
28070,1.560332971105001e-12,-3.1980371997319464e-10
28080,3.3981559600744303e-13,-3.194639043771872e-10
28090,1.2369595390364932e-12,-3.182269448381507e-10
28100,6.100700377962441e-13,-3.176168748003545e-10
28110,1.0780082191229516e-12,-3.1653886658123157e-10
28120,-9.929246585913235e-13,-3.1753179123982287e-10
28130,-7.767486875914416e-13,-3.183085399274143e-10
28140,-1.1128927188973896e-13,-3.1841982919930405e-10
28150,1.8104933052071298e-12,-3.1660933589409693e-10
28160,1.2277259641779908e-12,-3.153816099299189e-10
28170,9.348668951358446e-13,-3.1444674303478307e-10
28180,-6.901668221512337e-13,-3.151369098569343e-10
28190,3.9482119889092464e-13,-3.147420886580434e-10
28200,7.152597032141741e-13,-3.140268289548292e-10
28210,1.552255111972572e-12,-3.1247457384285665e-10
28220,1.3105425881185979e-12,-3.1116403125473807e-10
28230,1.708469370199766e-12,-3.094555618845383e-10
28240,1.5774674553465284e-12,-3.078780944291918e-10
28250,1.2212088266987872e-12,-3.06656885602493e-10
28260,8.50854073202655e-13,-3.058060315292904e-10
28270,1.0392069721679115e-12,-3.047668245571225e-10
28280,4.847568271820137e-13,-3.0428206772994046e-10
28290,9.479954892741071e-13,-3.0333407224066634e-10
28300,1.2225023467425456e-12,-3.0211156989392377e-10
28310,1.1002192461595031e-12,-3.0101135064776425e-10
28320,5.746840673643055e-13,-3.0043666658039994e-10
28330,1.0202010428255776e-12,-2.9941646553757435e-10
28340,6.606704588411579e-13,-2.9875579507873316e-10
28350,2.666214432054437e-13,-2.984891736355277e-10
28360,1.1261663574575032e-13,-2.9837655699978194e-10
28370,1.1442702917582318e-12,-2.972322867080237e-10
28380,1.539925806169174e-12,-2.956923609018545e-10
28390,3.9927083081706097e-13,-2.9529309007103743e-10
28400,1.5832059242849597e-12,-2.9370988414675246e-10
28410,9.632321371887706e-13,-2.927466520095637e-10
28420,1.2929576750297666e-12,-2.9145369433453395e-10
28430,4.3756259091097663e-13,-2.91016131743623e-10
28440,1.7139986814905067e-13,-2.908447318754739e-10
28450,-1.4206993687153655e-12,-2.9226543124418927e-10
28460,7.664215387379312e-13,-2.9149900970545134e-10
28470,2.8479631325760364e-13,-2.912142133921937e-10
28480,7.452582787256486e-13,-2.9046895511346806e-10
28490,3.1376270764131957e-13,-2.901551924058267e-10
28500,5.968276470518651e-13,-2.8955836475877484e-10
28510,8.23210073237534e-13,-2.887351546855373e-10
28520,6.056452087634417e-13,-2.881295094767739e-10
28530,6.613974182089538e-14,-2.88063369734953e-10
28540,5.496708170097386e-13,-2.8751369891794324e-10
28550,2.456597771198256e-13,-2.872680391408234e-10
28560,2.29066770185453e-13,-2.8703897237063794e-10
28570,-6.205513863993401e-13,-2.876595237570373e-10
28580,1.2155319449685056e-12,-2.864439918120688e-10
28590,1.3114308925856047e-12,-2.8513256091948317e-10
28600,1.8390050710271087e-12,-2.8329355584845604e-10
28610,-3.893983850168962e-13,-2.8368295423347295e-10
28620,1.5186921192121077e-12,-2.8216426211426086e-10
28630,1.8896285314931843e-12,-2.802746335827677e-10
28640,8.444647298418215e-13,-2.7943016885292586e-10
28650,9.784802323434167e-13,-2.7845168862058243e-10
28660,4.923243463051036e-13,-2.7795936427427733e-10
28670,9.476350752047603e-13,-2.7701172919907256e-10
28680,-1.134242861764906e-12,-2.7814597206083747e-10
28690,-1.4832082546215814e-12,-2.7962918031545904e-10
28700,-6.270999200346945e-13,-2.802562802354937e-10
28710,-1.7405856246566149e-12,-2.8199686586015033e-10
28720,-2.0400651935628145e-12,-2.8403693105371313e-10
28730,-2.2282800177195427e-12,-2.8626521107143267e-10
28740,-2.2075905936702688e-12,-2.8847280166510294e-10
28750,-1.5440719391219257e-12,-2.900168736042249e-10
28760,-1.6033920513234541e-12,-2.9162026565554835e-10
28770,-9.848058784174347e-13,-2.926050715339658e-10
28780,-1.519000683360621e-12,-2.9412407221732644e-10
28790,-8.64076376380086e-13,-2.9498814859370653e-10
28800,-5.874136977255778e-13,-2.955755622914321e-10
28810,-8.513158299385443e-13,-2.9642687812137066e-10
28820,-1.5773172683995873e-12,-2.980041953897702e-10
28830,-1.5900389779548586e-12,-2.995942343677251e-10
28840,-1.532022731232858e-12,-3.0112625709895797e-10
28850,-1.6926754167793032e-12,-3.0281893251573726e-10
28860,-1.6065627348847737e-12,-3.04425495250622e-10
